,sku,quantity,servicelevel,productiondays,price,@material,@printing,@size
7278,FL-250S-US-40,25,standard,2,17.2,250gsilk,oneside,us
15505,FL-140H-A5-44,25,express,0,25.29,140goffset,bothsides,a5
19482,FL-135G-A7-44,25,express,0,15.12,135ggloss,bothsides,a7
19481,FL-135G-A7-44,25,standard,2,13.06,135ggloss,bothsides,a7
19480,FL-135G-A7-44,25,saver,4,12.41,135ggloss,bothsides,a7
19431,FL-140H-VG-44,25,express,0,27.13,140goffset,bothsides,carrelarge
19430,FL-140H-VG-44,25,standard,2,22.53,140goffset,bothsides,carrelarge
19429,FL-140H-VG-44,25,saver,4,17.93,140goffset,bothsides,carrelarge
12532,FL-140H-A7-44,25,standard,2,19.31,140goffset,bothsides,a7
8086,FL-170H-VK-40,25,saver,4,14.07,170goffset,oneside,carresmall
15504,FL-140H-A5-44,25,standard,2,20.69,140goffset,bothsides,a5
8087,FL-170H-VK-40,25,standard,2,18.85,170goffset,oneside,carresmall
12531,FL-140H-A7-44,25,saver,4,14.53,140goffset,bothsides,a7
10790,FL-170G-A6-40,25,standard,2,15.04,170ggloss,oneside,a6
10789,FL-170G-A6-40,25,saver,4,14.29,170ggloss,oneside,a6
2584,FL-135G-XL-44,25,express,0,24.83,135ggloss,bothsides,xlong
2583,FL-135G-XL-44,25,standard,2,20.23,135ggloss,bothsides,xlong
2582,FL-135G-XL-44,25,saver,4,15.45,135ggloss,bothsides,xlong
8105,FL-140H-A5-40,25,saver,4,14.99,140goffset,oneside,a5
8106,FL-140H-A5-40,25,standard,2,19.77,140goffset,oneside,a5
19383,FL-135S-A6-40,25,express,0,15.51,135gsilk,oneside,a6
8088,FL-170H-VK-40,25,express,0,23.45,170goffset,oneside,carresmall
19382,FL-135S-A6-40,25,standard,2,14.1,135gsilk,oneside,a6
15503,FL-140H-A5-44,25,saver,4,15.91,140goffset,bothsides,a5
1908,FL-135S-VM-40,25,standard,2,14.75,135gsilk,oneside,carremedium
7846,FL-400S-A5-44-[ML11],25,standard,2,28.15,400gmattlaminatedbothsides,bothsides,a5
19769,FL-170S-VK-40,25,express,0,16.54,170gsilk,oneside,carresmall
19768,FL-170S-VK-40,25,standard,2,15.04,170gsilk,oneside,carresmall
735,FL-250G-US-44,25,saver,4,16.84,250ggloss,bothsides,us
736,FL-250G-US-44,25,standard,2,17.73,250ggloss,bothsides,us
737,FL-250G-US-44,25,express,0,20.53,250ggloss,bothsides,us
19767,FL-170S-VK-40,25,saver,4,14.29,170gsilk,oneside,carresmall
7847,FL-400S-A5-44-[ML11],25,express,0,32.59,400gmattlaminatedbothsides,bothsides,a5
15436,FL-400S-A5-44,25,standard,2,28.92,400gsilk,bothsides,a5
1909,FL-135S-VM-40,25,express,0,16.54,135gsilk,oneside,carremedium
15437,FL-400S-A5-44,25,express,0,31.55,400gsilk,bothsides,a5
19604,FL-400S-A7-44,25,standard,2,21.23,400gsilk,bothsides,a7
19603,FL-400S-A7-44,25,saver,4,19.3,400gsilk,bothsides,a7
1907,FL-135S-VM-40,25,saver,4,14.01,135gsilk,oneside,carremedium
7875,FL-350G-A6-40,25,saver,6,14.25,350ggloss,oneside,a6
7876,FL-350G-A6-40,25,standard,3,18.85,350ggloss,oneside,a6
7877,FL-350G-A6-40,25,express,2,23.45,350ggloss,oneside,a6
7960,FL-135G-A5-40,25,saver,4,14.24,135ggloss,oneside,a5
7961,FL-135G-A5-40,25,standard,2,15.01,135ggloss,oneside,a5
7962,FL-135G-A5-40,25,express,0,16.57,135ggloss,oneside,a5
19605,FL-400S-A7-44,25,express,0,23.16,400gsilk,bothsides,a7
19381,FL-135S-A6-40,25,saver,4,13.39,135gsilk,oneside,a6
19236,FL-170H-A7-44,25,express,0,33.38,170goffset,bothsides,a7
19235,FL-170H-A7-44,25,standard,2,25.9,170goffset,bothsides,a7
18913,FL-250G-A7-44,25,standard,2,14.47,250ggloss,bothsides,a7
18912,FL-250G-A7-44,25,saver,4,13.75,250ggloss,bothsides,a7
15678,FL-170S-A6-40,25,saver,4,14.29,170gsilk,oneside,a6
8299,FL-170S-VG-40,25,saver,4,14.46,170gsilk,oneside,carrelarge
8300,FL-170S-VG-40,25,standard,2,15.23,170gsilk,oneside,carrelarge
8301,FL-170S-VG-40,25,express,0,17.64,170gsilk,oneside,carrelarge
8390,FL-170G-A6-44,25,saver,4,15.04,170ggloss,bothsides,a6
8391,FL-170G-A6-44,25,standard,2,15.83,170ggloss,bothsides,a6
8392,FL-170G-A6-44,25,express,0,17.41,170ggloss,bothsides,a6
18914,FL-250G-A7-44,25,express,0,16.76,250ggloss,bothsides,a7
2035,FL-400S-A7-40-[GL11],25,standard,2,21.29,400gglosslaminatedbothsides,oneside,a7
13946,FL-350G-A5-40,25,express,2,24.83,350ggloss,oneside,a5
8587,FL-135G-AL-44,25,saver,4,14.53,135ggloss,bothsides,along
8588,FL-135G-AL-44,25,standard,2,19.31,135ggloss,bothsides,along
18864,FL-400S-AL-44,25,express,0,24.37,400gsilk,bothsides,along
18863,FL-400S-AL-44,25,standard,2,19.77,400gsilk,bothsides,along
18862,FL-400S-AL-44,25,saver,4,14.99,400gsilk,bothsides,along
8589,FL-135G-AL-44,25,express,0,23.91,135ggloss,bothsides,along
16155,FL-170H-XL-44,25,standard,2,20.69,170goffset,bothsides,xlong
15679,FL-170S-A6-40,25,standard,2,15.04,170gsilk,oneside,a6
16156,FL-170H-XL-44,25,express,0,25.29,170goffset,bothsides,xlong
2036,FL-400S-A7-40-[GL11],25,express,0,23.23,400gglosslaminatedbothsides,oneside,a7
12250,FL-400S-A5-40-[GL11],25,saver,4,26.6,400gglosslaminatedbothsides,oneside,a5
12251,FL-400S-A5-40-[GL11],25,standard,2,27.99,400gglosslaminatedbothsides,oneside,a5
19234,FL-170H-A7-44,25,saver,4,23.38,170goffset,bothsides,a7
8107,FL-140H-A5-40,25,express,0,24.37,140goffset,oneside,a5
12361,FL-250G-VK-44,25,express,0,28.23,250ggloss,bothsides,carresmall
12360,FL-250G-VK-44,25,standard,2,24.38,250ggloss,bothsides,carresmall
8257,FL-170S-XL-44,25,saver,4,15.45,170gsilk,bothsides,xlong
8258,FL-170S-XL-44,25,standard,2,20.23,170gsilk,bothsides,xlong
19220,FL-400S-AL-44-[GL11],25,express,0,30.81,400gglosslaminatedbothsides,bothsides,along
19219,FL-400S-AL-44-[GL11],25,standard,2,26.21,400gglosslaminatedbothsides,bothsides,along
19218,FL-400S-AL-44-[GL11],25,saver,4,21.61,400gglosslaminatedbothsides,bothsides,along
8259,FL-170S-XL-44,25,express,0,24.83,170gsilk,bothsides,xlong
12359,FL-250G-VK-44,25,saver,4,23.16,250ggloss,bothsides,carresmall
12252,FL-400S-A5-40-[GL11],25,express,0,29.47,400gglosslaminatedbothsides,oneside,a5
15587,FL-140H-AL-44,25,saver,4,14.99,140goffset,bothsides,along
2563,FL-170S-US-40,25,express,0,17.57,170gsilk,oneside,us
2562,FL-170S-US-40,25,standard,2,15.33,170gsilk,oneside,us
19100,FL-400S-A6-44,25,express,0,25.09,400gsilk,bothsides,a6
19099,FL-400S-A6-44,25,standard,2,23.0,400gsilk,bothsides,a6
19098,FL-400S-A6-44,25,saver,4,20.91,400gsilk,bothsides,a6
2561,FL-170S-US-40,25,saver,4,14.56,170gsilk,oneside,us
15588,FL-140H-AL-44,25,standard,2,19.77,140goffset,bothsides,along
15589,FL-140H-AL-44,25,express,0,24.37,140goffset,bothsides,along
7845,FL-400S-A5-44-[ML11],25,saver,4,26.74,400gmattlaminatedbothsides,bothsides,a5
15435,FL-400S-A5-44,25,saver,4,26.29,400gsilk,bothsides,a5
12533,FL-140H-A7-44,25,express,0,23.91,140goffset,bothsides,a7
16761,FL-140H-A4-40,25,express,0,25.75,140goffset,oneside,a4
16734,FL-250G-XL-40,25,express,0,24.37,250ggloss,oneside,xlong
15130,FL-170S-VM-44,25,saver,4,15.04,170gsilk,bothsides,carremedium
7159,FL-350G-AL-40,25,saver,6,14.25,350ggloss,oneside,along
620,FL-170H-VM-40,25,saver,4,14.99,170goffset,oneside,carremedium
621,FL-170H-VM-40,25,standard,2,19.77,170goffset,oneside,carremedium
622,FL-170H-VM-40,25,express,0,24.37,170goffset,oneside,carremedium
7160,FL-350G-AL-40,25,standard,3,18.85,350ggloss,oneside,along
7161,FL-350G-AL-40,25,express,2,23.45,350ggloss,oneside,along
7181,FL-170G-VM-44,25,saver,4,15.04,170ggloss,bothsides,carremedium
12609,FL-135G-A6-44,25,saver,4,13.54,135ggloss,bothsides,a6
7182,FL-170G-VM-44,25,standard,2,15.83,170ggloss,bothsides,carremedium
20347,FL-400S-A6-44-[GL11],25,standard,2,23.87,400gglosslaminatedbothsides,bothsides,a6
20346,FL-400S-A6-44-[GL11],25,saver,4,21.7,400gglosslaminatedbothsides,bothsides,a6
7183,FL-170G-VM-44,25,express,0,17.41,170ggloss,bothsides,carremedium
15131,FL-170S-VM-44,25,standard,2,15.83,170gsilk,bothsides,carremedium
15132,FL-170S-VM-44,25,express,0,17.41,170gsilk,bothsides,carremedium
15287,FL-170S-VK-44,25,saver,4,15.04,170gsilk,bothsides,carresmall
7277,FL-250S-US-40,25,saver,4,16.22,250gsilk,oneside,us
20188,FL-170H-A6-44,25,express,0,38.46,170goffset,bothsides,a6
20187,FL-170H-A6-44,25,standard,2,31.54,170goffset,bothsides,a6
20348,FL-400S-A6-44-[GL11],25,express,0,26.04,400gglosslaminatedbothsides,bothsides,a6
12610,FL-135G-A6-44,25,standard,2,14.63,135ggloss,bothsides,a6
20498,FL-400S-VG-40-[GL11],25,saver,4,20.95,400gglosslaminatedbothsides,oneside,carrelarge
20499,FL-400S-VG-40-[GL11],25,standard,2,23.04,400gglosslaminatedbothsides,oneside,carrelarge
1339,FL-135G-A6-40,25,express,0,15.04,135ggloss,oneside,a6
6912,FL-250S-XL-40,25,standard,2,19.77,250gsilk,oneside,xlong
6913,FL-250S-XL-40,25,express,0,24.37,250gsilk,oneside,xlong
15089,FL-135S-VM-44,25,standard,2,15.34,135gsilk,bothsides,carremedium
15090,FL-135S-VM-44,25,express,0,17.41,135gsilk,bothsides,carremedium
20643,FL-340H-VK-44,25,express,0,24.37,300goffset,bothsides,carresmall
20642,FL-340H-VK-44,25,standard,2,19.77,300goffset,bothsides,carresmall
20641,FL-340H-VK-44,25,saver,4,15.17,300goffset,bothsides,carresmall
12719,FL-135G-A5-44,25,standard,2,16.15,135ggloss,bothsides,a5
7017,FL-400S-VM-40-[ML11],25,saver,4,22.43,400gmattlaminatedbothsides,oneside,carremedium
7018,FL-400S-VM-40-[ML11],25,standard,2,24.68,400gmattlaminatedbothsides,oneside,carremedium
7019,FL-400S-VM-40-[ML11],25,express,0,26.92,400gmattlaminatedbothsides,oneside,carremedium
7105,FL-170S-VG-44,25,saver,4,15.98,170gsilk,bothsides,carrelarge
7106,FL-170S-VG-44,25,standard,2,16.82,170gsilk,bothsides,carrelarge
20530,FL-250S-A4-40,25,express,0,19.37,250gsilk,oneside,a4
20529,FL-250S-A4-40,25,standard,2,17.75,250gsilk,oneside,a4
20528,FL-250S-A4-40,25,saver,4,16.14,250gsilk,oneside,a4
7107,FL-170S-VG-44,25,express,0,18.5,170gsilk,bothsides,carrelarge
12718,FL-135G-A5-44,25,saver,4,15.34,135ggloss,bothsides,a5
12611,FL-135G-A6-44,25,express,0,16.01,135ggloss,bothsides,a6
20500,FL-400S-VG-40-[GL11],25,express,0,25.14,400gglosslaminatedbothsides,oneside,carrelarge
20186,FL-170H-A6-44,25,saver,4,28.46,170goffset,bothsides,a6
18684,FL-400S-XL-44-[GL11],25,express,0,32.19,400gglosslaminatedbothsides,bothsides,xlong
7279,FL-250S-US-40,25,express,0,19.47,250gsilk,oneside,us
15289,FL-170S-VK-44,25,express,0,17.41,170gsilk,bothsides,carresmall
19946,FL-340H-A4-44,25,saver,4,19.31,300goffset,bothsides,a4
19857,FL-170H-A4-44,25,express,0,37.52,170goffset,bothsides,a4
19856,FL-170H-A4-44,25,standard,2,30.5,170goffset,bothsides,a4
19855,FL-170H-A4-44,25,saver,4,27.52,170goffset,bothsides,a4
7497,FL-340H-US-44,25,express,0,24.83,300goffset,bothsides,us
10907,FL-350G-VG-44,25,saver,6,18.85,350ggloss,bothsides,carrelarge
10791,FL-170G-A6-40,25,express,0,16.54,170ggloss,oneside,a6
15351,FL-350G-VM-44,25,saver,6,16.09,350ggloss,bothsides,carremedium
7594,FL-170G-VK-44,25,saver,4,15.04,170ggloss,bothsides,carresmall
19947,FL-340H-A4-44,25,standard,2,23.91,300goffset,bothsides,a4
7595,FL-170G-VK-44,25,standard,2,15.83,170ggloss,bothsides,carresmall
19829,FL-350G-VK-44,25,standard,3,19.77,350ggloss,bothsides,carresmall
19828,FL-350G-VK-44,25,saver,6,14.99,350ggloss,bothsides,carresmall
7596,FL-170G-VK-44,25,express,0,17.41,170ggloss,bothsides,carresmall
7709,FL-400S-VM-40,25,saver,4,21.05,400gsilk,oneside,carremedium
7710,FL-400S-VM-40,25,standard,2,22.85,400gsilk,oneside,carremedium
7711,FL-400S-VM-40,25,express,0,25.26,400gsilk,oneside,carremedium
15352,FL-350G-VM-44,25,standard,3,20.69,350ggloss,bothsides,carremedium
15353,FL-350G-VM-44,25,express,2,25.29,350ggloss,bothsides,carremedium
16760,FL-140H-A4-40,25,standard,2,21.15,140goffset,oneside,a4
19830,FL-350G-VK-44,25,express,2,24.37,350ggloss,bothsides,carresmall
19948,FL-340H-A4-44,25,express,0,28.51,300goffset,bothsides,a4
7496,FL-340H-US-44,25,standard,2,20.23,300goffset,bothsides,us
7495,FL-340H-US-44,25,saver,4,15.63,300goffset,bothsides,us
20157,FL-170G-A4-40,25,express,0,17.57,170ggloss,oneside,a4
20156,FL-170G-A4-40,25,standard,2,15.98,170ggloss,oneside,a4
20155,FL-170G-A4-40,25,saver,4,15.18,170ggloss,oneside,a4
1224,FL-170G-VG-40,25,express,0,17.57,170ggloss,oneside,carrelarge
1223,FL-170G-VG-40,25,standard,2,15.23,170ggloss,oneside,carrelarge
1222,FL-170G-VG-40,25,saver,4,14.46,170ggloss,oneside,carrelarge
7420,FL-140H-VM-44,25,saver,4,15.91,140goffset,bothsides,carremedium
7421,FL-140H-VM-44,25,standard,2,20.69,140goffset,bothsides,carremedium
7422,FL-140H-VM-44,25,express,0,25.29,140goffset,bothsides,carremedium
10909,FL-350G-VG-44,25,express,2,28.05,350ggloss,bothsides,carrelarge
12596,FL-140H-US-40,25,express,0,23.91,140goffset,oneside,us
19992,FL-400S-VK-40-[ML11],25,express,0,37.98,400gmattlaminatedbothsides,oneside,carresmall
19991,FL-400S-VK-40-[ML11],25,standard,2,32.79,400gmattlaminatedbothsides,oneside,carresmall
19990,FL-400S-VK-40-[ML11],25,saver,4,31.16,400gmattlaminatedbothsides,oneside,carresmall
12595,FL-140H-US-40,25,standard,2,19.31,140goffset,oneside,us
2687,FL-135S-US-40,25,express,0,16.54,135gsilk,oneside,us
2686,FL-135S-US-40,25,standard,2,15.04,135gsilk,oneside,us
2685,FL-135S-US-40,25,saver,4,14.29,135gsilk,oneside,us
12594,FL-140H-US-40,25,saver,4,14.71,140goffset,oneside,us
16759,FL-140H-A4-40,25,saver,4,16.37,140goffset,oneside,a4
10908,FL-350G-VG-44,25,standard,3,23.45,350ggloss,bothsides,carrelarge
15288,FL-170S-VK-44,25,standard,2,15.83,170gsilk,bothsides,carresmall
18683,FL-400S-XL-44-[GL11],25,standard,2,27.59,400gglosslaminatedbothsides,bothsides,xlong
18682,FL-400S-XL-44-[GL11],25,saver,4,22.99,400gglosslaminatedbothsides,bothsides,xlong
15680,FL-170S-A6-40,25,express,0,16.54,170gsilk,oneside,a6
9793,FL-170S-AL-44,25,saver,4,14.53,170gsilk,bothsides,along
9794,FL-170S-AL-44,25,standard,2,19.31,170gsilk,bothsides,along
9795,FL-170S-AL-44,25,express,0,23.91,170gsilk,bothsides,along
9996,FL-400S-XL-40-[ML11],25,saver,4,22.07,400gmattlaminatedbothsides,oneside,xlong
9997,FL-400S-XL-40-[ML11],25,standard,2,26.67,400gmattlaminatedbothsides,oneside,xlong
17668,FL-170G-A7-44,25,express,0,15.46,170ggloss,bothsides,a7
17667,FL-170G-A7-44,25,standard,2,13.36,170ggloss,bothsides,a7
17666,FL-170G-A7-44,25,saver,4,12.69,170ggloss,bothsides,a7
9998,FL-400S-XL-40-[ML11],25,express,0,31.27,400gmattlaminatedbothsides,oneside,xlong
15914,FL-135S-XL-40,25,express,0,23.91,135gsilk,oneside,xlong
11884,FL-170S-VM-40,25,standard,2,14.95,170gsilk,oneside,carremedium
10600,FL-400S-A6-44-[ML11],25,standard,2,23.87,400gmattlaminatedbothsides,bothsides,a6
1191,FL-400S-US-44-[ML11],25,express,0,26.69,400gmattlaminatedbothsides,bothsides,us
1190,FL-400S-US-44-[ML11],25,standard,2,24.47,400gmattlaminatedbothsides,bothsides,us
17571,FL-250G-A6-44,25,express,0,24.0,250ggloss,bothsides,a6
17570,FL-250G-A6-44,25,standard,2,20.73,250ggloss,bothsides,a6
17569,FL-250G-A6-44,25,saver,4,19.7,250ggloss,bothsides,a6
1189,FL-400S-US-44-[ML11],25,saver,4,22.24,400gmattlaminatedbothsides,bothsides,us
10098,FL-170H-US-40,25,saver,4,23.89,170goffset,oneside,us
10099,FL-170H-US-40,25,standard,2,26.48,170goffset,oneside,us
11883,FL-170S-VM-40,25,saver,4,14.19,170gsilk,oneside,carremedium
15913,FL-135S-XL-40,25,standard,2,19.31,135gsilk,oneside,xlong
15912,FL-135S-XL-40,25,saver,4,14.53,135gsilk,oneside,xlong
9780,FL-400S-VM-44,25,express,0,26.22,400gsilk,bothsides,carremedium
2358,FL-170H-XL-40,25,saver,4,14.99,170goffset,oneside,xlong
9490,FL-400S-VM-44-[GL11],25,saver,4,23.23,400gglosslaminatedbothsides,bothsides,carremedium
9491,FL-400S-VM-44-[GL11],25,standard,2,25.56,400gglosslaminatedbothsides,bothsides,carremedium
9492,FL-400S-VM-44-[GL11],25,express,0,27.88,400gglosslaminatedbothsides,bothsides,carremedium
9572,FL-250S-A7-40,25,saver,4,14.56,250gsilk,oneside,a7
9573,FL-250S-A7-40,25,standard,2,16.02,250gsilk,oneside,a7
9574,FL-250S-A7-40,25,express,0,17.48,250gsilk,oneside,a7
15889,FL-400S-A4-40-[GL11],25,saver,4,21.03,400gglosslaminatedbothsides,oneside,a4
15890,FL-400S-A4-40-[GL11],25,standard,2,23.14,400gglosslaminatedbothsides,oneside,a4
15891,FL-400S-A4-40-[GL11],25,express,0,25.24,400gglosslaminatedbothsides,oneside,a4
2211,FL-170S-A5-40,25,express,0,16.54,170gsilk,oneside,a5
10601,FL-400S-A6-44-[ML11],25,express,0,26.04,400gmattlaminatedbothsides,bothsides,a6
17886,FL-140H-A6-40,25,express,0,23.91,140goffset,oneside,a6
17885,FL-140H-A6-40,25,standard,2,19.31,140goffset,oneside,a6
17884,FL-140H-A6-40,25,saver,4,14.53,140goffset,oneside,a6
17798,FL-250S-A7-44,25,express,0,17.78,250gsilk,bothsides,a7
17797,FL-250S-A7-44,25,standard,2,16.3,250gsilk,bothsides,a7
17796,FL-250S-A7-44,25,saver,4,14.81,250gsilk,bothsides,a7
11885,FL-170S-VM-40,25,express,0,16.54,170gsilk,oneside,carremedium
9778,FL-400S-VM-44,25,saver,4,21.85,400gsilk,bothsides,carremedium
9779,FL-400S-VM-44,25,standard,2,24.04,400gsilk,bothsides,carremedium
17456,FL-400S-A7-44-[ML11],25,express,0,23.61,400gmattlaminatedbothsides,bothsides,a7
17975,FL-340H-US-40,25,saver,4,14.99,300goffset,oneside,us
17455,FL-400S-A7-44-[ML11],25,standard,2,21.65,400gmattlaminatedbothsides,bothsides,a7
10100,FL-170H-US-40,25,express,0,33.89,170goffset,oneside,us
10406,FL-135S-A5-44,25,standard,2,15.83,135gsilk,bothsides,a5
17163,FL-250G-A4-40,25,express,0,21.12,250ggloss,oneside,a4
17162,FL-250G-A4-40,25,standard,2,18.24,250ggloss,oneside,a4
17161,FL-250G-A4-40,25,saver,4,17.32,250ggloss,oneside,a4
10407,FL-135S-A5-44,25,express,0,17.41,135gsilk,bothsides,a5
15961,FL-250G-VM-40,25,saver,4,15.99,250ggloss,oneside,carremedium
15962,FL-250G-VM-40,25,standard,2,16.82,250ggloss,oneside,carremedium
17088,FL-135S-US-44,25,express,0,18.25,135gsilk,bothsides,us
17087,FL-135S-US-44,25,standard,2,15.76,135gsilk,bothsides,us
10405,FL-135S-A5-44,25,saver,4,15.04,135gsilk,bothsides,a5
17086,FL-135S-US-44,25,saver,4,14.97,135gsilk,bothsides,us
10508,FL-250G-A5-40,25,saver,4,16.83,250ggloss,oneside,a5
10509,FL-250G-A5-40,25,standard,2,17.7,250ggloss,oneside,a5
17058,FL-350G-AL-44,25,express,2,24.37,350ggloss,bothsides,along
17057,FL-350G-AL-44,25,standard,3,19.77,350ggloss,bothsides,along
17056,FL-350G-AL-44,25,saver,6,14.99,350ggloss,bothsides,along
10510,FL-250G-A5-40,25,express,0,20.51,250ggloss,oneside,a5
11688,FL-400S-VK-44-[ML11],25,standard,2,36.28,400gmattlaminatedbothsides,bothsides,carresmall
11687,FL-400S-VK-44-[ML11],25,saver,4,34.55,400gmattlaminatedbothsides,bothsides,carresmall
1337,FL-135G-A6-40,25,saver,4,13.19,135ggloss,oneside,a6
15963,FL-250G-VM-40,25,express,0,19.48,250ggloss,oneside,carremedium
11689,FL-400S-VK-44-[ML11],25,express,0,38.01,400gmattlaminatedbothsides,bothsides,carresmall
11778,FL-170G-XL-44,25,saver,4,15.45,170ggloss,bothsides,xlong
11779,FL-170G-XL-44,25,standard,2,20.23,170ggloss,bothsides,xlong
10120,FL-170S-A7-40,25,saver,4,11.49,170gsilk,oneside,a7
10121,FL-170S-A7-40,25,standard,2,12.12,170gsilk,oneside,a7
17441,FL-400S-A6-40-[GL11],25,express,0,25.28,400gglosslaminatedbothsides,oneside,a6
17440,FL-400S-A6-40-[GL11],25,standard,2,23.17,400gglosslaminatedbothsides,oneside,a6
17439,FL-400S-A6-40-[GL11],25,saver,4,21.07,400gglosslaminatedbothsides,oneside,a6
10122,FL-170S-A7-40,25,express,0,14.02,170gsilk,oneside,a7
10599,FL-400S-A6-44-[ML11],25,saver,4,21.7,400gmattlaminatedbothsides,bothsides,a6
2034,FL-400S-A7-40-[GL11],25,saver,4,19.36,400gglosslaminatedbothsides,oneside,a7
11780,FL-170G-XL-44,25,express,0,24.83,170ggloss,bothsides,xlong
10310,FL-135G-VM-44,25,saver,4,14.57,135ggloss,bothsides,carremedium
10311,FL-135G-VM-44,25,standard,2,15.34,135ggloss,bothsides,carremedium
17275,FL-140H-VG-40,25,express,0,25.75,140goffset,oneside,carrelarge
17274,FL-140H-VG-40,25,standard,2,21.15,140goffset,oneside,carrelarge
17273,FL-140H-VG-40,25,saver,4,16.37,140goffset,oneside,carrelarge
10312,FL-135G-VM-44,25,express,0,17.77,135ggloss,bothsides,carremedium
2254,FL-400S-A4-44,25,express,0,24.4,400gsilk,bothsides,a4
2253,FL-400S-A4-44,25,standard,2,22.36,400gsilk,bothsides,a4
2252,FL-400S-A4-44,25,saver,4,20.33,400gsilk,bothsides,a4
15949,FL-340H-VM-40,25,saver,4,15.91,300goffset,oneside,carremedium
15950,FL-340H-VM-40,25,standard,2,20.69,300goffset,oneside,carremedium
15951,FL-340H-VM-40,25,express,0,25.29,300goffset,oneside,carremedium
17454,FL-400S-A7-44-[ML11],25,saver,4,19.68,400gmattlaminatedbothsides,bothsides,a7
12720,FL-135G-A5-44,25,express,0,17.76,135ggloss,bothsides,a5
17976,FL-340H-US-40,25,standard,2,19.77,300goffset,oneside,us
18080,FL-170G-XL-40,25,saver,4,14.71,170ggloss,oneside,xlong
8784,FL-170G-VM-40,25,standard,2,14.95,170ggloss,oneside,carremedium
8785,FL-170G-VM-40,25,express,0,16.54,170ggloss,oneside,carremedium
8959,FL-400S-VG-40-[ML11],25,saver,4,20.95,400gmattlaminatedbothsides,oneside,carrelarge
8960,FL-400S-VG-40-[ML11],25,standard,2,23.04,400gmattlaminatedbothsides,oneside,carrelarge
8961,FL-400S-VG-40-[ML11],25,express,0,25.14,400gmattlaminatedbothsides,oneside,carrelarge
12230,FL-170S-A4-44,25,standard,2,16.82,170gsilk,bothsides,a4
12229,FL-170S-A4-44,25,saver,4,15.98,170gsilk,bothsides,a4
18402,FL-250S-A6-44,25,express,0,18.88,250gsilk,bothsides,a6
18401,FL-250S-A6-44,25,standard,2,17.3,250gsilk,bothsides,a6
8783,FL-170G-VM-40,25,saver,4,14.19,170ggloss,oneside,carremedium
18400,FL-250S-A6-44,25,saver,4,15.73,250gsilk,bothsides,a6
16818,FL-170H-A5-40,25,standard,2,27.19,170goffset,oneside,a5
1430,FL-250G-US-40,25,express,0,19.92,250ggloss,oneside,us
1429,FL-250G-US-40,25,standard,2,17.2,250ggloss,oneside,us
9049,FL-170G-A7-40,25,saver,4,11.49,170ggloss,oneside,a7
9050,FL-170G-A7-40,25,standard,2,12.12,170ggloss,oneside,a7
18375,FL-340H-VK-40,25,express,0,23.91,300goffset,oneside,carresmall
18374,FL-340H-VK-40,25,standard,2,19.31,300goffset,oneside,carresmall
18373,FL-340H-VK-40,25,saver,4,14.71,300goffset,oneside,carresmall
9051,FL-170G-A7-40,25,express,0,14.02,170ggloss,oneside,a7
16817,FL-170H-A5-40,25,saver,4,24.54,170goffset,oneside,a5
933,FL-170H-US-44,25,express,0,34.28,170goffset,bothsides,us
932,FL-170H-US-44,25,standard,2,26.89,170goffset,bothsides,us
931,FL-170H-US-44,25,saver,4,24.28,170goffset,bothsides,us
8614,FL-350G-VK-40,25,saver,6,14.25,350ggloss,oneside,carresmall
8615,FL-350G-VK-40,25,standard,3,18.85,350ggloss,oneside,carresmall
18672,FL-400S-A5-44-[GL11],25,express,0,29.58,400gglosslaminatedbothsides,bothsides,a5
18671,FL-400S-A5-44-[GL11],25,standard,2,28.1,400gglosslaminatedbothsides,bothsides,a5
18670,FL-400S-A5-44-[GL11],25,saver,4,26.7,400gglosslaminatedbothsides,bothsides,a5
8616,FL-350G-VK-40,25,express,2,23.45,350ggloss,oneside,carresmall
16154,FL-170H-XL-44,25,saver,4,15.91,170goffset,bothsides,xlong
10763,FL-170H-VK-44,25,express,0,23.91,170goffset,bothsides,carresmall
1934,FL-250G-AL-44,25,saver,4,14.71,250ggloss,bothsides,along
1935,FL-250G-AL-44,25,standard,2,19.31,250ggloss,bothsides,along
1936,FL-250G-AL-44,25,express,0,23.91,250ggloss,bothsides,along
12231,FL-170S-A4-44,25,express,0,18.5,170gsilk,bothsides,a4
8659,FL-400S-US-40-[ML11],25,saver,4,21.42,400gmattlaminatedbothsides,oneside,us
8660,FL-400S-US-40-[ML11],25,standard,2,23.56,400gmattlaminatedbothsides,oneside,us
18548,FL-340H-A7-40,25,express,0,23.45,300goffset,oneside,a7
18547,FL-340H-A7-40,25,standard,2,18.85,300goffset,oneside,a7
18546,FL-340H-A7-40,25,saver,4,14.25,300goffset,oneside,a7
8661,FL-400S-US-40-[ML11],25,express,0,25.71,400gmattlaminatedbothsides,oneside,us
15711,FL-340H-XL-40,25,saver,4,15.91,300goffset,oneside,xlong
15712,FL-340H-XL-40,25,standard,2,20.69,300goffset,oneside,xlong
15713,FL-340H-XL-40,25,express,0,25.29,300goffset,oneside,xlong
1428,FL-250G-US-40,25,saver,4,16.34,250ggloss,oneside,us
17977,FL-340H-US-40,25,express,0,24.37,300goffset,oneside,us
16819,FL-170H-A5-40,25,express,0,34.54,170goffset,oneside,a5
18353,FL-340H-VM-44,25,standard,2,21.15,300goffset,bothsides,carremedium
