,sku,quantity,servicelevel,productiondays,price,@material,@printing,@size
8608,FL-135G-AL-44,250,saver,4,22.53,135ggloss,bothsides,along
8626,FL-350G-VK-40,250,saver,6,22.99,350ggloss,oneside,carresmall
8627,FL-350G-VK-40,250,standard,3,27.59,350ggloss,oneside,carresmall
8628,FL-350G-VK-40,250,express,2,32.19,350ggloss,oneside,carresmall
23307,FL-140H-VM-40,250,saver,4,27.13,140goffset,oneside,carremedium
23308,FL-140H-VM-40,250,standard,2,31.73,140goffset,oneside,carremedium
8667,FL-400S-US-40-[ML11],250,express,0,43.57,400gmattlaminatedbothsides,oneside,us
8666,FL-400S-US-40-[ML11],250,standard,2,39.94,400gmattlaminatedbothsides,oneside,us
8665,FL-400S-US-40-[ML11],250,saver,4,36.31,400gmattlaminatedbothsides,oneside,us
5472,FL-170G-VG-44,250,express,0,43.55,170ggloss,bothsides,carrelarge
23309,FL-140H-VM-40,250,express,0,36.33,140goffset,oneside,carremedium
4705,FL-250G-A4-44,250,saver,4,45.2,250ggloss,bothsides,a4
20497,FL-400S-VG-40-[GL11],250,express,0,73.54,400gglosslaminatedbothsides,oneside,carrelarge
12375,FL-250G-VK-44,250,express,0,45.44,250ggloss,bothsides,carresmall
20496,FL-400S-VG-40-[GL11],250,standard,2,67.41,400gglosslaminatedbothsides,oneside,carrelarge
20495,FL-400S-VG-40-[GL11],250,saver,4,61.28,400gglosslaminatedbothsides,oneside,carrelarge
12374,FL-250G-VK-44,250,standard,2,39.24,250ggloss,bothsides,carresmall
22448,FL-400S-AL-40,250,express,0,31.27,400gsilk,oneside,along
12373,FL-250G-VK-44,250,saver,4,33.35,250ggloss,bothsides,carresmall
22355,FL-170G-A5-40,250,saver,4,24.54,170ggloss,oneside,a5
7484,FL-340H-US-44,250,standard,2,36.79,300goffset,bothsides,us
14823,FL-250S-VK-44,250,express,0,45.44,250gsilk,bothsides,carresmall
10933,FL-170H-VM-44,250,standard,2,39.55,170goffset,bothsides,carremedium
10604,FL-400S-A6-44-[ML11],250,express,0,43.93,400gmattlaminatedbothsides,bothsides,a6
2774,FL-250G-AL-40,250,express,0,29.89,250ggloss,oneside,along
21748,FL-350G-A6-44,250,express,2,36.33,350ggloss,bothsides,a6
162,FL-340H-AL-40,250,express,0,33.57,300goffset,oneside,along
161,FL-340H-AL-40,250,standard,2,28.97,300goffset,oneside,along
6425,FL-135G-VK-44,250,standard,2,17.32,135ggloss,bothsides,carresmall
21747,FL-350G-A6-44,250,standard,3,31.73,350ggloss,bothsides,a6
2773,FL-250G-AL-40,250,standard,2,25.29,250ggloss,oneside,along
21746,FL-350G-A6-44,250,saver,6,27.13,350ggloss,bothsides,a6
10603,FL-400S-A6-44-[ML11],250,standard,2,40.27,400gmattlaminatedbothsides,bothsides,a6
23657,FL-350G-VM-40,250,saver,6,33.11,350ggloss,oneside,carremedium
19593,FL-400S-A7-44,250,express,0,28.91,400gsilk,bothsides,a7
19592,FL-400S-A7-44,250,standard,2,26.5,400gsilk,bothsides,a7
15719,FL-340H-XL-40,250,express,0,43.69,300goffset,oneside,xlong
15718,FL-340H-XL-40,250,standard,2,39.09,300goffset,oneside,xlong
6321,FL-170S-XL-40,250,saver,4,25.29,170gsilk,oneside,xlong
6426,FL-135G-VK-44,250,express,0,19.05,135ggloss,bothsides,carresmall
2772,FL-250G-AL-40,250,saver,4,20.69,250ggloss,oneside,along
5052,FL-170H-AL-44,250,saver,4,24.83,170goffset,bothsides,along
5053,FL-170H-AL-44,250,standard,2,29.43,170goffset,bothsides,along
22205,FL-350G-VG-40,250,standard,3,55.19,350ggloss,oneside,carrelarge
6323,FL-170S-XL-40,250,express,0,34.49,170gsilk,oneside,xlong
6322,FL-170S-XL-40,250,standard,2,29.89,170gsilk,oneside,xlong
6707,FL-400S-VK-40,250,express,0,41.27,400gsilk,oneside,carresmall
6706,FL-400S-VK-40,250,standard,2,35.63,400gsilk,oneside,carresmall
6705,FL-400S-VK-40,250,saver,4,33.85,400gsilk,oneside,carresmall
2756,FL-135S-US-40,250,express,0,19.65,135gsilk,oneside,us
22204,FL-350G-VG-40,250,saver,6,50.59,350ggloss,oneside,carrelarge
16439,FL-250G-A7-40,250,standard,2,16.16,250ggloss,oneside,a7
16440,FL-250G-A7-40,250,express,0,18.72,250ggloss,oneside,a7
6424,FL-135G-VK-44,250,saver,4,16.44,135ggloss,bothsides,carresmall
2755,FL-135S-US-40,250,standard,2,17.86,135gsilk,oneside,us
2754,FL-135S-US-40,250,saver,4,16.97,135gsilk,oneside,us
741,FL-250G-US-44,250,saver,4,29.17,250ggloss,bothsides,us
742,FL-250G-US-44,250,standard,2,30.97,250ggloss,bothsides,us
743,FL-250G-US-44,250,express,0,35.86,250ggloss,bothsides,us
5054,FL-170H-AL-44,250,express,0,34.03,170goffset,bothsides,along
6677,FL-140H-VK-40,250,express,0,29.89,140goffset,oneside,carresmall
6676,FL-140H-VK-40,250,standard,2,25.29,140goffset,oneside,carresmall
15717,FL-340H-XL-40,250,saver,4,34.49,300goffset,oneside,xlong
19591,FL-400S-A7-44,250,saver,4,24.09,400gsilk,bothsides,a7
7123,FL-170S-VG-44,250,saver,4,36.45,170gsilk,bothsides,carrelarge
19843,FL-170H-A4-44,250,saver,4,56.97,170goffset,bothsides,a4
16196,FL-135S-AL-44,250,express,0,31.73,135gsilk,bothsides,along
16195,FL-135S-AL-44,250,standard,2,27.13,135gsilk,bothsides,along
16194,FL-135S-AL-44,250,saver,4,22.53,135gsilk,bothsides,along
19844,FL-170H-A4-44,250,standard,2,63.14,170goffset,bothsides,a4
15692,FL-170S-A6-40,250,express,0,19.65,170gsilk,oneside,a6
19845,FL-170H-A4-44,250,express,0,66.97,170goffset,bothsides,a4
22767,FL-400S-XL-40,250,saver,4,29.89,400gsilk,oneside,xlong
15965,FL-250G-VM-40,250,standard,2,27.59,250ggloss,oneside,carremedium
15966,FL-250G-VM-40,250,express,0,31.95,250ggloss,oneside,carremedium
6177,FL-250S-US-44,250,express,0,31.55,250gsilk,bothsides,us
22898,FL-340H-A4-40,250,express,0,61.63,300goffset,oneside,a4
3538,FL-140H-AL-40,250,express,0,29.89,140goffset,oneside,along
11333,FL-170H-A5-44,250,saver,4,35.67,170goffset,bothsides,a5
3537,FL-140H-AL-40,250,standard,2,25.29,140goffset,oneside,along
3536,FL-140H-AL-40,250,saver,4,20.69,140goffset,oneside,along
7124,FL-170S-VG-44,250,standard,2,39.59,170gsilk,bothsides,carrelarge
322,FL-135G-A4-44,250,express,0,32.66,135ggloss,bothsides,a4
1318,FL-135G-A6-40,250,express,0,18.1,135ggloss,oneside,a6
1317,FL-135G-A6-40,250,standard,2,16.45,135ggloss,oneside,a6
10602,FL-400S-A6-44-[ML11],250,saver,4,36.61,400gmattlaminatedbothsides,bothsides,a6
23614,FL-250S-AL-44,250,express,0,33.57,250gsilk,bothsides,along
23613,FL-250S-AL-44,250,standard,2,28.97,250gsilk,bothsides,along
6902,FL-250S-XL-40,250,saver,4,27.13,250gsilk,oneside,xlong
15964,FL-250G-VM-40,250,saver,4,25.59,250ggloss,oneside,carremedium
6903,FL-250S-XL-40,250,standard,2,31.73,250gsilk,oneside,xlong
6904,FL-250S-XL-40,250,express,0,36.33,250gsilk,oneside,xlong
22896,FL-340H-A4-40,250,saver,4,52.43,300goffset,oneside,a4
22897,FL-340H-A4-40,250,standard,2,57.03,300goffset,oneside,a4
1440,FL-250G-US-40,250,saver,4,25.16,250ggloss,oneside,us
7384,FL-250S-US-40,250,saver,4,25.16,250gsilk,oneside,us
7385,FL-250S-US-40,250,standard,2,27.13,250gsilk,oneside,us
1316,FL-135G-A6-40,250,saver,4,15.63,135ggloss,oneside,a6
13,FL-340H-AL-44,250,standard,2,32.65,300goffset,bothsides,along
7386,FL-250S-US-40,250,express,0,30.34,250gsilk,oneside,us
14,FL-340H-AL-44,250,express,0,37.25,300goffset,bothsides,along
6675,FL-140H-VK-40,250,saver,4,20.69,140goffset,oneside,carresmall
17079,FL-135S-US-44,250,express,0,27.57,135gsilk,bothsides,us
321,FL-135G-A4-44,250,standard,2,29.69,135ggloss,bothsides,a4
17013,FL-400S-A6-40,250,express,0,35.09,400gsilk,oneside,a6
17012,FL-400S-A6-40,250,standard,2,30.29,400gsilk,oneside,a6
17077,FL-135S-US-44,250,saver,4,22.98,135gsilk,bothsides,us
19824,FL-350G-VK-44,250,express,2,36.33,350ggloss,bothsides,carresmall
11170,FL-170H-VG-44,250,saver,4,54.27,170goffset,bothsides,carrelarge
11171,FL-170H-VG-44,250,standard,2,58.87,170goffset,bothsides,carrelarge
5261,FL-135G-AL-40,250,saver,4,18.85,135ggloss,oneside,along
5262,FL-135G-AL-40,250,standard,2,23.45,135ggloss,oneside,along
5263,FL-135G-AL-40,250,express,0,28.05,135ggloss,oneside,along
16317,FL-170H-A7-40,250,express,0,34.74,170goffset,oneside,a7
16316,FL-170H-A7-40,250,standard,2,27.42,170goffset,oneside,a7
11172,FL-170H-VG-44,250,express,0,63.47,170goffset,bothsides,carrelarge
16315,FL-170H-A7-40,250,saver,4,24.74,170goffset,oneside,a7
15937,FL-340H-VM-40,250,saver,4,34.49,300goffset,oneside,carremedium
15876,FL-400S-A4-40-[GL11],250,express,0,77.54,400gglosslaminatedbothsides,oneside,a4
15875,FL-400S-A4-40-[GL11],250,standard,2,71.08,400gglosslaminatedbothsides,oneside,a4
15938,FL-340H-VM-40,250,standard,2,39.09,300goffset,oneside,carremedium
22206,FL-350G-VG-40,250,express,2,59.79,350ggloss,oneside,carrelarge
15939,FL-340H-VM-40,250,express,0,43.69,300goffset,oneside,carremedium
16917,FL-170H-A5-40,250,saver,4,33.53,170goffset,oneside,a5
15874,FL-400S-A4-40-[GL11],250,saver,4,64.62,400gglosslaminatedbothsides,oneside,a4
15894,FL-135S-XL-40,250,saver,4,24.37,135gsilk,oneside,xlong
16918,FL-170H-A5-40,250,standard,2,37.15,170goffset,oneside,a5
17078,FL-135S-US-44,250,standard,2,24.88,135gsilk,bothsides,us
11151,FL-250S-VK-40,250,express,0,29.89,250gsilk,oneside,carresmall
11150,FL-250S-VK-40,250,standard,2,25.29,250gsilk,oneside,carresmall
16345,FL-350G-A7-44,250,saver,6,22.53,350ggloss,bothsides,a7
16346,FL-350G-A7-44,250,standard,3,27.13,350ggloss,bothsides,a7
11149,FL-250S-VK-40,250,saver,4,20.69,250gsilk,oneside,carresmall
16347,FL-350G-A7-44,250,express,2,31.73,350ggloss,bothsides,a7
19822,FL-350G-VK-44,250,saver,6,27.13,350ggloss,bothsides,carresmall
19823,FL-350G-VK-44,250,standard,3,31.73,350ggloss,bothsides,carresmall
2234,FL-170S-A5-40,250,saver,4,24.54,170gsilk,oneside,a5
2235,FL-170S-A5-40,250,standard,2,27.19,170gsilk,oneside,a5
7199,FL-170G-VM-44,250,saver,4,24.66,170ggloss,bothsides,carremedium
7200,FL-170G-VM-44,250,standard,2,25.94,170ggloss,bothsides,carremedium
7201,FL-170G-VM-44,250,express,0,30.06,170ggloss,bothsides,carremedium
2236,FL-170S-A5-40,250,express,0,29.94,170gsilk,oneside,a5
15896,FL-135S-XL-40,250,express,0,33.57,135gsilk,oneside,xlong
16919,FL-170H-A5-40,250,express,0,43.53,170goffset,oneside,a5
15895,FL-135S-XL-40,250,standard,2,28.97,135gsilk,oneside,xlong
16535,FL-135G-VK-40,250,saver,4,15.63,135ggloss,oneside,carresmall
19776,FL-170S-VK-40,250,saver,4,16.97,170gsilk,oneside,carresmall
21784,FL-340H-VG-44,250,express,0,75.43,300goffset,bothsides,carrelarge
7156,FL-350G-AL-40,250,saver,6,22.99,350ggloss,oneside,along
320,FL-135G-A4-44,250,saver,4,26.78,135ggloss,bothsides,a4
10408,FL-135S-A5-44,250,saver,4,23.5,135gsilk,bothsides,a5
3596,FL-135S-A4-44,250,saver,4,28.21,135gsilk,bothsides,a4
15764,FL-350G-A4-44,250,express,2,75.43,350ggloss,bothsides,a4
21814,FL-400S-VG-44-[ML11],250,express,0,84.51,400gmattlaminatedbothsides,bothsides,carrelarge
10897,FL-350G-VG-44,250,express,2,75.43,350ggloss,bothsides,carrelarge
10896,FL-350G-VG-44,250,standard,3,70.83,350ggloss,bothsides,carrelarge
15763,FL-350G-A4-44,250,standard,3,70.83,350ggloss,bothsides,a4
19777,FL-170S-VK-40,250,standard,2,17.86,170gsilk,oneside,carresmall
15762,FL-350G-A4-44,250,saver,6,66.23,350ggloss,bothsides,a4
19778,FL-170S-VK-40,250,express,0,19.65,170gsilk,oneside,carresmall
3597,FL-135S-A4-44,250,standard,2,29.69,135gsilk,bothsides,a4
16438,FL-250G-A7-40,250,saver,4,15.27,250ggloss,oneside,a7
10895,FL-350G-VG-44,250,saver,6,66.23,350ggloss,bothsides,carrelarge
3598,FL-135S-A4-44,250,express,0,32.66,135gsilk,bothsides,a4
17011,FL-400S-A6-40,250,saver,4,28.79,400gsilk,oneside,a6
7157,FL-350G-AL-40,250,standard,3,27.59,350ggloss,oneside,along
3393,FL-400S-A4-40,250,express,0,63.82,400gsilk,oneside,a4
7158,FL-350G-AL-40,250,express,2,32.19,350ggloss,oneside,along
21813,FL-400S-VG-44-[ML11],250,standard,2,77.47,400gmattlaminatedbothsides,bothsides,carrelarge
21783,FL-340H-VG-44,250,standard,2,70.83,300goffset,bothsides,carrelarge
3392,FL-400S-A4-40,250,standard,2,58.5,400gsilk,oneside,a4
3391,FL-400S-A4-40,250,saver,4,53.18,400gsilk,oneside,a4
10934,FL-170H-VM-44,250,express,0,44.15,170goffset,bothsides,carremedium
16411,FL-140H-VK-44,250,saver,4,24.37,140goffset,bothsides,carresmall
21782,FL-340H-VG-44,250,saver,4,66.23,300goffset,bothsides,carrelarge
16412,FL-140H-VK-44,250,standard,2,28.97,140goffset,bothsides,carresmall
16413,FL-140H-VK-44,250,express,0,33.57,140goffset,bothsides,carresmall
22015,FL-250S-A4-44,250,express,0,54.86,250gsilk,bothsides,a4
22014,FL-250S-A4-44,250,standard,2,47.57,250gsilk,bothsides,a4
22013,FL-250S-A4-44,250,saver,4,45.2,250gsilk,bothsides,a4
22046,FL-340H-A5-40,250,saver,4,34.49,300goffset,oneside,a5
10410,FL-135S-A5-44,250,express,0,27.22,135gsilk,bothsides,a5
22047,FL-340H-A5-40,250,standard,2,39.09,300goffset,oneside,a5
10409,FL-135S-A5-44,250,standard,2,24.74,135gsilk,bothsides,a5
21812,FL-400S-VG-44-[ML11],250,saver,4,70.42,400gmattlaminatedbothsides,bothsides,carrelarge
22048,FL-340H-A5-40,250,express,0,43.69,300goffset,oneside,a5
10932,FL-170H-VM-44,250,saver,4,34.95,170goffset,bothsides,carremedium
11334,FL-170H-A5-44,250,standard,2,39.53,170goffset,bothsides,a5
7125,FL-170S-VG-44,250,express,0,43.55,170gsilk,bothsides,carrelarge
22076,FL-350G-A5-44,250,standard,3,45.53,350ggloss,bothsides,a5
23664,FL-340H-XL-44,250,standard,2,45.99,300goffset,bothsides,xlong
1193,FL-400S-US-44-[ML11],250,standard,2,41.36,400gmattlaminatedbothsides,bothsides,us
23665,FL-340H-XL-44,250,express,0,50.59,300goffset,bothsides,xlong
17050,FL-350G-AL-44,250,saver,6,27.13,350ggloss,bothsides,along
160,FL-340H-AL-40,250,saver,4,24.37,300goffset,oneside,along
10330,FL-135G-VM-44,250,express,0,27.22,135ggloss,bothsides,carremedium
17051,FL-350G-AL-44,250,standard,3,31.73,350ggloss,bothsides,along
17052,FL-350G-AL-44,250,express,2,36.33,350ggloss,bothsides,along
7022,FL-400S-VM-40-[ML11],250,express,0,49.61,400gmattlaminatedbothsides,oneside,carremedium
6614,FL-170G-US-44,250,saver,4,18.8,170ggloss,bothsides,us
6615,FL-170G-US-44,250,standard,2,19.79,170ggloss,bothsides,us
21726,FL-135G-A7-40,250,standard,2,13.95,135ggloss,oneside,a7
21727,FL-135G-A7-40,250,express,0,16.15,135ggloss,oneside,a7
6616,FL-170G-US-44,250,express,0,21.77,170ggloss,bothsides,us
15595,FL-140H-AL-44,250,express,0,33.57,140goffset,bothsides,along
16160,FL-170H-XL-44,250,saver,4,34.95,170goffset,bothsides,xlong
15594,FL-140H-AL-44,250,standard,2,28.97,140goffset,bothsides,along
1211,FL-170G-VG-40,250,standard,2,32.59,170ggloss,oneside,carrelarge
1212,FL-170G-VG-40,250,express,0,37.74,170ggloss,oneside,carrelarge
16741,FL-250G-XL-40,250,saver,4,27.13,250ggloss,oneside,xlong
11479,FL-170S-A4-40,250,saver,4,32.6,170gsilk,oneside,a4
10328,FL-135G-VM-44,250,saver,4,23.5,135ggloss,bothsides,carremedium
3349,FL-400S-VG-44,250,saver,4,54.99,400gsilk,bothsides,carrelarge
281,FL-250S-VG-44,250,saver,4,38.55,250gsilk,bothsides,carrelarge
16161,FL-170H-XL-44,250,standard,2,39.55,170goffset,bothsides,xlong
22769,FL-400S-XL-40,250,express,0,39.09,400gsilk,oneside,xlong
22121,FL-140H-XL-40,250,standard,2,31.73,140goffset,oneside,xlong
22120,FL-140H-XL-40,250,saver,4,27.13,140goffset,oneside,xlong
7020,FL-400S-VM-40-[ML11],250,saver,4,41.34,400gmattlaminatedbothsides,oneside,carremedium
7021,FL-400S-VM-40-[ML11],250,standard,2,45.47,400gmattlaminatedbothsides,oneside,carremedium
10329,FL-135G-VM-44,250,standard,2,24.74,135ggloss,bothsides,carremedium
16742,FL-250G-XL-40,250,standard,2,31.73,250ggloss,oneside,xlong
5286,FL-135G-XL-40,250,saver,4,24.37,135ggloss,oneside,xlong
22113,FL-340H-VG-40,250,express,0,61.63,300goffset,oneside,carrelarge
17166,FL-250G-A4-40,250,express,0,44.88,250ggloss,oneside,a4
16749,FL-140H-A4-40,250,express,0,50.59,140goffset,oneside,a4
16748,FL-140H-A4-40,250,standard,2,45.53,140goffset,oneside,a4
10749,FL-170H-VK-44,250,saver,4,22.53,170goffset,bothsides,carresmall
16747,FL-140H-A4-40,250,saver,4,40.93,140goffset,oneside,a4
10777,FL-170G-A6-40,250,saver,4,16.97,170ggloss,oneside,a6
10778,FL-170G-A6-40,250,standard,2,17.86,170ggloss,oneside,a6
10779,FL-170G-A6-40,250,express,0,19.65,170ggloss,oneside,a6
5087,FL-250G-A5-44,250,standard,2,33.17,250ggloss,bothsides,a5
5088,FL-250G-A5-44,250,express,0,38.4,250ggloss,bothsides,a5
10750,FL-170H-VK-44,250,standard,2,27.13,170goffset,bothsides,carresmall
10751,FL-170H-VK-44,250,express,0,34.03,170goffset,bothsides,carresmall
5086,FL-250G-A5-44,250,saver,4,31.22,250ggloss,bothsides,a5
11032,FL-135S-XL-44,250,express,0,40.47,135gsilk,bothsides,xlong
23659,FL-350G-VM-40,250,express,2,42.31,350ggloss,oneside,carremedium
17164,FL-250G-A4-40,250,saver,4,36.82,250ggloss,oneside,a4
23658,FL-350G-VM-40,250,standard,3,37.71,350ggloss,oneside,carremedium
23612,FL-250S-AL-44,250,saver,4,24.37,250gsilk,bothsides,along
10523,FL-250G-A5-40,250,saver,4,26.94,250ggloss,oneside,a5
22112,FL-340H-VG-40,250,standard,2,57.03,300goffset,oneside,carrelarge
10524,FL-250G-A5-40,250,standard,2,29.04,250ggloss,oneside,a5
10525,FL-250G-A5-40,250,express,0,33.63,250ggloss,oneside,a5
17165,FL-250G-A4-40,250,standard,2,38.76,250ggloss,oneside,a4
22111,FL-340H-VG-40,250,saver,4,52.43,300goffset,oneside,carrelarge
283,FL-250S-VG-44,250,express,0,46.26,250gsilk,bothsides,carrelarge
23663,FL-340H-XL-44,250,saver,4,41.39,300goffset,bothsides,xlong
21725,FL-135G-A7-40,250,saver,4,13.25,135ggloss,oneside,a7
16743,FL-250G-XL-40,250,express,0,36.33,250ggloss,oneside,xlong
6176,FL-250S-US-44,250,standard,2,28.92,250gsilk,bothsides,us
22077,FL-350G-A5-44,250,express,2,50.59,350ggloss,bothsides,a5
1192,FL-400S-US-44-[ML11],250,saver,4,37.6,400gmattlaminatedbothsides,bothsides,us
282,FL-250S-VG-44,250,standard,2,42.41,250gsilk,bothsides,carrelarge
22075,FL-350G-A5-44,250,saver,6,40.93,350ggloss,bothsides,a5
5287,FL-135G-XL-40,250,standard,2,28.97,135ggloss,oneside,xlong
12,FL-340H-AL-44,250,saver,4,28.05,300goffset,bothsides,along
1442,FL-250G-US-40,250,express,0,31.41,250ggloss,oneside,us
16537,FL-135G-VK-40,250,express,0,18.1,135ggloss,oneside,carresmall
7408,FL-140H-VM-44,250,saver,4,34.49,140goffset,bothsides,carremedium
20004,FL-400S-VK-40-[ML11],250,express,0,66.89,400gmattlaminatedbothsides,oneside,carresmall
20003,FL-400S-VK-40-[ML11],250,standard,2,57.78,400gmattlaminatedbothsides,oneside,carresmall
7409,FL-140H-VM-44,250,standard,2,39.09,140goffset,bothsides,carremedium
3655,FL-250G-A6-40,250,standard,2,30.31,250ggloss,oneside,a6
1194,FL-400S-US-44-[ML11],250,express,0,45.12,400gmattlaminatedbothsides,bothsides,us
1441,FL-250G-US-40,250,standard,2,27.13,250ggloss,oneside,us
7483,FL-340H-US-44,250,saver,4,32.19,300goffset,bothsides,us
3351,FL-400S-VG-44,250,express,0,73.89,400gsilk,bothsides,carrelarge
19961,FL-340H-A4-44,250,saver,4,66.23,300goffset,bothsides,a4
15690,FL-170S-A6-40,250,saver,4,16.97,170gsilk,oneside,a6
19962,FL-340H-A4-44,250,standard,2,70.83,300goffset,bothsides,a4
3656,FL-250G-A6-40,250,express,0,35.1,250ggloss,oneside,a6
7410,FL-140H-VM-44,250,express,0,43.69,140goffset,bothsides,carremedium
15593,FL-140H-AL-44,250,saver,4,24.37,140goffset,bothsides,along
11335,FL-170H-A5-44,250,express,0,45.67,170goffset,bothsides,a5
23752,FL-140H-US-44,250,express,0,36.79,140goffset,bothsides,us
20002,FL-400S-VK-40-[ML11],250,saver,4,54.9,400gmattlaminatedbothsides,oneside,carresmall
15691,FL-170S-A6-40,250,standard,2,17.86,170gsilk,oneside,a6
6175,FL-250S-US-44,250,saver,4,26.29,250gsilk,bothsides,us
5288,FL-135G-XL-40,250,express,0,33.57,135ggloss,oneside,xlong
16162,FL-170H-XL-44,250,express,0,44.15,170goffset,bothsides,xlong
23750,FL-140H-US-44,250,saver,4,27.59,140goffset,bothsides,us
22122,FL-140H-XL-40,250,express,0,36.33,140goffset,oneside,xlong
11030,FL-135S-XL-44,250,saver,4,31.27,135gsilk,bothsides,xlong
1210,FL-170G-VG-40,250,saver,4,30.97,170ggloss,oneside,carrelarge
11031,FL-135S-XL-44,250,standard,2,35.87,135gsilk,bothsides,xlong
3350,FL-400S-VG-44,250,standard,2,64.7,400gsilk,bothsides,carrelarge
3654,FL-250G-A6-40,250,saver,4,25.76,250ggloss,oneside,a6
16536,FL-135G-VK-40,250,standard,2,16.45,135ggloss,oneside,carresmall
19963,FL-340H-A4-44,250,express,0,75.43,300goffset,bothsides,a4
6168,FL-400S-VG-44-[GL11],250,express,0,84.51,400gglosslaminatedbothsides,bothsides,carrelarge
6166,FL-400S-VG-44-[GL11],250,saver,4,70.42,400gglosslaminatedbothsides,bothsides,carrelarge
23751,FL-140H-US-44,250,standard,2,32.19,140goffset,bothsides,us
6167,FL-400S-VG-44-[GL11],250,standard,2,77.47,400gglosslaminatedbothsides,bothsides,carrelarge
22768,FL-400S-XL-40,250,standard,2,34.49,400gsilk,oneside,xlong
1939,FL-250G-AL-44,500,express,0,37.71,250ggloss,bothsides,along
16305,FL-170H-A7-40,500,express,0,35.87,170goffset,oneside,a7
18258,FL-170G-AL-44,500,saver,4,32.19,170ggloss,bothsides,along
16304,FL-170H-A7-40,500,standard,2,28.66,170goffset,oneside,a7
1751,FL-135S-A7-44,500,express,0,17.96,135gsilk,bothsides,a7
13680,FL-170G-VK-40,500,express,0,22.75,170ggloss,oneside,carresmall
23662,FL-340H-XL-44,500,express,0,75.43,300goffset,bothsides,xlong
6300,FL-170S-XL-40,500,saver,4,36.33,170gsilk,oneside,xlong
16338,FL-350G-A7-44,500,express,2,40.93,350ggloss,bothsides,a7
16922,FL-170H-A5-40,500,express,0,53.73,170goffset,oneside,a5
16303,FL-170H-A7-40,500,saver,4,25.87,170goffset,oneside,a7
5475,FL-170G-VG-44,500,express,0,80.36,170ggloss,bothsides,carrelarge
20352,FL-400S-A6-44-[GL11],500,saver,4,50.77,400gglosslaminatedbothsides,bothsides,a6
18107,FL-400S-A7-40-[ML11],500,saver,4,29.57,400gmattlaminatedbothsides,oneside,a7
5474,FL-170G-VG-44,500,standard,2,60.2,170ggloss,bothsides,carrelarge
8774,FL-170G-VM-40,500,saver,4,25.48,170ggloss,oneside,carremedium
12210,FL-170S-A4-44,500,express,0,60.21,170gsilk,bothsides,a4
16136,FL-170H-XL-44,500,express,0,57.95,170goffset,bothsides,xlong
23335,FL-350G-XL-40,500,standard,3,55.19,350ggloss,oneside,xlong
16336,FL-350G-A7-44,500,saver,6,31.73,350ggloss,bothsides,a7
23661,FL-340H-XL-44,500,standard,2,70.83,300goffset,bothsides,xlong
13679,FL-170G-VK-40,500,standard,2,20.68,170ggloss,oneside,carresmall
13678,FL-170G-VK-40,500,saver,4,19.64,170ggloss,oneside,carresmall
4277,FL-250S-A6-40,500,express,0,33.93,250gsilk,oneside,a6
18108,FL-400S-A7-40-[ML11],500,standard,2,32.53,400gmattlaminatedbothsides,oneside,a7
4276,FL-250S-A6-40,500,standard,2,31.1,250gsilk,oneside,a6
4275,FL-250S-A6-40,500,saver,4,28.27,250gsilk,oneside,a6
18079,FL-170G-XL-40,500,express,0,45.53,170ggloss,oneside,xlong
18917,FL-250G-A7-44,500,express,0,24.57,250ggloss,bothsides,a7
18078,FL-170G-XL-40,500,standard,2,40.93,170ggloss,oneside,xlong
8473,FL-170G-A6-44,500,express,0,26.42,170ggloss,bothsides,a6
18260,FL-170G-AL-44,500,express,0,41.39,170ggloss,bothsides,along
8472,FL-170G-A6-44,500,standard,2,21.77,170ggloss,bothsides,a6
8471,FL-170G-A6-44,500,saver,4,20.68,170ggloss,bothsides,a6
1750,FL-135S-A7-44,500,standard,2,16.33,135gsilk,bothsides,a7
18077,FL-170G-XL-40,500,saver,4,36.33,170ggloss,oneside,xlong
18915,FL-250G-A7-44,500,saver,4,18.33,250ggloss,bothsides,a7
7012,FL-400S-VM-40-[ML11],500,standard,2,65.48,400gmattlaminatedbothsides,oneside,carremedium
7013,FL-400S-VM-40-[ML11],500,express,0,71.43,400gmattlaminatedbothsides,oneside,carremedium
7011,FL-400S-VM-40-[ML11],500,saver,4,59.53,400gmattlaminatedbothsides,oneside,carremedium
16135,FL-170H-XL-44,500,standard,2,48.75,170goffset,bothsides,xlong
18259,FL-170G-AL-44,500,standard,2,36.79,170ggloss,bothsides,along
1749,FL-135S-A7-44,500,saver,4,15.51,135gsilk,bothsides,a7
23336,FL-350G-XL-40,500,express,2,59.79,350ggloss,oneside,xlong
16337,FL-350G-A7-44,500,standard,3,36.33,350ggloss,bothsides,a7
20354,FL-400S-A6-44-[GL11],500,express,0,60.92,400gglosslaminatedbothsides,bothsides,a6
20353,FL-400S-A6-44-[GL11],500,standard,2,55.85,400gglosslaminatedbothsides,bothsides,a6
16134,FL-170H-XL-44,500,saver,4,44.15,170goffset,bothsides,xlong
5717,FL-400S-VG-40,500,express,0,87.49,400gsilk,oneside,carrelarge
18916,FL-250G-A7-44,500,standard,2,19.3,250ggloss,bothsides,a7
18109,FL-400S-A7-40-[ML11],500,express,0,35.49,400gmattlaminatedbothsides,oneside,a7
12368,FL-250G-VK-44,500,saver,4,40.63,250ggloss,bothsides,carresmall
1937,FL-250G-AL-44,500,saver,4,28.51,250ggloss,bothsides,along
21999,FL-250S-A4-44,500,standard,2,59.34,250gsilk,bothsides,a4
