,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceExpress,Production Days Express,Express Sku
547,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-651-559-556-596-EXPRESS
548,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-453-522-524-458-EXPRESS
549,100,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-474-708-604-652-EXPRESS
550,100,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.89,1,FLY-662-658-660-553-EXPRESS
551,100,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,18.81,1,FLY-481-569-514-568-EXPRESS
552,100,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.61,2,FLY-546-601-601-555-EXPRESS
553,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-528-569-603-472-EXPRESS
554,100,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,16.87,1,FLY-473-615-513-661-EXPRESS
556,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-520-756-701-608-EXPRESS
557,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-615-560-513-413-EXPRESS
558,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,22.46,2,FLY-611-551-613-514-EXPRESS
559,150,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,20.06,2,FLY-605-653-555-522-EXPRESS
560,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,19.86,1,FLY-698-715-508-600-EXPRESS
561,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,19.86,1,FLY-561-556-555-699-EXPRESS
562,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-521-560-563-701-EXPRESS
563,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-561-661-558-561-EXPRESS
564,150,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,27.8,2,FLY-520-565-521-515-EXPRESS
565,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-510-660-562-561-EXPRESS
566,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,21.94,1,FLY-520-756-701-608-EXPRESS
567,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,22.99,1,FLY-565-515-598-512-EXPRESS
568,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,52.25,1,FLY-559-497-514-462-EXPRESS
569,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,17.07,2,FLY-704-461-567-565-EXPRESS
570,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,18.37,1,FLY-645-577-696-648-EXPRESS
571,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,1,FLY-606-700-564-563-EXPRESS
572,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,27.17,1,FLY-506-603-615-609-EXPRESS
573,150,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.97,2,FLY-696-612-513-616-EXPRESS
574,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-615-560-513-413-EXPRESS
575,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,18.28,1,FLY-466-563-520-505-EXPRESS
576,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.28,1,FLY-570-470-600-606-EXPRESS
577,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-569-513-607-564-EXPRESS
578,150,0.2,A7,300gsm Art Board Coated,None,Single Sided,,17.38,1,FLY-655-517-515-527-EXPRESS
579,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-543-472-525-562-EXPRESS
580,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-619-694-464-473-EXPRESS
581,150,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-562-706-529-476-EXPRESS
582,150,0.2,A3,300gsm Art Board Coated,None,Double Sided,,57.48,1,FLY-612-568-659-556-EXPRESS
583,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,41.8,1,FLY-419-553-522-705-EXPRESS
584,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,20.06,2,FLY-512-552-606-524-EXPRESS
585,150,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,2,FLY-665-709-560-606-EXPRESS
586,150,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,59.56,1,FLY-600-652-559-418-EXPRESS
587,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,49.63,1,FLY-463-599-525-650-EXPRESS
588,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-453-522-524-458-EXPRESS
589,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-519-505-603-518-EXPRESS
590,150,0.0,A5,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-565-564-512-569-EXPRESS
591,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,25.08,1,FLY-609-508-560-505-EXPRESS
592,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,21.35,2,FLY-663-694-473-564-EXPRESS
593,150,0.0,A6,300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-616-510-520-657-EXPRESS
594,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,25.81,1,FLY-470-519-612-518-EXPRESS
595,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-551-516-514-652-EXPRESS
596,150,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,21.84,1,FLY-572-515-518-622-EXPRESS
597,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,34.75,1,FLY-702-614-473-603-EXPRESS
598,150,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-548-601-610-618-EXPRESS
599,150,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-463-599-607-559-EXPRESS
600,150,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.94,1,FLY-609-553-609-462-EXPRESS
601,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-563-655-515-563-EXPRESS
602,150,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,36.58,2,FLY-535-606-521-515-EXPRESS
603,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-512-620-573-470-EXPRESS
604,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,25.81,1,FLY-460-464-476-563-EXPRESS
605,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,19.06,2,FLY-520-556-554-566-EXPRESS
606,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,17.38,1,FLY-474-708-604-652-EXPRESS
607,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,25.08,2,FLY-567-666-644-514-EXPRESS
608,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-427-575-563-517-EXPRESS
609,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,27.8,2,FLY-506-518-610-467-EXPRESS
610,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,18.28,1,FLY-479-705-617-562-EXPRESS
611,150,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,19.06,2,FLY-498-661-556-469-EXPRESS
612,150,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,25.08,2,FLY-563-563-578-564-EXPRESS
613,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,33.44,1,FLY-555-609-514-509-EXPRESS
614,150,0.0,A4,300gsm Art Board Coated,None,Double Sided,,33.44,1,FLY-515-606-707-604-EXPRESS
615,150,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,36.58,1,FLY-697-609-600-557-EXPRESS
616,150,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,54.6,2,FLY-689-461-464-565-EXPRESS
617,150,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,34.75,2,FLY-606-563-558-465-EXPRESS
618,150,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,39.71,1,FLY-464-561-425-544-EXPRESS
619,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,21.84,1,FLY-430-572-561-610-EXPRESS
620,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,15.15,1,FLY-662-658-660-553-EXPRESS
621,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,36.58,1,FLY-659-662-515-599-EXPRESS
622,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,27.17,1,FLY-507-621-528-659-EXPRESS
623,150,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.28,1,FLY-461-565-472-656-EXPRESS
624,150,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-564-574-602-511-EXPRESS
625,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-610-608-616-563-EXPRESS
626,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-515-526-479-512-EXPRESS
627,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,23.83,1,FLY-548-462-573-566-EXPRESS
628,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,23.83,2,FLY-611-506-603-654-EXPRESS
629,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,36.58,2,FLY-516-600-653-599-EXPRESS
630,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,22.99,2,FLY-658-517-526-603-EXPRESS
631,150,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,17.38,1,FLY-473-615-513-661-EXPRESS
632,150,0.0,A6,300gsm Art Board Coated,None,Single Sided,,19.86,1,FLY-525-602-433-476-EXPRESS
633,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,19.86,1,FLY-614-656-453-557-EXPRESS
634,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,34.75,2,FLY-601-607-609-608-EXPRESS
635,150,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-605-600-601-606-EXPRESS
636,150,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-468-610-464-468-EXPRESS
637,150,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,57.48,2,FLY-462-603-607-656-EXPRESS
638,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,31.77,1,FLY-610-562-605-516-EXPRESS
639,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,20.84,1,FLY-646-566-513-514-EXPRESS
640,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,33.44,1,FLY-608-511-549-465-EXPRESS
641,150,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,15.15,1,FLY-659-703-572-557-EXPRESS
642,150,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,15.88,2,FLY-519-612-554-521-EXPRESS
643,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-657-602-552-650-EXPRESS
644,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,22.99,1,FLY-481-569-514-568-EXPRESS
645,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,25.08,1,FLY-518-560-458-516-EXPRESS
646,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,21.84,2,FLY-554-615-567-604-EXPRESS
647,150,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-515-565-509-421-EXPRESS
648,150,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,19.86,1,FLY-476-519-554-612-EXPRESS
649,150,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,21.35,2,FLY-520-699-614-508-EXPRESS
650,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-405-508-523-603-EXPRESS
651,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-647-603-648-602-EXPRESS
652,150,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,2,FLY-546-601-601-555-EXPRESS
653,150,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,33.44,1,FLY-658-565-525-469-EXPRESS
654,150,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,17.07,2,FLY-512-546-656-611-EXPRESS
655,150,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,27.17,1,FLY-529-515-554-610-EXPRESS
656,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.97,2,FLY-462-558-560-613-EXPRESS
657,150,0.0,A4,300gsm Art Board Coated,None,Single Sided,,31.77,1,FLY-550-608-599-516-EXPRESS
658,150,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,25.08,1,FLY-611-505-479-573-EXPRESS
659,150,0.0,A5,300gsm Art Board Coated,None,Single Sided,,25.81,1,FLY-466-701-515-519-EXPRESS
660,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,25.81,1,FLY-510-623-603-607-EXPRESS
661,150,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,34.75,1,FLY-458-559-606-423-EXPRESS
662,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,27.17,1,FLY-572-609-553-554-EXPRESS
663,150,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,43.68,2,FLY-554-663-652-568-EXPRESS
664,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,15.94,1,FLY-661-510-586-608-EXPRESS
665,150,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,22.46,2,FLY-556-604-569-542-EXPRESS
666,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,23.83,1,FLY-559-699-613-611-EXPRESS
667,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-519-612-566-654-EXPRESS
668,150,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-553-613-506-657-EXPRESS
669,150,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,49.63,1,FLY-601-547-654-469-EXPRESS
670,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,19.34,1,FLY-558-606-515-560-EXPRESS
671,150,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,29.26,2,FLY-561-511-476-552-EXPRESS
672,150,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-649-529-558-466-EXPRESS
673,150,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,52.25,1,FLY-475-700-701-515-EXPRESS
674,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,25.08,1,FLY-527-519-549-523-EXPRESS
675,150,0.2,A3,300gsm Art Board Coated,None,Single Sided,,54.6,1,FLY-699-516-565-577-EXPRESS
676,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,31.77,1,FLY-508-612-611-702-EXPRESS
677,150,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,45.98,2,FLY-653-525-608-523-EXPRESS
678,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,22.99,1,FLY-505-666-521-419-EXPRESS
679,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,1,FLY-513-607-622-594-EXPRESS
680,150,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,19.86,2,FLY-511-520-552-520-EXPRESS
681,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-500-562-558-563-EXPRESS
682,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,21.84,1,FLY-528-569-603-472-EXPRESS
683,150,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,25.81,1,FLY-559-569-613-566-EXPRESS
684,150,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,56.58,1,FLY-514-561-525-612-EXPRESS
685,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,18.37,1,FLY-651-559-556-596-EXPRESS
686,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,19.86,1,FLY-515-610-523-493-EXPRESS
687,150,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,41.8,1,FLY-459-460-602-517-EXPRESS
688,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-509-515-644-514-EXPRESS
689,150,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,31.77,1,FLY-567-509-615-698-EXPRESS
690,150,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,23.83,1,FLY-699-606-565-557-EXPRESS
691,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,18.81,1,FLY-693-514-565-564-EXPRESS
692,150,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,23.83,2,FLY-559-465-507-463-EXPRESS
693,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,29.26,2,FLY-464-616-515-520-EXPRESS
694,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,25.81,1,FLY-506-554-607-507-EXPRESS
695,150,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,18.28,1,FLY-555-651-469-510-EXPRESS
696,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,19.34,1,FLY-604-645-568-602-EXPRESS
697,150,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,18.28,1,FLY-510-649-513-464-EXPRESS
698,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,23.83,1,FLY-601-697-615-463-EXPRESS
699,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,18.39,2,FLY-596-707-472-648-EXPRESS
700,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,39.71,1,FLY-466-600-516-467-EXPRESS
701,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.38,1,FLY-513-562-602-563-EXPRESS
702,200,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,55.38,1,FLY-651-559-558-560-EXPRESS
703,200,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,51.62,2,FLY-554-663-652-568-EXPRESS
704,200,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-570-470-600-606-EXPRESS
705,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,24.82,1,FLY-528-569-603-472-EXPRESS
706,200,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,19.23,2,FLY-596-707-472-648-EXPRESS
707,200,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,21.84,1,FLY-476-519-554-612-EXPRESS
709,200,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,18.37,1,FLY-453-522-524-458-EXPRESS
710,200,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,29.79,1,FLY-460-464-476-563-EXPRESS
711,200,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,52.25,1,FLY-419-553-522-705-EXPRESS
712,200,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,41.8,1,FLY-555-609-514-509-EXPRESS
713,200,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-512-546-656-611-EXPRESS
714,200,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,18.03,1,FLY-468-610-464-468-EXPRESS
715,200,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-510-649-513-464-EXPRESS
716,200,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,29.26,1,FLY-563-657-517-649-EXPRESS
717,200,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,26.12,1,FLY-564-574-602-511-EXPRESS
719,200,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-463-599-607-559-EXPRESS
721,200,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-461-565-472-656-EXPRESS
723,200,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,19.86,1,FLY-605-600-601-606-EXPRESS
724,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,18.86,1,FLY-645-577-696-648-EXPRESS
725,200,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,20.37,2,FLY-511-520-552-520-EXPRESS
726,200,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,17.13,1,FLY-649-529-558-466-EXPRESS
728,200,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,33.44,1,FLY-620-571-561-469-EXPRESS
729,200,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,21.84,2,FLY-520-699-614-508-EXPRESS
730,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,19.86,1,FLY-558-606-515-560-EXPRESS
731,200,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,90.35,1,FLY-560-656-562-519-EXPRESS
732,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,26.12,1,FLY-521-560-563-701-EXPRESS
733,200,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,22.99,2,FLY-611-551-613-514-EXPRESS
735,200,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,26.81,1,FLY-601-697-615-463-EXPRESS
736,200,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,19.34,1,FLY-693-514-565-564-EXPRESS
739,200,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,26.12,1,FLY-505-666-521-419-EXPRESS
740,200,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,29.26,1,FLY-610-557-699-506-EXPRESS
742,200,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,34.75,1,FLY-567-509-615-698-EXPRESS
743,200,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,20.9,1,FLY-562-706-529-476-EXPRESS
744,200,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-548-601-610-618-EXPRESS
745,200,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,52.61,1,FLY-468-460-461-614-EXPRESS
746,200,0.2,A7,300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-655-517-515-527-EXPRESS
748,200,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,31.35,1,FLY-506-603-615-609-EXPRESS
749,200,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,30.93,2,FLY-464-616-515-520-EXPRESS
750,200,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,26.81,1,FLY-548-462-573-566-EXPRESS
751,200,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,24.04,2,FLY-658-517-526-603-EXPRESS
753,200,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,30.93,2,FLY-561-511-476-552-EXPRESS
754,200,0.2,A3,300gsm Art Board Coated,None,Double Sided,,73.15,1,FLY-612-568-659-556-EXPRESS
755,200,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,49.63,1,FLY-464-561-425-544-EXPRESS
757,200,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,27.8,1,FLY-508-566-562-601-EXPRESS
758,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-704-461-567-565-EXPRESS
760,200,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,26.12,2,FLY-563-563-578-564-EXPRESS
761,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,18.39,2,FLY-462-558-560-613-EXPRESS
764,200,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,22.99,1,FLY-520-756-701-608-EXPRESS
765,200,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,28.22,1,FLY-518-560-458-516-EXPRESS
766,200,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,16.19,1,FLY-661-510-586-608-EXPRESS
767,200,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,24.82,1,FLY-572-515-518-622-EXPRESS
768,200,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,21.84,2,FLY-663-694-473-564-EXPRESS
769,200,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,24.82,2,FLY-611-506-603-654-EXPRESS
770,200,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,29.38,2,FLY-506-518-610-467-EXPRESS
771,200,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-647-603-648-602-EXPRESS
772,200,0.0,A6,300gsm Art Board Coated,None,Single Sided,,21.84,1,FLY-525-602-433-476-EXPRESS
774,200,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,24.82,1,FLY-610-608-616-563-EXPRESS
776,200,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,16.3,2,FLY-519-612-554-521-EXPRESS
777,200,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,37.62,1,FLY-562-514-461-463-EXPRESS
778,200,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,15.39,1,FLY-659-703-572-557-EXPRESS
779,200,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,24.82,1,FLY-430-572-561-610-EXPRESS
780,200,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,37.62,1,FLY-558-611-509-468-EXPRESS
