,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceExpress,Production Days Express,Express Sku
0,25,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-570-470-600-606-EXPRESS
1,25,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,16.72,1,FLY-509-515-644-514-EXPRESS
2,25,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,21.94,2,FLY-563-563-578-564-EXPRESS
3,25,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,37.11,1,FLY-560-656-562-519-EXPRESS
4,25,0.2,A7,300gsm Art Board Coated,None,Single Sided,,15.88,1,FLY-655-517-515-527-EXPRESS
5,25,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-474-708-604-652-EXPRESS
6,25,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,29.26,2,FLY-462-603-607-656-EXPRESS
7,25,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-651-559-556-596-EXPRESS
8,25,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-519-612-566-654-EXPRESS
9,25,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,15.88,1,FLY-543-472-525-562-EXPRESS
10,25,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,17.86,1,FLY-460-510-563-650-EXPRESS
11,25,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.16,1,FLY-609-553-609-462-EXPRESS
12,25,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-561-556-555-699-EXPRESS
13,25,0.2,A7,300gsm Art Board Coated,None,Double Sided,,16.72,1,FLY-461-565-472-656-EXPRESS
14,25,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.86,2,FLY-611-551-613-514-EXPRESS
15,25,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.88,2,FLY-462-558-560-613-EXPRESS
16,25,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,17.86,2,FLY-546-601-601-555-EXPRESS
17,25,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.88,2,FLY-596-707-472-648-EXPRESS
18,25,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,18.81,1,FLY-520-614-516-651-EXPRESS
19,25,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,1,FLY-427-575-563-517-EXPRESS
20,25,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.39,1,FLY-559-699-613-611-EXPRESS
21,25,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,1,FLY-510-660-562-561-EXPRESS
22,25,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-697-609-600-557-EXPRESS
23,25,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,19.86,1,FLY-649-568-645-610-EXPRESS
24,25,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,14.89,1,FLY-512-620-573-470-EXPRESS
25,25,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.3,2,FLY-665-709-560-606-EXPRESS
26,25,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,27.17,1,FLY-651-559-558-560-EXPRESS
27,25,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-460-464-476-563-EXPRESS
28,25,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.84,2,FLY-611-506-603-654-EXPRESS
29,25,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.86,2,FLY-658-517-526-603-EXPRESS
30,25,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,16.39,1,FLY-601-697-615-463-EXPRESS
31,25,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,22.24,2,FLY-554-663-652-568-EXPRESS
32,25,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,18.81,2,FLY-511-520-552-520-EXPRESS
33,25,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,17.86,1,FLY-430-572-561-610-EXPRESS
34,25,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,2,FLY-704-461-567-565-EXPRESS
35,25,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,22.84,2,FLY-606-563-558-465-EXPRESS
36,25,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.68,1,FLY-468-610-464-468-EXPRESS
37,25,0.0,A6,300gsm Art Board Coated,None,Single Sided,,16.87,1,FLY-525-602-433-476-EXPRESS
38,25,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,2,FLY-520-699-614-508-EXPRESS
39,25,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-572-609-553-554-EXPRESS
40,25,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-646-566-513-514-EXPRESS
41,25,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-559-569-613-566-EXPRESS
42,25,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,19.86,1,FLY-466-600-516-467-EXPRESS
43,25,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,17.77,1,FLY-658-565-525-469-EXPRESS
44,25,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-601-547-654-469-EXPRESS
45,25,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,15.68,1,FLY-555-651-469-510-EXPRESS
46,25,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,22.84,1,FLY-514-561-525-612-EXPRESS
47,25,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,15.88,2,FLY-696-612-513-616-EXPRESS
48,25,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,17.56,2,FLY-605-653-555-522-EXPRESS
49,25,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,21.84,1,FLY-645-614-556-656-EXPRESS
50,25,0.0,A6,300gsm Art Board Coated,None,Double Sided,,17.77,1,FLY-616-510-520-657-EXPRESS
51,25,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,27.17,1,FLY-652-540-557-656-EXPRESS
52,25,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-555-609-514-509-EXPRESS
53,25,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-610-608-616-563-EXPRESS
54,25,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-405-508-523-603-EXPRESS
55,25,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,17.77,1,FLY-608-511-549-465-EXPRESS
56,25,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,1,FLY-500-562-558-563-EXPRESS
57,25,0.2,A3,300gsm Art Board Coated,None,Single Sided,,22.84,1,FLY-699-516-565-577-EXPRESS
58,25,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,16.87,1,FLY-567-509-615-698-EXPRESS
59,25,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-506-603-615-609-EXPRESS
60,25,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-521-560-563-701-EXPRESS
61,25,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,25.08,1,FLY-562-514-461-463-EXPRESS
62,25,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-572-515-518-622-EXPRESS
63,25,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,19.86,1,FLY-508-566-562-601-EXPRESS
64,25,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,20.9,1,FLY-419-553-522-705-EXPRESS
65,25,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,23.41,2,FLY-653-525-608-523-EXPRESS
66,25,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.56,2,FLY-512-552-606-524-EXPRESS
67,25,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,24.04,2,FLY-535-606-521-515-EXPRESS
68,25,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-609-508-560-505-EXPRESS
69,25,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,18.81,1,FLY-659-662-515-599-EXPRESS
70,25,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-479-705-617-562-EXPRESS
71,25,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,24.04,1,FLY-600-652-559-418-EXPRESS
72,25,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-606-700-564-563-EXPRESS
73,25,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,17.25,1,FLY-527-519-549-523-EXPRESS
74,25,0.0,A4,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-515-606-707-604-EXPRESS
75,25,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-558-606-515-560-EXPRESS
76,25,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,20.84,2,FLY-559-465-507-463-EXPRESS
77,25,0.0,A5,300gsm Art Board Coated,None,Single Sided,,16.87,1,FLY-466-701-515-519-EXPRESS
78,25,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,15.16,1,FLY-661-510-586-608-EXPRESS
79,25,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-476-519-554-612-EXPRESS
80,25,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-510-649-513-464-EXPRESS
81,25,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-645-577-696-648-EXPRESS
82,25,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-459-460-602-517-EXPRESS
83,25,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-515-610-523-493-EXPRESS
84,25,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,21.94,2,FLY-567-666-644-514-EXPRESS
85,25,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,18.81,1,FLY-565-515-598-512-EXPRESS
86,25,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.27,2,FLY-506-518-610-467-EXPRESS
87,25,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.89,1,FLY-649-529-558-466-EXPRESS
88,25,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,19.23,2,FLY-561-511-476-552-EXPRESS
89,25,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,25.81,1,FLY-569-562-466-614-EXPRESS
90,25,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,27.8,2,FLY-689-461-464-565-EXPRESS
91,25,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,14.89,1,FLY-553-613-506-657-EXPRESS
92,25,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.86,2,FLY-554-615-567-604-EXPRESS
93,25,0.2,A3,300gsm Art Board Coated,None,Double Sided,,24.04,1,FLY-612-568-659-556-EXPRESS
94,25,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,23.83,1,FLY-608-603-467-564-EXPRESS
95,25,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-564-574-602-511-EXPRESS
96,25,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-507-621-528-659-EXPRESS
97,25,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,22.99,1,FLY-620-571-561-469-EXPRESS
98,25,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,20.9,1,FLY-610-557-699-506-EXPRESS
99,25,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,16.72,1,FLY-562-706-529-476-EXPRESS
100,25,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,2,FLY-663-694-473-564-EXPRESS
101,25,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,40.7,1,FLY-513-549-508-562-EXPRESS
102,25,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-702-614-473-603-EXPRESS
103,25,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,17.77,1,FLY-519-505-603-518-EXPRESS
104,25,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,16.87,1,FLY-610-562-605-516-EXPRESS
105,25,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-604-645-568-602-EXPRESS
106,25,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.86,2,FLY-556-604-569-542-EXPRESS
107,25,0.0,A4,300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-550-608-599-516-EXPRESS
108,25,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-513-607-622-594-EXPRESS
109,25,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,14.89,1,FLY-619-694-464-473-EXPRESS
110,25,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,14.89,1,FLY-561-661-558-561-EXPRESS
111,25,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.68,2,FLY-520-556-554-566-EXPRESS
112,25,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,15.09,2,FLY-569-513-607-564-EXPRESS
113,25,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-559-497-514-462-EXPRESS
114,25,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,2,FLY-512-546-656-611-EXPRESS
115,25,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,14.4,1,FLY-659-703-572-557-EXPRESS
116,25,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-528-569-603-472-EXPRESS
117,25,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,15.05,2,FLY-519-612-554-521-EXPRESS
118,25,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.23,2,FLY-464-616-515-520-EXPRESS
119,25,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,25.81,1,FLY-468-460-461-614-EXPRESS
120,25,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-453-522-524-458-EXPRESS
121,25,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,17.77,1,FLY-615-560-513-413-EXPRESS
122,25,0.0,A5,300gsm Art Board Coated,None,Double Sided,,17.77,1,FLY-565-564-512-569-EXPRESS
123,25,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,14.89,1,FLY-563-655-515-563-EXPRESS
124,25,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-463-599-525-650-EXPRESS
125,25,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-506-554-607-507-EXPRESS
126,25,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-515-565-509-421-EXPRESS
127,25,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,22.84,2,FLY-601-607-609-608-EXPRESS
128,25,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-458-559-606-423-EXPRESS
129,25,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,14.89,1,FLY-473-615-513-661-EXPRESS
130,25,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-513-562-602-563-EXPRESS
131,25,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,15.88,1,FLY-605-600-601-606-EXPRESS
132,25,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-693-514-565-564-EXPRESS
133,25,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,25.08,1,FLY-558-611-509-468-EXPRESS
134,25,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.4,1,FLY-662-658-660-553-EXPRESS
135,25,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-505-666-521-419-EXPRESS
136,25,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,19.86,1,FLY-464-561-425-544-EXPRESS
137,25,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,20.9,1,FLY-563-657-517-649-EXPRESS
138,25,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,16.68,2,FLY-498-661-556-469-EXPRESS
139,25,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-470-519-612-518-EXPRESS
140,25,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.68,1,FLY-551-516-514-652-EXPRESS
141,25,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,16.87,1,FLY-698-715-508-600-EXPRESS
142,25,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-614-656-453-557-EXPRESS
143,25,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-466-563-520-505-EXPRESS
144,25,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-657-602-552-650-EXPRESS
145,25,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,23.83,1,FLY-565-606-600-651-EXPRESS
146,25,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-529-515-554-610-EXPRESS
147,25,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-508-612-611-702-EXPRESS
148,25,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-481-569-514-568-EXPRESS
149,25,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-475-700-701-515-EXPRESS
150,25,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,18.27,2,FLY-520-565-521-515-EXPRESS
151,25,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,16.39,1,FLY-699-606-565-557-EXPRESS
152,25,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-647-603-648-602-EXPRESS
153,25,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-515-526-479-512-EXPRESS
154,25,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.25,1,FLY-518-560-458-516-EXPRESS
155,25,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,15.68,1,FLY-463-599-607-559-EXPRESS
156,25,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-548-601-610-618-EXPRESS
157,25,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-611-505-479-573-EXPRESS
158,25,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,16.87,1,FLY-510-623-603-607-EXPRESS
159,25,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-520-756-701-608-EXPRESS
160,25,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.39,1,FLY-548-462-573-566-EXPRESS
161,25,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,24.04,2,FLY-516-600-653-599-EXPRESS
162,50,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-657-602-552-650-EXPRESS
163,50,0.0,A4,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-515-606-707-604-EXPRESS
164,50,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.41,1,FLY-609-553-609-462-EXPRESS
165,50,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-498-661-556-469-EXPRESS
166,50,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,29.79,1,FLY-569-562-466-614-EXPRESS
167,50,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,34.48,2,FLY-462-603-607-656-EXPRESS
169,50,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-510-623-603-607-EXPRESS
170,50,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,52.01,1,FLY-513-549-508-562-EXPRESS
171,50,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-427-575-563-517-EXPRESS
172,50,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-512-620-573-470-EXPRESS
173,50,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-520-556-554-566-EXPRESS
176,50,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-608-511-549-465-EXPRESS
177,50,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,26.12,2,FLY-535-606-521-515-EXPRESS
178,50,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,18.86,1,FLY-470-519-612-518-EXPRESS
179,50,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,16.39,1,FLY-474-708-604-652-EXPRESS
181,50,0.0,A5,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-565-564-512-569-EXPRESS
182,50,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-610-562-605-516-EXPRESS
183,50,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,19.34,2,FLY-511-520-552-520-EXPRESS
184,50,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,31.35,1,FLY-652-540-557-656-EXPRESS
185,50,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-453-522-524-458-EXPRESS
186,50,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,24.04,1,FLY-419-553-522-705-EXPRESS
187,50,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,27.17,1,FLY-558-611-509-468-EXPRESS
188,50,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,27.8,1,FLY-514-561-525-612-EXPRESS
189,50,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,15.88,2,FLY-569-513-607-564-EXPRESS
191,50,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-405-508-523-603-EXPRESS
192,50,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,15.88,2,FLY-704-461-567-565-EXPRESS
194,50,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,21.84,1,FLY-601-547-654-469-EXPRESS
195,50,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.7,2,FLY-665-709-560-606-EXPRESS
196,50,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,24.82,2,FLY-601-607-609-608-EXPRESS
197,50,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-645-577-696-648-EXPRESS
200,50,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-565-515-598-512-EXPRESS
201,50,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-615-560-513-413-EXPRESS
202,50,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,18.39,2,FLY-512-552-606-524-EXPRESS
203,50,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.39,1,FLY-561-556-555-699-EXPRESS
204,50,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.64,1,FLY-662-658-660-553-EXPRESS
205,50,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-548-601-610-618-EXPRESS
206,50,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,19.86,1,FLY-507-621-528-659-EXPRESS
207,50,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,26.12,2,FLY-516-600-653-599-EXPRESS
208,50,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.39,1,FLY-614-656-453-557-EXPRESS
209,50,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,25.81,1,FLY-608-603-467-564-EXPRESS
210,50,0.0,A6,300gsm Art Board Coated,None,Double Sided,,18.81,1,FLY-616-510-520-657-EXPRESS
211,50,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,31.35,1,FLY-651-559-558-560-EXPRESS
212,50,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,18.39,2,FLY-605-653-555-522-EXPRESS
213,50,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,24.82,2,FLY-606-563-558-465-EXPRESS
214,50,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,24.04,1,FLY-459-460-602-517-EXPRESS
215,50,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,17.86,1,FLY-698-715-508-600-EXPRESS
216,50,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,16.19,1,FLY-510-660-562-561-EXPRESS
217,50,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,22.99,1,FLY-559-497-514-462-EXPRESS
218,50,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,32.76,2,FLY-689-461-464-565-EXPRESS
219,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,17.77,1,FLY-509-515-644-514-EXPRESS
220,50,0.2,A3,300gsm Art Board Coated,None,Single Sided,,27.8,1,FLY-699-516-565-577-EXPRESS
221,50,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,29.26,1,FLY-600-652-559-418-EXPRESS
222,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,16.87,1,FLY-543-472-525-562-EXPRESS
223,50,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,15.39,1,FLY-619-694-464-473-EXPRESS
