,sku,quantity,servicelevel,productiondays,price,@material,@printing,@size
7623,FL-170S-A7-40,10000,saver,6,45.24,170gsilk,oneside,a7
7624,FL-170S-A7-40,10000,standard,2,53.24,170gsilk,oneside,a7
7648,FL-170S-VK-44,10000,saver,6,93.9,170gsilk,bothsides,carresmall
7649,FL-170S-AL-44,10000,standard,2,140.75,170gsilk,bothsides,along
7653,FL-170S-AL-44,10000,saver,6,134.31,170gsilk,bothsides,along
7654,FL-170S-VM-44,10000,saver,4,138.16,170gsilk,bothsides,carremedium
7657,FL-170S-VM-44,10000,standard,3,147.81,170gsilk,bothsides,carremedium
7658,FL-170S-VK-44,10000,standard,2,110.48,170gsilk,bothsides,carresmall
7659,FL-170S-VM-44,10000,express,2,157.45,170gsilk,bothsides,carremedium
7665,FL-170S-A5-44,10000,express,0,198.1,170gsilk,bothsides,a5
7670,FL-170S-A5-44,10000,standard,2,171.09,170gsilk,bothsides,a5
7672,FL-170S-A5-44,10000,saver,4,145.43,170gsilk,bothsides,a5
7690,FL-170S-VK-40,10000,standard,2,119.74,170gsilk,oneside,carresmall
7693,FL-170S-US-40,10000,express,2,138.07,170gsilk,oneside,us
7706,FL-170S-XL-40,10000,standard,2,254.83,170gsilk,oneside,xlong
7708,FL-170S-XL-40,10000,saver,6,241.95,170gsilk,oneside,xlong
7719,FL-170S-VK-40,10000,saver,6,113.74,170gsilk,oneside,carresmall
7721,FL-170S-US-40,10000,standard,3,131.8,170gsilk,oneside,us
7730,FL-170S-US-44,10000,express,2,143.6,170gsilk,bothsides,us
7731,FL-170S-US-44,10000,standard,3,137.07,170gsilk,bothsides,us
7732,FL-170S-US-44,10000,saver,6,130.54,170gsilk,bothsides,us
7747,FL-170S-US-40,10000,saver,6,125.52,170gsilk,oneside,us
7770,FL-170S-A4-44,10000,saver,4,323.73,170gsilk,bothsides,a4
7771,FL-170S-A4-44,10000,standard,2,356.1,170gsilk,bothsides,a4
7772,FL-170S-A4-44,10000,express,0,388.47,170gsilk,bothsides,a4
7773,FL-170S-A6-40,10000,saver,4,96.71,170gsilk,oneside,a6
7796,FL-170S-A4-40,10000,express,0,374.32,170gsilk,oneside,a4
7799,FL-170S-A4-40,10000,standard,2,330.87,170gsilk,oneside,a4
7800,FL-170S-A4-40,10000,saver,4,281.24,170gsilk,oneside,a4
7802,FL-170S-A6-44,10000,saver,4,81.86,170gsilk,bothsides,a6
7805,FL-170S-A6-40,10000,standard,2,101.82,170gsilk,oneside,a6
7824,FL-170S-A6-40,10000,express,0,107.17,170gsilk,oneside,a6
7841,FL-170S-VG-40,10000,express,1,254.2,170gsilk,oneside,carrelarge
7843,FL-170S-VG-40,10000,standard,3,242.65,170gsilk,oneside,carrelarge
7852,FL-170S-A7-44,10000,standard,2,55.5,170gsilk,bothsides,a7
7856,FL-170S-A7-44,10000,saver,6,47.18,170gsilk,bothsides,a7
7862,FL-170S-A6-44,10000,standard,2,93.94,170gsilk,bothsides,a6
7863,FL-170S-VG-40,10000,saver,6,231.09,170gsilk,oneside,carrelarge
7901,FL-170S-A6-44,10000,express,0,108.77,170gsilk,bothsides,a6
7996,FL-170S-AL-40,10000,standard,2,140.75,170gsilk,oneside,along
8011,FL-170S-AL-40,10000,saver,6,134.31,170gsilk,oneside,along
8046,FL-170S-VM-40,10000,express,2,149.08,170gsilk,oneside,carremedium
8047,FL-170S-VM-40,10000,standard,3,137.9,170gsilk,oneside,carremedium
8048,FL-170S-VM-40,10000,saver,4,126.72,170gsilk,oneside,carremedium
