,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceSaver,Production Days Saver,Saver Sku
519,100,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,25.27,5,FLY-475-700-701-515-SAVER
520,100,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,38.58,6,FLY-689-461-464-565-SAVER
521,100,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,16.61,6,FLY-605-653-555-522-SAVER
522,100,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,15.34,5,FLY-555-651-469-510-SAVER
523,100,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,21.94,6,FLY-520-565-521-515-SAVER
525,100,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,36.0,5,FLY-468-460-461-614-SAVER
526,100,0.2,A7,300gsm Art Board Coated,None,Single Sided,,14.57,5,FLY-655-517-515-527-SAVER
527,100,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,20.76,6,FLY-567-666-644-514-SAVER
528,100,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,16.24,5,FLY-509-515-644-514-SAVER
531,100,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,37.9,5,FLY-652-540-557-656-SAVER
536,100,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,15.43,5,FLY-605-600-601-606-SAVER
537,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,18.05,5,FLY-565-515-598-512-SAVER
539,100,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,66.02,5,FLY-513-549-508-562-SAVER
540,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,22.29,5,FLY-508-612-611-702-SAVER
541,100,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,27.08,5,FLY-558-611-509-468-SAVER
542,100,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-466-600-516-467-SAVER
543,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,23.46,5,FLY-555-609-514-509-SAVER
544,100,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,23.1,6,FLY-561-511-476-552-SAVER
545,100,0.0,A5,300gsm Art Board Coated,None,Double Sided,,17.15,5,FLY-565-564-512-569-SAVER
546,100,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,36.0,5,FLY-569-562-466-614-SAVER
547,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,15.43,5,FLY-651-559-556-596-SAVER
548,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,15.01,5,FLY-453-522-524-458-SAVER
549,100,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-474-708-604-652-SAVER
550,100,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,12.86,5,FLY-662-658-660-553-SAVER
551,100,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-481-569-514-568-SAVER
552,100,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,16.07,6,FLY-546-601-601-555-SAVER
553,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-528-569-603-472-SAVER
554,100,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,14.57,5,FLY-473-615-513-661-SAVER
556,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,18.05,5,FLY-520-756-701-608-SAVER
557,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,17.15,5,FLY-615-560-513-413-SAVER
558,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.4,6,FLY-611-551-613-514-SAVER
559,150,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,17.33,6,FLY-605-653-555-522-SAVER
560,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,17.15,5,FLY-698-715-508-600-SAVER
561,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-561-556-555-699-SAVER
562,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-521-560-563-701-SAVER
563,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-561-661-558-561-SAVER
564,150,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,24.01,6,FLY-520-565-521-515-SAVER
565,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,14.44,5,FLY-510-660-562-561-SAVER
566,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,18.95,5,FLY-520-756-701-608-SAVER
567,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,19.85,5,FLY-565-515-598-512-SAVER
568,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,45.12,5,FLY-559-497-514-462-SAVER
569,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,14.74,6,FLY-704-461-567-565-SAVER
570,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,15.86,5,FLY-645-577-696-648-SAVER
571,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,5,FLY-606-700-564-563-SAVER
572,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,23.46,5,FLY-506-603-615-609-SAVER
573,150,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,15.52,6,FLY-696-612-513-616-SAVER
574,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,23.46,5,FLY-615-560-513-413-SAVER
575,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,15.79,5,FLY-466-563-520-505-SAVER
576,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-570-470-600-606-SAVER
577,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,15.09,6,FLY-569-513-607-564-SAVER
578,150,0.2,A7,300gsm Art Board Coated,None,Single Sided,,15.01,5,FLY-655-517-515-527-SAVER
579,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,16.29,5,FLY-543-472-525-562-SAVER
580,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,13.72,5,FLY-619-694-464-473-SAVER
581,150,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,17.15,5,FLY-562-706-529-476-SAVER
582,150,0.2,A3,300gsm Art Board Coated,None,Double Sided,,49.64,5,FLY-612-568-659-556-SAVER
583,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,36.1,5,FLY-419-553-522-705-SAVER
584,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.33,6,FLY-512-552-606-524-SAVER
585,150,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,13.03,6,FLY-665-709-560-606-SAVER
586,150,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,51.44,5,FLY-600-652-559-418-SAVER
587,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,42.86,5,FLY-463-599-525-650-SAVER
588,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-453-522-524-458-SAVER
589,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,18.05,5,FLY-519-505-603-518-SAVER
590,150,0.0,A5,300gsm Art Board Coated,None,Double Sided,,23.46,5,FLY-565-564-512-569-SAVER
591,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,21.66,5,FLY-609-508-560-505-SAVER
592,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,18.44,6,FLY-663-694-473-564-SAVER
593,150,0.0,A6,300gsm Art Board Coated,None,Double Sided,,18.05,5,FLY-616-510-520-657-SAVER
594,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,22.29,5,FLY-470-519-612-518-SAVER
595,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-551-516-514-652-SAVER
596,150,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,18.86,5,FLY-572-515-518-622-SAVER
597,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,30.01,5,FLY-702-614-473-603-SAVER
598,150,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,18.05,5,FLY-548-601-610-618-SAVER
599,150,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.44,5,FLY-463-599-607-559-SAVER
600,150,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,13.77,5,FLY-609-553-609-462-SAVER
601,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,14.57,5,FLY-563-655-515-563-SAVER
602,150,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,31.59,6,FLY-535-606-521-515-SAVER
603,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-512-620-573-470-SAVER
604,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,22.29,5,FLY-460-464-476-563-SAVER
605,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.46,6,FLY-520-556-554-566-SAVER
606,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-474-708-604-652-SAVER
607,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,21.66,6,FLY-567-666-644-514-SAVER
608,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-427-575-563-517-SAVER
609,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,24.01,6,FLY-506-518-610-467-SAVER
610,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,15.79,5,FLY-479-705-617-562-SAVER
611,150,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,16.46,6,FLY-498-661-556-469-SAVER
612,150,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,21.66,6,FLY-563-563-578-564-SAVER
613,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,28.88,5,FLY-555-609-514-509-SAVER
614,150,0.0,A4,300gsm Art Board Coated,None,Double Sided,,28.88,5,FLY-515-606-707-604-SAVER
615,150,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,31.59,5,FLY-697-609-600-557-SAVER
616,150,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,47.16,6,FLY-689-461-464-565-SAVER
617,150,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,30.01,6,FLY-606-563-558-465-SAVER
618,150,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,34.3,5,FLY-464-561-425-544-SAVER
619,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,18.86,5,FLY-430-572-561-610-SAVER
620,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,13.08,5,FLY-662-658-660-553-SAVER
621,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,31.59,5,FLY-659-662-515-599-SAVER
622,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,23.46,5,FLY-507-621-528-659-SAVER
623,150,0.2,A7,300gsm Art Board Coated,None,Double Sided,,15.79,5,FLY-461-565-472-656-SAVER
624,150,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-564-574-602-511-SAVER
625,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,18.86,5,FLY-610-608-616-563-SAVER
626,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,18.86,5,FLY-515-526-479-512-SAVER
627,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,20.58,5,FLY-548-462-573-566-SAVER
628,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.58,6,FLY-611-506-603-654-SAVER
629,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,31.59,6,FLY-516-600-653-599-SAVER
630,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.85,6,FLY-658-517-526-603-SAVER
631,150,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,15.01,5,FLY-473-615-513-661-SAVER
632,150,0.0,A6,300gsm Art Board Coated,None,Single Sided,,17.15,5,FLY-525-602-433-476-SAVER
633,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,17.15,5,FLY-614-656-453-557-SAVER
634,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,30.01,6,FLY-601-607-609-608-SAVER
635,150,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,16.29,5,FLY-605-600-601-606-SAVER
636,150,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-468-610-464-468-SAVER
637,150,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,49.64,6,FLY-462-603-607-656-SAVER
638,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,27.44,5,FLY-610-562-605-516-SAVER
639,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,18.0,5,FLY-646-566-513-514-SAVER
640,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,28.88,5,FLY-608-511-549-465-SAVER
641,150,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.08,5,FLY-659-703-572-557-SAVER
642,150,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,13.72,6,FLY-519-612-554-521-SAVER
643,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,15.43,5,FLY-657-602-552-650-SAVER
644,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,19.85,5,FLY-481-569-514-568-SAVER
645,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,21.66,5,FLY-518-560-458-516-SAVER
646,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.86,6,FLY-554-615-567-604-SAVER
647,150,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,15.01,5,FLY-515-565-509-421-SAVER
648,150,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-476-519-554-612-SAVER
649,150,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.44,6,FLY-520-699-614-508-SAVER
650,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,18.05,5,FLY-405-508-523-603-SAVER
651,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.01,5,FLY-647-603-648-602-SAVER
652,150,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,16.29,6,FLY-546-601-601-555-SAVER
653,150,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,28.88,5,FLY-658-565-525-469-SAVER
654,150,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,14.74,6,FLY-512-546-656-611-SAVER
655,150,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,23.46,5,FLY-529-515-554-610-SAVER
656,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.52,6,FLY-462-558-560-613-SAVER
657,150,0.0,A4,300gsm Art Board Coated,None,Single Sided,,27.44,5,FLY-550-608-599-516-SAVER
658,150,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,21.66,5,FLY-611-505-479-573-SAVER
659,150,0.0,A5,300gsm Art Board Coated,None,Single Sided,,22.29,5,FLY-466-701-515-519-SAVER
660,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,22.29,5,FLY-510-623-603-607-SAVER
661,150,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,30.01,5,FLY-458-559-606-423-SAVER
662,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,23.46,5,FLY-572-609-553-554-SAVER
663,150,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,37.72,6,FLY-554-663-652-568-SAVER
664,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,13.77,5,FLY-661-510-586-608-SAVER
665,150,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.4,6,FLY-556-604-569-542-SAVER
666,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,20.58,5,FLY-559-699-613-611-SAVER
667,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-519-612-566-654-SAVER
668,150,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,13.72,5,FLY-553-613-506-657-SAVER
669,150,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,42.86,5,FLY-601-547-654-469-SAVER
670,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,16.7,5,FLY-558-606-515-560-SAVER
671,150,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,25.27,6,FLY-561-511-476-552-SAVER
672,150,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.57,5,FLY-649-529-558-466-SAVER
673,150,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,45.12,5,FLY-475-700-701-515-SAVER
674,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,21.66,5,FLY-527-519-549-523-SAVER
675,150,0.2,A3,300gsm Art Board Coated,None,Single Sided,,47.16,5,FLY-699-516-565-577-SAVER
676,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,27.44,5,FLY-508-612-611-702-SAVER
677,150,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,39.71,6,FLY-653-525-608-523-SAVER
678,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,19.85,5,FLY-505-666-521-419-SAVER
679,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,5,FLY-513-607-622-594-SAVER
680,150,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,17.15,6,FLY-511-520-552-520-SAVER
681,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-500-562-558-563-SAVER
682,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,18.86,5,FLY-528-569-603-472-SAVER
683,150,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,22.29,5,FLY-559-569-613-566-SAVER
684,150,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,48.87,5,FLY-514-561-525-612-SAVER
685,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,15.86,5,FLY-651-559-556-596-SAVER
686,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,17.15,5,FLY-515-610-523-493-SAVER
687,150,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,36.1,5,FLY-459-460-602-517-SAVER
688,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,17.15,5,FLY-509-515-644-514-SAVER
689,150,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,27.44,5,FLY-567-509-615-698-SAVER
690,150,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,20.58,5,FLY-699-606-565-557-SAVER
691,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-693-514-565-564-SAVER
692,150,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,20.58,6,FLY-559-465-507-463-SAVER
693,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,25.27,6,FLY-464-616-515-520-SAVER
694,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,22.29,5,FLY-506-554-607-507-SAVER
695,150,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,15.79,5,FLY-555-651-469-510-SAVER
696,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,16.7,5,FLY-604-645-568-602-SAVER
697,150,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-510-649-513-464-SAVER
698,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,20.58,5,FLY-601-697-615-463-SAVER
699,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.88,6,FLY-596-707-472-648-SAVER
700,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,34.3,5,FLY-466-600-516-467-SAVER
701,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-513-562-602-563-SAVER
702,200,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,47.83,5,FLY-651-559-558-560-SAVER
703,200,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,44.58,6,FLY-554-663-652-568-SAVER
704,200,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-570-470-600-606-SAVER
705,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,21.43,5,FLY-528-569-603-472-SAVER
706,200,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,16.61,6,FLY-596-707-472-648-SAVER
707,200,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,18.86,5,FLY-476-519-554-612-SAVER
709,200,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,15.86,5,FLY-453-522-524-458-SAVER
710,200,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-460-464-476-563-SAVER
711,200,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,45.12,5,FLY-419-553-522-705-SAVER
712,200,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,36.1,5,FLY-555-609-514-509-SAVER
713,200,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,6,FLY-512-546-656-611-SAVER
714,200,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.57,5,FLY-468-610-464-468-SAVER
715,200,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-510-649-513-464-SAVER
716,200,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,25.27,5,FLY-563-657-517-649-SAVER
717,200,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,22.56,5,FLY-564-574-602-511-SAVER
719,200,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.9,5,FLY-463-599-607-559-SAVER
721,200,0.2,A7,300gsm Art Board Coated,None,Double Sided,,16.24,5,FLY-461-565-472-656-SAVER
723,200,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,17.15,5,FLY-605-600-601-606-SAVER
724,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,16.29,5,FLY-645-577-696-648-SAVER
725,200,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,17.59,6,FLY-511-520-552-520-SAVER
726,200,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.79,5,FLY-649-529-558-466-SAVER
728,200,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,28.88,5,FLY-620-571-561-469-SAVER
729,200,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,6,FLY-520-699-614-508-SAVER
730,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,17.15,5,FLY-558-606-515-560-SAVER
731,200,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,78.03,5,FLY-560-656-562-519-SAVER
732,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,22.56,5,FLY-521-560-563-701-SAVER
733,200,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.85,6,FLY-611-551-613-514-SAVER
735,200,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,23.15,5,FLY-601-697-615-463-SAVER
736,200,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.7,5,FLY-693-514-565-564-SAVER
739,200,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,22.56,5,FLY-505-666-521-419-SAVER
740,200,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,25.27,5,FLY-610-557-699-506-SAVER
742,200,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,30.01,5,FLY-567-509-615-698-SAVER
743,200,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,18.05,5,FLY-562-706-529-476-SAVER
744,200,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-548-601-610-618-SAVER
745,200,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,45.44,5,FLY-468-460-461-614-SAVER
746,200,0.2,A7,300gsm Art Board Coated,None,Single Sided,,15.43,5,FLY-655-517-515-527-SAVER
748,200,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-506-603-615-609-SAVER
749,200,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,26.71,6,FLY-464-616-515-520-SAVER
750,200,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,23.15,5,FLY-548-462-573-566-SAVER
751,200,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,20.76,6,FLY-658-517-526-603-SAVER
753,200,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,26.71,6,FLY-561-511-476-552-SAVER
754,200,0.2,A3,300gsm Art Board Coated,None,Double Sided,,63.18,5,FLY-612-568-659-556-SAVER
755,200,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,42.86,5,FLY-464-561-425-544-SAVER
757,200,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,24.01,5,FLY-508-566-562-601-SAVER
758,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,6,FLY-704-461-567-565-SAVER
760,200,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,22.56,6,FLY-563-563-578-564-SAVER
761,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.88,6,FLY-462-558-560-613-SAVER
764,200,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,19.85,5,FLY-520-756-701-608-SAVER
765,200,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,24.37,5,FLY-518-560-458-516-SAVER
