,sku,quantity,servicelevel,productiondays,price,@material,@printing,@size
5873,FL-170S-AL-40,500,saver,4,25.29,170gsilk,oneside,along
5874,FL-170S-VK-44,500,standard,2,21.77,170gsilk,bothsides,carresmall
5875,FL-170S-VK-44,500,express,0,28.78,170gsilk,bothsides,carresmall
5882,FL-170S-US-44,500,saver,4,21.42,170gsilk,bothsides,us
5949,FL-170S-A6-40,500,saver,4,19.64,170gsilk,oneside,a6
5956,FL-170S-A7-40,500,standard,2,16.92,170gsilk,oneside,a7
5957,FL-170S-A7-40,500,saver,4,15.08,170gsilk,oneside,a7
5977,FL-170S-A6-44,500,express,0,23.95,170gsilk,bothsides,a6
5979,FL-170S-A6-44,500,standard,2,21.77,170gsilk,bothsides,a6
5983,FL-170S-VM-44,500,express,0,42.81,170gsilk,bothsides,carremedium
5984,FL-170S-VM-44,500,standard,2,32.41,170gsilk,bothsides,carremedium
5985,FL-170S-VM-44,500,saver,4,29.32,170gsilk,bothsides,carremedium
5989,FL-170S-A6-44,500,saver,4,19.64,170gsilk,bothsides,a6
5998,FL-170S-A7-40,500,express,0,18.85,170gsilk,oneside,a7
6020,FL-170S-A6-40,500,express,0,22.75,170gsilk,oneside,a6
6022,FL-170S-A6-40,500,standard,2,20.68,170gsilk,oneside,a6
6057,FL-170S-VG-40,500,standard,2,44.25,170gsilk,oneside,carrelarge
6058,FL-170S-VG-40,500,express,0,48.28,170gsilk,oneside,carrelarge
6059,FL-170S-A5-40,500,saver,4,26.83,170gsilk,oneside,a5
6068,FL-170S-VG-40,500,saver,4,39.85,170gsilk,oneside,carrelarge
6085,FL-170S-VK-40,500,saver,4,19.64,170gsilk,oneside,carresmall
6086,FL-170S-VK-40,500,standard,2,20.68,170gsilk,oneside,carresmall
6089,FL-170S-VK-40,500,express,0,23.37,170gsilk,oneside,carresmall
6091,FL-170S-VG-44,500,express,0,65.43,170gsilk,bothsides,carrelarge
6092,FL-170S-VG-44,500,standard,2,45.12,170gsilk,bothsides,carrelarge
6097,FL-170S-VG-44,500,saver,4,41.02,170gsilk,bothsides,carrelarge
6098,FL-170S-US-40,500,express,0,24.82,170gsilk,oneside,us
6099,FL-170S-US-40,500,standard,2,22.56,170gsilk,oneside,us
6100,FL-170S-US-40,500,saver,4,21.43,170gsilk,oneside,us
6107,FL-170S-A5-40,500,express,0,34.94,170gsilk,oneside,a5
6108,FL-170S-A5-40,500,standard,2,32.03,170gsilk,oneside,a5
6116,FL-170S-A4-40,500,standard,2,51.86,170gsilk,oneside,a4
6120,FL-170S-A4-40,500,saver,4,47.08,170gsilk,oneside,a4
6125,FL-170S-AL-44,500,express,0,36.33,170gsilk,bothsides,along
6126,FL-170S-AL-44,500,saver,4,27.13,170gsilk,bothsides,along
6137,FL-170S-AL-44,500,standard,2,31.73,170gsilk,bothsides,along
6164,FL-170S-A4-40,500,express,0,56.58,170gsilk,oneside,a4
6184,FL-170S-VM-40,500,express,0,35.28,170gsilk,oneside,carremedium
6211,FL-170S-VM-40,500,saver,4,25.48,170gsilk,oneside,carremedium
6216,FL-170S-VM-40,500,standard,2,30.46,170gsilk,oneside,carremedium
6232,FL-170S-XL-44,500,express,0,54.27,170gsilk,bothsides,xlong
6237,FL-170S-XL-44,500,standard,2,48.75,170gsilk,bothsides,xlong
6238,FL-170S-XL-44,500,saver,4,44.15,170gsilk,bothsides,xlong
6265,FL-170S-A4-40,1000,standard,2,67.82,170gsilk,oneside,a4
6268,FL-170S-A4-40,1000,saver,4,59.73,170gsilk,oneside,a4
6274,FL-170S-A4-40,1000,express,0,73.98,170gsilk,oneside,a4
6304,FL-170S-US-44,1000,express,0,44.76,170gsilk,bothsides,us
6307,FL-170S-US-44,1000,saver,4,26.78,170gsilk,bothsides,us
6309,FL-170S-US-44,1000,standard,2,29.69,170gsilk,bothsides,us
6310,FL-170S-A4-44,1000,express,0,76.05,170gsilk,bothsides,a4
6311,FL-170S-A5-40,1000,express,0,47.88,170gsilk,oneside,a5
6313,FL-170S-VK-40,1000,standard,2,23.5,170gsilk,oneside,carresmall
6320,FL-170S-VK-40,1000,express,0,30.81,170gsilk,oneside,carresmall
6330,FL-170S-VK-40,1000,saver,4,22.32,170gsilk,oneside,carresmall
6342,FL-170S-VM-40,1000,saver,4,40.36,170gsilk,oneside,carremedium
6343,FL-170S-VM-40,1000,standard,2,44.4,170gsilk,oneside,carremedium
6344,FL-170S-VM-40,1000,express,0,53.74,170gsilk,oneside,carremedium
6360,FL-170S-AL-44,1000,express,0,48.75,170gsilk,bothsides,along
6361,FL-170S-AL-44,1000,standard,2,37.71,170gsilk,bothsides,along
6362,FL-170S-AL-44,1000,saver,4,33.11,170gsilk,bothsides,along
6370,FL-170S-A4-44,1000,saver,4,63.38,170gsilk,bothsides,a4
6371,FL-170S-A4-44,1000,standard,2,69.71,170gsilk,bothsides,a4
6416,FL-170S-A7-40,1000,saver,4,17.86,170gsilk,oneside,a7
6433,FL-170S-A7-40,1000,express,0,23.69,170gsilk,oneside,a7
6435,FL-170S-A7-40,1000,standard,2,18.8,170gsilk,oneside,a7
6473,FL-170S-A5-40,1000,standard,2,43.89,170gsilk,oneside,a5
6474,FL-170S-A5-40,1000,saver,4,39.9,170gsilk,oneside,a5
6484,FL-170S-A6-44,1000,express,0,27.22,170gsilk,bothsides,a6
6489,FL-170S-VK-44,1000,saver,4,23.5,170gsilk,bothsides,carresmall
6490,FL-170S-VK-44,1000,standard,2,24.74,170gsilk,bothsides,carresmall
6493,FL-170S-VK-44,1000,express,0,40.64,170gsilk,bothsides,carresmall
6498,FL-170S-A6-44,1000,standard,2,24.74,170gsilk,bothsides,a6
6500,FL-170S-A6-44,1000,saver,4,22.32,170gsilk,bothsides,a6
6512,FL-170S-VM-44,1000,saver,4,41.22,170gsilk,bothsides,carremedium
6513,FL-170S-VM-44,1000,standard,2,45.34,170gsilk,bothsides,carremedium
6514,FL-170S-VM-44,1000,express,0,52.79,170gsilk,bothsides,carremedium
6530,FL-170S-A6-40,1000,saver,4,22.32,170gsilk,oneside,a6
6531,FL-170S-A6-40,1000,standard,2,23.5,170gsilk,oneside,a6
6532,FL-170S-A6-40,1000,express,0,25.85,170gsilk,oneside,a6
6588,FL-170S-XL-44,1000,express,0,79.11,170gsilk,bothsides,xlong
6589,FL-170S-XL-44,1000,standard,2,58.87,170gsilk,bothsides,xlong
6590,FL-170S-XL-44,1000,saver,4,54.27,170gsilk,bothsides,xlong
6677,FL-170S-XL-40,1000,saver,4,57.03,170gsilk,oneside,xlong
6678,FL-170S-XL-40,1000,standard,2,61.63,170gsilk,oneside,xlong
6679,FL-170S-XL-40,1000,express,0,66.23,170gsilk,oneside,xlong
6810,FL-170S-VG-44,1000,express,0,96.8,170gsilk,bothsides,carrelarge
6811,FL-170S-VG-44,1000,standard,2,55.44,170gsilk,bothsides,carrelarge
6812,FL-170S-VG-44,1000,saver,4,50.4,170gsilk,bothsides,carrelarge
6835,FL-170S-A5-44,1000,saver,4,40.83,170gsilk,bothsides,a5
6851,FL-170S-A5-44,1000,standard,2,44.91,170gsilk,bothsides,a5
6877,FL-170S-A7-44,1000,saver,4,17.85,170gsilk,bothsides,a7
6878,FL-170S-A7-44,1000,standard,2,19.79,170gsilk,bothsides,a7
6879,FL-170S-A7-44,1000,express,0,30.45,170gsilk,bothsides,a7
6888,FL-170S-A5-44,1000,express,0,49.0,170gsilk,bothsides,a5
6891,FL-170S-AL-40,1000,saver,4,36.33,170gsilk,oneside,along
6899,FL-170S-AL-40,1000,express,0,45.53,170gsilk,oneside,along
6905,FL-170S-AL-40,1000,standard,2,40.93,170gsilk,oneside,along
7013,FL-170S-VG-40,1000,standard,2,54.02,170gsilk,oneside,carrelarge
7014,FL-170S-VG-40,1000,saver,4,49.11,170gsilk,oneside,carrelarge
7015,FL-170S-VG-40,1000,express,0,76.42,170gsilk,oneside,carrelarge
7016,FL-170S-US-40,1000,standard,2,28.21,170gsilk,oneside,us
7017,FL-170S-US-40,1000,express,0,31.03,170gsilk,oneside,us
7018,FL-170S-US-40,1000,saver,4,26.8,170gsilk,oneside,us
7066,FL-170S-A5-44,2500,express,0,72.38,170gsilk,bothsides,a5
7069,FL-170S-A5-44,2500,standard,2,66.35,170gsilk,bothsides,a5
7070,FL-170S-A5-44,2500,saver,4,60.31,170gsilk,bothsides,a5
7071,FL-170S-VM-40,2500,express,1,60.97,170gsilk,oneside,carremedium
7072,FL-170S-VM-40,2500,standard,3,58.2,170gsilk,oneside,carremedium
7075,FL-170S-VM-40,2500,saver,6,55.43,170gsilk,oneside,carremedium
7109,FL-170S-A5-40,2500,express,0,70.19,170gsilk,oneside,a5
7110,FL-170S-A5-40,2500,standard,2,64.34,170gsilk,oneside,a5
7111,FL-170S-A5-40,2500,saver,4,58.49,170gsilk,oneside,a5
7125,FL-170S-US-44,2500,standard,3,45.53,170gsilk,bothsides,us
7131,FL-170S-US-44,2500,express,1,50.08,170gsilk,bothsides,us
7132,FL-170S-US-44,2500,saver,6,41.07,170gsilk,bothsides,us
7138,FL-170S-AL-40,2500,standard,2,54.27,170gsilk,oneside,along
7139,FL-170S-AL-40,2500,saver,6,49.67,170gsilk,oneside,along
7161,FL-170S-VK-40,2500,standard,2,37.61,170gsilk,oneside,carresmall
7162,FL-170S-VK-40,2500,saver,6,35.73,170gsilk,oneside,carresmall
7204,FL-170S-VK-44,2500,standard,2,39.59,170gsilk,bothsides,carresmall
7205,FL-170S-VK-44,2500,saver,6,37.61,170gsilk,bothsides,carresmall
7212,FL-170S-A4-40,2500,standard,2,126.02,170gsilk,oneside,a4
7222,FL-170S-A4-40,2500,express,0,137.48,170gsilk,oneside,a4
7232,FL-170S-A4-40,2500,saver,4,114.56,170gsilk,oneside,a4
7235,FL-170S-A7-44,2500,saver,6,24.99,170gsilk,bothsides,a7
7241,FL-170S-VM-44,2500,saver,6,57.06,170gsilk,bothsides,carremedium
7258,FL-170S-A7-44,2500,standard,2,27.71,170gsilk,bothsides,a7
7260,FL-170S-VM-44,2500,express,1,62.77,170gsilk,bothsides,carremedium
7268,FL-170S-A6-44,2500,express,0,43.55,170gsilk,bothsides,a6
7269,FL-170S-A6-44,2500,standard,2,39.59,170gsilk,bothsides,a6
7270,FL-170S-VM-44,2500,standard,3,59.92,170gsilk,bothsides,carremedium
7272,FL-170S-A6-44,2500,saver,4,35.71,170gsilk,bothsides,a6
7340,FL-170S-A4-44,2500,saver,4,118.37,170gsilk,bothsides,a4
7346,FL-170S-A4-44,2500,standard,2,130.21,170gsilk,bothsides,a4
7347,FL-170S-A4-44,2500,express,0,142.05,170gsilk,bothsides,a4
7350,FL-170S-A6-40,2500,express,0,41.37,170gsilk,oneside,a6
7351,FL-170S-A6-40,2500,standard,2,37.61,170gsilk,oneside,a6
7352,FL-170S-A6-40,2500,saver,4,35.73,170gsilk,oneside,a6
7393,FL-170S-XL-40,2500,standard,2,92.91,170gsilk,oneside,xlong
7483,FL-170S-A7-40,2500,saver,6,23.44,170gsilk,oneside,a7
7484,FL-170S-A7-40,2500,standard,2,26.32,170gsilk,oneside,a7
7487,FL-170S-AL-44,2500,standard,2,54.27,170gsilk,bothsides,along
7508,FL-170S-VG-44,2500,saver,6,87.43,170gsilk,bothsides,carrelarge
7509,FL-170S-VG-44,2500,standard,3,91.8,170gsilk,bothsides,carrelarge
7510,FL-170S-VG-44,2500,express,2,96.17,170gsilk,bothsides,carrelarge
7514,FL-170S-AL-44,2500,saver,6,49.67,170gsilk,bothsides,along
7558,FL-170S-XL-40,2500,saver,6,88.31,170gsilk,oneside,xlong
7560,FL-170S-XL-44,2500,saver,6,88.31,170gsilk,bothsides,xlong
7561,FL-170S-XL-44,2500,standard,2,92.91,170gsilk,bothsides,xlong
7579,FL-170S-US-40,2500,express,1,47.58,170gsilk,oneside,us
7617,FL-170S-VG-40,2500,saver,4,84.58,170gsilk,oneside,carrelarge
7620,FL-170S-US-40,2500,saver,6,41.09,170gsilk,oneside,us
7623,FL-170S-VG-40,2500,standard,1,88.81,170gsilk,oneside,carrelarge
7624,FL-170S-US-40,2500,standard,3,43.25,170gsilk,oneside,us
7625,FL-170S-VG-40,2500,express,2,93.04,170gsilk,oneside,carrelarge
7628,FL-170S-A6-40,5000,saver,4,44.66,170gsilk,oneside,a6
7629,FL-170S-A6-40,5000,express,0,51.72,170gsilk,oneside,a6
7630,FL-170S-A6-40,5000,standard,2,47.02,170gsilk,oneside,a6
7631,FL-170S-VG-44,5000,express,2,153.75,170gsilk,bothsides,carrelarge
7651,FL-170S-US-44,5000,saver,6,57.36,170gsilk,bothsides,us
7653,FL-170S-AL-40,5000,saver,6,78.19,170gsilk,oneside,along
7654,FL-170S-AL-40,5000,standard,2,82.79,170gsilk,oneside,along
7717,FL-170S-US-44,5000,standard,3,61.37,170gsilk,bothsides,us
7737,FL-170S-VM-40,5000,express,1,94.28,170gsilk,oneside,carremedium
7739,FL-170S-VM-40,5000,standard,3,80.59,170gsilk,oneside,carremedium
7764,FL-170S-VM-40,5000,saver,4,76.75,170gsilk,oneside,carremedium
7766,FL-170S-A4-44,5000,saver,4,187.54,170gsilk,bothsides,a4
7767,FL-170S-VG-40,5000,express,2,144.48,170gsilk,oneside,carrelarge
7768,FL-170S-A4-44,5000,standard,2,206.3,170gsilk,bothsides,a4
7769,FL-170S-XL-44,5000,standard,2,150.87,170gsilk,bothsides,xlong
7770,FL-170S-A4-44,5000,express,0,225.05,170gsilk,bothsides,a4
7773,FL-170S-XL-44,5000,saver,6,144.43,170gsilk,bothsides,xlong
7776,FL-170S-VG-40,5000,standard,3,137.6,170gsilk,oneside,carrelarge
7778,FL-170S-VG-40,5000,saver,4,132.49,170gsilk,oneside,carrelarge
7785,FL-170S-US-44,5000,express,1,74.76,170gsilk,bothsides,us
7801,FL-170S-AL-44,5000,saver,6,78.19,170gsilk,bothsides,along
7810,FL-170S-AL-44,5000,standard,2,82.79,170gsilk,bothsides,along
7910,FL-170S-A5-44,5000,express,0,109.87,170gsilk,bothsides,a5
7914,FL-170S-A5-44,5000,standard,2,100.72,170gsilk,bothsides,a5
7915,FL-170S-A5-44,5000,saver,4,91.56,170gsilk,bothsides,a5
7931,FL-170S-A6-44,5000,express,0,54.44,170gsilk,bothsides,a6
7932,FL-170S-A6-44,5000,standard,2,49.49,170gsilk,bothsides,a6
7934,FL-170S-A6-44,5000,saver,4,44.64,170gsilk,bothsides,a6
7942,FL-170S-VK-44,5000,standard,2,49.49,170gsilk,bothsides,carresmall
7943,FL-170S-VK-44,5000,saver,6,47.02,170gsilk,bothsides,carresmall
7978,FL-170S-US-40,5000,saver,6,57.39,170gsilk,oneside,us
7990,FL-170S-VM-44,5000,express,1,98.53,170gsilk,bothsides,carremedium
7991,FL-170S-VM-44,5000,standard,3,83.34,170gsilk,bothsides,carremedium
7992,FL-170S-VM-44,5000,saver,6,79.37,170gsilk,bothsides,carremedium
8001,FL-170S-A7-44,5000,saver,6,28.57,170gsilk,bothsides,a7
8002,FL-170S-A7-44,5000,standard,2,31.67,170gsilk,bothsides,a7
8003,FL-170S-US-40,5000,standard,3,58.3,170gsilk,oneside,us
8024,FL-170S-US-40,5000,express,1,69.94,170gsilk,oneside,us
8029,FL-170S-VG-44,5000,standard,3,146.76,170gsilk,bothsides,carrelarge
8031,FL-170S-A4-40,5000,standard,2,199.1,170gsilk,oneside,a4
8056,FL-170S-A7-40,5000,saver,6,27.99,170gsilk,oneside,a7
8057,FL-170S-VG-44,5000,saver,4,139.77,170gsilk,bothsides,carrelarge
8061,FL-170S-A4-40,5000,express,0,217.2,170gsilk,oneside,a4
8063,FL-170S-A4-40,5000,saver,4,181.0,170gsilk,oneside,a4
8105,FL-170S-A7-40,5000,standard,2,30.09,170gsilk,oneside,a7
8115,FL-170S-XL-40,5000,standard,2,150.87,170gsilk,oneside,xlong
8116,FL-170S-XL-40,5000,saver,6,144.43,170gsilk,oneside,xlong
8130,FL-170S-VK-40,5000,saver,6,44.66,170gsilk,oneside,carresmall
8136,FL-170S-VK-40,5000,standard,2,47.02,170gsilk,oneside,carresmall
8167,FL-170S-A5-40,5000,standard,2,97.41,170gsilk,oneside,a5
8170,FL-170S-A5-40,5000,saver,4,88.56,170gsilk,oneside,a5
8184,FL-170S-A5-40,5000,express,0,106.27,170gsilk,oneside,a5
8205,FL-170S-US-40,10000,standard,3,131.8,170gsilk,oneside,us
8222,FL-170S-VK-44,10000,standard,2,110.48,170gsilk,bothsides,carresmall
8223,FL-170S-VK-44,10000,saver,6,93.9,170gsilk,bothsides,carresmall
8227,FL-170S-US-40,10000,saver,6,125.52,170gsilk,oneside,us
8229,FL-170S-US-40,10000,express,2,138.07,170gsilk,oneside,us
8348,FL-170S-A5-44,10000,express,0,198.1,170gsilk,bothsides,a5
8349,FL-170S-A5-44,10000,standard,2,171.09,170gsilk,bothsides,a5
8350,FL-170S-A5-44,10000,saver,4,145.43,170gsilk,bothsides,a5
8382,FL-170S-A5-40,10000,express,0,181.71,170gsilk,oneside,a5
8384,FL-170S-VK-40,10000,saver,6,111.67,170gsilk,oneside,carresmall
8405,FL-170S-A5-40,10000,standard,2,156.92,170gsilk,oneside,a5
8425,FL-170S-VK-40,10000,standard,2,117.55,170gsilk,oneside,carresmall
8427,FL-170S-A5-40,10000,saver,4,151.39,170gsilk,oneside,a5
8432,FL-170S-A6-44,10000,express,0,108.77,170gsilk,bothsides,a6
8434,FL-170S-A6-44,10000,standard,2,93.94,170gsilk,bothsides,a6
8450,FL-170S-A6-44,10000,saver,4,81.86,170gsilk,bothsides,a6
8457,FL-170S-A7-44,10000,standard,2,55.5,170gsilk,bothsides,a7
8459,FL-170S-A7-44,10000,saver,6,47.18,170gsilk,bothsides,a7
8467,FL-170S-VM-44,10000,express,2,157.45,170gsilk,bothsides,carremedium
8481,FL-170S-VM-44,10000,standard,3,147.81,170gsilk,bothsides,carremedium
8496,FL-170S-XL-40,10000,saver,6,241.95,170gsilk,oneside,xlong
8498,FL-170S-XL-40,10000,standard,2,254.83,170gsilk,oneside,xlong
8518,FL-170S-VM-44,10000,saver,4,138.16,170gsilk,bothsides,carremedium
8558,FL-170S-A4-44,10000,saver,4,323.73,170gsilk,bothsides,a4
8559,FL-170S-A4-44,10000,standard,2,356.1,170gsilk,bothsides,a4
8560,FL-170S-A4-44,10000,express,0,388.47,170gsilk,bothsides,a4
8568,FL-170S-A7-40,10000,saver,6,45.24,170gsilk,oneside,a7
8570,FL-170S-VG-44,10000,express,1,263.9,170gsilk,bothsides,carrelarge
8577,FL-170S-VG-40,10000,saver,6,205.12,170gsilk,oneside,carrelarge
8581,FL-170S-VM-40,10000,express,2,149.08,170gsilk,oneside,carremedium
8582,FL-170S-VM-40,10000,standard,3,137.9,170gsilk,oneside,carremedium
8583,FL-170S-VM-40,10000,saver,4,126.72,170gsilk,oneside,carremedium
8590,FL-170S-VG-44,10000,standard,3,251.91,170gsilk,bothsides,carrelarge
8591,FL-170S-VG-44,10000,saver,6,239.91,170gsilk,bothsides,carrelarge
8595,FL-170S-VG-40,10000,express,1,221.37,170gsilk,oneside,carrelarge
8603,FL-170S-VG-40,10000,standard,3,205.25,170gsilk,oneside,carrelarge
8641,FL-170S-US-44,10000,saver,6,130.54,170gsilk,bothsides,us
8666,FL-170S-US-44,10000,standard,3,137.07,170gsilk,bothsides,us
8667,FL-170S-AL-44,10000,standard,2,140.75,170gsilk,bothsides,along
8668,FL-170S-AL-44,10000,saver,6,134.31,170gsilk,bothsides,along
8676,FL-170S-US-44,10000,express,2,143.6,170gsilk,bothsides,us
8678,FL-170S-A7-40,10000,standard,2,53.24,170gsilk,oneside,a7
8685,FL-170S-XL-44,10000,standard,2,254.83,170gsilk,bothsides,xlong
8691,FL-170S-A4-40,10000,express,0,374.32,170gsilk,oneside,a4
8692,FL-170S-A4-40,10000,standard,2,330.87,170gsilk,oneside,a4
8693,FL-170S-A4-40,10000,saver,4,281.24,170gsilk,oneside,a4
8694,FL-170S-AL-40,10000,saver,6,134.31,170gsilk,oneside,along
8696,FL-170S-AL-40,10000,standard,2,140.75,170gsilk,oneside,along
8698,FL-170S-A6-40,10000,express,0,107.17,170gsilk,oneside,a6
8712,FL-170S-XL-44,10000,saver,6,241.95,170gsilk,bothsides,xlong
8713,FL-170S-A6-40,10000,saver,4,96.71,170gsilk,oneside,a6
8717,FL-170S-A6-40,10000,standard,2,101.82,170gsilk,oneside,a6
8753,FL-170S-A7-40,15000,saver,6,63.07,170gsilk,oneside,a7
8754,FL-170S-VK-40,15000,saver,6,156.35,170gsilk,oneside,carresmall
8758,FL-170S-A6-44,15000,saver,6,126.08,170gsilk,bothsides,a6
8767,FL-170S-A6-44,15000,standard,2,138.69,170gsilk,bothsides,a6
8778,FL-170S-US-44,15000,standard,2,181.15,170gsilk,bothsides,us
8789,FL-170S-A5-40,15000,standard,2,246.31,170gsilk,oneside,a5
8795,FL-170S-A5-40,15000,saver,6,209.66,170gsilk,oneside,a5
8799,FL-170S-VK-40,15000,standard,2,164.58,170gsilk,oneside,carresmall
8800,FL-170S-VG-44,15000,saver,4,344.05,170gsilk,bothsides,carrelarge
8805,FL-170S-XL-40,15000,saver,6,346.83,170gsilk,oneside,xlong
8807,FL-170S-VG-44,15000,standard,2,388.56,170gsilk,bothsides,carrelarge
8811,FL-170S-VG-40,15000,standard,2,375.04,170gsilk,oneside,carrelarge
8813,FL-170S-US-44,15000,saver,6,164.68,170gsilk,bothsides,us
8815,FL-170S-A7-40,15000,standard,2,63.08,170gsilk,oneside,a7
8824,FL-170S-VG-40,15000,saver,4,330.54,170gsilk,oneside,carrelarge
8843,FL-170S-XL-40,15000,standard,2,364.31,170gsilk,oneside,xlong
8858,FL-170S-A5-44,15000,standard,2,247.49,170gsilk,bothsides,a5
8860,FL-170S-A5-44,15000,saver,6,210.37,170gsilk,bothsides,a5
8882,FL-170S-VM-40,15000,saver,4,180.96,170gsilk,oneside,carremedium
8883,FL-170S-VM-40,15000,standard,2,193.56,170gsilk,oneside,carremedium
8979,FL-170S-VM-44,15000,saver,4,182.4,170gsilk,bothsides,carremedium
9038,FL-170S-AL-40,15000,standard,2,195.03,170gsilk,oneside,along
9041,FL-170S-XL-44,15000,standard,2,364.31,170gsilk,bothsides,xlong
9046,FL-170S-XL-44,15000,saver,6,346.83,170gsilk,bothsides,xlong
9073,FL-170S-A6-40,15000,standard,2,133.99,170gsilk,oneside,a6
9074,FL-170S-A6-40,15000,saver,6,121.81,170gsilk,oneside,a6
9093,FL-170S-AL-40,15000,saver,6,183.99,170gsilk,oneside,along
9116,FL-170S-AL-44,15000,standard,2,195.03,170gsilk,bothsides,along
9125,FL-170S-AL-44,15000,saver,6,183.99,170gsilk,bothsides,along
9145,FL-170S-VM-44,15000,standard,2,200.64,170gsilk,bothsides,carremedium
9163,FL-170S-A7-44,15000,saver,6,63.18,170gsilk,bothsides,a7
9164,FL-170S-US-40,15000,saver,6,158.35,170gsilk,oneside,us
9165,FL-170S-VK-44,15000,saver,6,154.54,170gsilk,bothsides,carresmall
9169,FL-170S-US-40,15000,standard,2,174.18,170gsilk,oneside,us
9176,FL-170S-A4-40,15000,standard,2,494.76,170gsilk,oneside,a4
9187,FL-170S-VK-44,15000,standard,2,173.24,170gsilk,bothsides,carresmall
9189,FL-170S-A7-44,15000,standard,2,73.14,170gsilk,bothsides,a7
9200,FL-170S-A4-40,15000,saver,4,426.35,170gsilk,oneside,a4
9203,FL-170S-A4-44,15000,standard,2,525.94,170gsilk,bothsides,a4
9204,FL-170S-A4-44,15000,saver,4,457.53,170gsilk,bothsides,a4
9217,FL-170S-VK-40,20000,standard,2,211.6,170gsilk,oneside,carresmall
9219,FL-170S-VG-40,20000,saver,4,416.44,170gsilk,oneside,carrelarge
9221,FL-170S-A5-40,20000,saver,6,281.99,170gsilk,oneside,a5
9226,FL-170S-VK-40,20000,saver,6,201.02,170gsilk,oneside,carresmall
9233,FL-170S-VG-40,20000,standard,2,494.27,170gsilk,oneside,carrelarge
9234,FL-170S-A5-40,20000,standard,2,327.06,170gsilk,oneside,a5
9248,FL-170S-A7-44,20000,saver,6,79.36,170gsilk,bothsides,a7
9249,FL-170S-A7-44,20000,standard,2,91.01,170gsilk,bothsides,a7
9292,FL-170S-US-40,20000,standard,2,223.82,170gsilk,oneside,us
9314,FL-170S-US-40,20000,saver,6,203.47,170gsilk,oneside,us
9328,FL-170S-XL-44,20000,standard,2,455.39,170gsilk,bothsides,xlong
9333,FL-170S-XL-44,20000,saver,4,433.31,170gsilk,bothsides,xlong
9389,FL-170S-VK-44,20000,saver,6,177.14,170gsilk,bothsides,carresmall
9402,FL-170S-VK-44,20000,standard,2,208.38,170gsilk,bothsides,carresmall
9443,FL-170S-A6-40,20000,saver,6,161.49,170gsilk,oneside,a6
9444,FL-170S-AL-40,20000,standard,2,195.95,170gsilk,oneside,along
9445,FL-170S-A6-40,20000,standard,2,177.64,170gsilk,oneside,a6
9446,FL-170S-AL-40,20000,saver,6,184.91,170gsilk,oneside,along
9473,FL-170S-AL-44,20000,standard,2,195.95,170gsilk,bothsides,along
9475,FL-170S-A7-40,20000,standard,2,83.71,170gsilk,oneside,a7
9477,FL-170S-A7-40,20000,saver,6,79.13,170gsilk,oneside,a7
9486,FL-170S-AL-44,20000,saver,6,184.91,170gsilk,bothsides,along
9487,FL-170S-A4-44,20000,saver,4,593.23,170gsilk,bothsides,a4
9501,FL-170S-A4-40,20000,standard,2,642.56,170gsilk,oneside,a4
9502,FL-170S-A4-40,20000,saver,4,560.43,170gsilk,oneside,a4
9504,FL-170S-A4-44,20000,standard,2,667.43,170gsilk,bothsides,a4
9533,FL-170S-VM-40,20000,standard,2,247.64,170gsilk,oneside,carremedium
9534,FL-170S-VM-40,20000,saver,4,235.13,170gsilk,oneside,carremedium
9535,FL-170S-VG-44,20000,standard,2,529.71,170gsilk,bothsides,carrelarge
9536,FL-170S-US-44,20000,saver,6,211.61,170gsilk,bothsides,us
9537,FL-170S-US-44,20000,standard,2,232.77,170gsilk,bothsides,us
9538,FL-170S-A5-44,20000,standard,2,336.28,170gsilk,bothsides,a5
9539,FL-170S-A6-44,20000,standard,2,177.19,170gsilk,bothsides,a6
9547,FL-170S-A6-44,20000,saver,6,151.62,170gsilk,bothsides,a6
9549,FL-170S-A5-44,20000,saver,6,290.71,170gsilk,bothsides,a5
9600,FL-170S-XL-40,20000,saver,4,433.31,170gsilk,oneside,xlong
9639,FL-170S-VG-44,20000,saver,4,452.47,170gsilk,bothsides,carrelarge
9651,FL-170S-XL-40,20000,standard,2,455.39,170gsilk,oneside,xlong
9659,FL-170S-VM-44,20000,standard,2,256.95,170gsilk,bothsides,carremedium
9661,FL-170S-VM-44,20000,saver,4,234.59,170gsilk,bothsides,carremedium
9664,FL-170S-VG-44,25000,standard,2,641.83,170gsilk,bothsides,carrelarge
9665,FL-170S-VG-44,25000,saver,6,565.38,170gsilk,bothsides,carrelarge
9713,FL-170S-A6-44,25000,saver,6,201.97,170gsilk,bothsides,a6
9714,FL-170S-A6-44,25000,standard,2,223.36,170gsilk,bothsides,a6
9731,FL-170S-VK-44,25000,saver,6,237.52,170gsilk,bothsides,carresmall
9736,FL-170S-VK-44,25000,standard,2,272.24,170gsilk,bothsides,carresmall
9745,FL-170S-VM-44,25000,standard,2,330.07,170gsilk,bothsides,carremedium
9761,FL-170S-VM-44,25000,saver,6,291.64,170gsilk,bothsides,carremedium
9785,FL-170S-XL-44,25000,saver,6,508.75,170gsilk,bothsides,xlong
9786,FL-170S-XL-44,25000,standard,2,543.71,170gsilk,bothsides,xlong
9799,FL-170S-A6-40,25000,saver,6,196.02,170gsilk,oneside,a6
9800,FL-170S-A6-40,25000,standard,2,215.63,170gsilk,oneside,a6
