,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceSaver,Production Days Saver,Saver Sku
287,5000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,128.61,5,FLY-510-623-603-607-SAVER
3962,5000,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,47.16,5,FLY-473-615-513-661-SAVER
3696,5000,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,252.7,6,FLY-653-525-608-523-SAVER
3662,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,145.75,5,FLY-559-699-613-611-SAVER
80,5000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,153.42,6,FLY-516-600-653-599-SAVER
6795,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,306.85,7,FLY-463-601-571-526-SAVER
5214,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,235.78,5,FLY-470-519-612-518-SAVER
3471,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,301.8,7,FLY-522-566-604-501-SAVER
3484,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,631.75,7,FLY-508-607-462-512-SAVER
6812,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,147.13,7,FLY-606-411-461-569-SAVER
866,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,147.13,7,FLY-513-514-604-456-SAVER
5180,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,32.49,5,FLY-551-516-514-652-SAVER
3509,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,30.87,5,FLY-512-620-573-470-SAVER
839,5000,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,49.64,5,FLY-555-651-469-510-SAVER
815,5000,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,600.16,5,FLY-514-561-525-612-SAVER
5146,5000,0.2,A3,450gsm Art Board Silk Finish,None,Double Sided,,965.68,5,FLY-564-562-463-610-SAVER
6827,5000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,158.61,5,FLY-610-562-605-516-SAVER
5121,5000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,85.74,5,FLY-698-715-508-600-SAVER
3553,5000,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,120.03,5,FLY-515-526-479-512-SAVER
156,5000,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,153.42,5,FLY-611-505-479-573-SAVER
3587,5000,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,230.14,5,FLY-697-609-600-557-SAVER
5645,5000,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,27.44,5,FLY-553-613-506-657-SAVER
5087,5000,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,45.12,5,FLY-466-563-520-505-SAVER
3621,5000,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,28.88,5,FLY-510-660-562-561-SAVER
781,5000,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,32.49,6,FLY-696-612-513-616-SAVER
3646,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1062.24,7,FLY-556-575-506-560-SAVER
5053,5000,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,145.75,5,FLY-699-606-565-557-SAVER
747,5000,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,61.37,6,FLY-605-653-555-522-SAVER
4882,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,317.68,7,FLY-603-502-562-556-SAVER
622,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,197.2,7,FLY-568-606-556-606-SAVER
4869,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,801.65,7,FLY-518-550-614-612-SAVER
4298,5000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,135.38,5,FLY-615-560-513-413-SAVER
443,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,154.87,7,FLY-550-505-610-660-SAVER
4683,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,600.16,7,FLY-565-521-471-653-SAVER
4332,5000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,38.58,5,FLY-453-522-524-458-SAVER
7059,5000,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,90.25,5,FLY-562-706-529-476-SAVER
416,5000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,55.95,5,FLY-558-606-515-560-SAVER
4661,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,317.68,7,FLY-460-557-473-615-SAVER
4359,5000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,154.87,7,FLY-498-608-613-451-SAVER
382,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,42.86,5,FLY-647-603-648-602-SAVER
4634,5000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,40.61,5,FLY-693-514-565-564-SAVER
4381,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,291.51,7,FLY-517-707-616-503-SAVER
4414,5000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,122.74,6,FLY-464-616-515-520-SAVER
358,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,600.16,7,FLY-567-499-646-651-SAVER
4609,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,154.87,7,FLY-506-602-563-460-SAVER
4448,5000,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,21.66,6,FLY-519-612-554-521-SAVER
345,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,160.33,7,FLY-609-600-605-648-SAVER
4582,5000,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,85.74,5,FLY-605-600-601-606-SAVER
4475,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,843.84,7,FLY-653-566-500-569-SAVER
322,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,153.42,5,FLY-518-560-458-516-SAVER
4489,5000,0.0,A4,450gsm Art Board Silk Finish,None,Single Sided,,728.76,5,FLY-571-460-563-556-SAVER
7106,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,80.17,7,FLY-516-508-603-465-SAVER
4548,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,120.03,5,FLY-528-569-603-472-SAVER
4514,5000,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,917.4,5,FLY-657-470-506-653-SAVER
4274,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,1009.13,7,FLY-573-451-469-549-SAVER
460,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,147.13,7,FLY-600-704-648-520-SAVER
4249,5000,0.0,A5,300gsm Art Board Coated,None,Double Sided,,135.38,5,FLY-565-564-512-569-SAVER
122,5000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,108.3,5,FLY-520-756-701-608-SAVER
614,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,257.21,7,FLY-600-564-516-529-SAVER
4852,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,1062.24,7,FLY-472-615-457-517-SAVER
3996,5000,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,218.63,5,FLY-458-559-606-423-SAVER
587,5000,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Double Sided,,153.42,5,FLY-523-616-570-604-SAVER
4837,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,843.84,7,FLY-561-608-559-556-SAVER
6979,5000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,126.35,7,FLY-568-506-602-564-SAVER
4813,5000,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,469.3,5,FLY-475-700-701-515-SAVER
4030,5000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,145.75,6,FLY-601-607-609-608-SAVER
4064,5000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,42.86,5,FLY-515-565-509-421-SAVER
564,5000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,342.95,5,FLY-555-609-514-509-SAVER
4779,5000,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,116.6,6,FLY-520-565-521-515-SAVER
3467,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,1500.41,7,FLY-571-517-608-524-SAVER
4098,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,235.78,5,FLY-506-554-607-507-SAVER
4130,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,72.2,7,FLY-425-714-469-606-SAVER
7001,5000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,157.76,7,FLY-746-575-564-657-SAVER
4755,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,291.51,7,FLY-564-516-559-519-SAVER
4147,5000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,728.76,5,FLY-451-609-656-609-SAVER
508,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,120.03,5,FLY-610-608-616-563-SAVER
4181,5000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,445.84,5,FLY-463-599-525-650-SAVER
474,5000,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,767.12,5,FLY-558-557-507-607-SAVER
4742,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,801.65,7,FLY-608-526-560-513-SAVER
7025,5000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,38.58,6,FLY-663-694-473-564-SAVER
4718,5000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,19.72,5,FLY-662-658-660-553-SAVER
4215,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,30.87,5,FLY-563-655-515-563-SAVER
540,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,306.85,7,FLY-481-654-556-607-SAVER
890,5000,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,445.84,5,FLY-601-547-654-469-SAVER
6854,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1579.38,7,FLY-572-505-568-610-SAVER
3440,5000,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,20.58,6,FLY-665-709-560-606-SAVER
5540,5000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,469.3,5,FLY-559-497-514-462-SAVER
5410,5000,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,30.87,6,FLY-512-546-656-611-SAVER
3091,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,27.08,6,FLY-511-520-552-520-SAVER
1088,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,147.13,7,FLY-471-511-477-611-SAVER
1237,5000,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,32.49,5,FLY-500-562-558-563-SAVER
190,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,145.75,5,FLY-548-462-573-566-SAVER
3125,5000,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,240.06,6,FLY-554-663-652-568-SAVER
5376,5000,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,19.72,5,FLY-659-703-572-557-SAVER
6695,5000,0.0,A4,300gsm Art Board Coated,None,Single Sided,,325.8,5,FLY-550-608-599-516-SAVER
3157,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,902.5,7,FLY-558-613-513-427-SAVER
2845,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,117.32,7,FLY-561-569-553-559-SAVER
1271,5000,0.2,A3,300gsm Art Board Coated,None,Single Sided,,565.87,5,FLY-699-516-565-577-SAVER
2828,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,120.03,7,FLY-695-518-472-573-SAVER
1061,5000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,102.88,5,FLY-646-566-513-514-SAVER
12,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,45.12,5,FLY-570-470-600-606-SAVER
2815,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,317.68,7,FLY-498-518-594-624-SAVER
5361,5000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,843.84,7,FLY-600-558-500-512-SAVER
1110,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,126.35,7,FLY-519-522-603-512-SAVER
3067,5000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,84.38,7,FLY-424-622-518-521-SAVER
2861,5000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,1062.24,7,FLY-515-517-508-607-SAVER
3050,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,631.75,7,FLY-575-699-596-526-SAVER
2938,5000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,32.49,5,FLY-427-575-563-517-SAVER
2961,5000,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,168.77,7,FLY-472-571-558-609-SAVER
5494,5000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,291.51,7,FLY-574-606-466-606-SAVER
6637,5000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,600.16,7,FLY-657-521-619-559-SAVER
1202,5000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,166.96,5,FLY-608-511-549-465-SAVER
5472,5000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,120.03,7,FLY-552-604-479-515-SAVER
2976,5000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,30.87,6,FLY-704-461-567-565-SAVER
2903,5000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,145.75,6,FLY-606-563-558-465-SAVER
3198,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,801.65,7,FLY-524-520-466-556-SAVER
3010,5000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,107.17,5,FLY-430-572-561-610-SAVER
5516,5000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,902.5,7,FLY-472-703-500-618-SAVER
1134,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,248.19,5,FLY-572-609-553-554-SAVER
5459,5000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,111.45,7,FLY-466-558-611-509-SAVER
3037,5000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,154.87,7,FLY-507-694-554-551-SAVER
5442,5000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,120.03,7,FLY-515-555-525-572-SAVER
6671,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,317.68,7,FLY-564-611-510-469-SAVER
6605,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,76.71,5,FLY-513-607-622-594-SAVER
2869,5000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,133.75,5,FLY-569-565-651-515-SAVER
6654,5000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,301.8,7,FLY-650-520-706-518-SAVER
5577,5000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,72.87,5,FLY-608-704-510-564-SAVER
3174,5000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,767.12,5,FLY-503-564-517-557-SAVER
5334,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,126.35,5,FLY-505-666-521-419-SAVER
3280,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,54.15,6,FLY-658-517-526-603-SAVER
980,5000,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,351.52,5,FLY-466-600-516-467-SAVER
5611,5000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,51.44,6,FLY-554-615-567-604-SAVER
1027,5000,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,235.78,5,FLY-559-569-613-566-SAVER
3336,5000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,72.87,6,FLY-611-506-603-654-SAVER
6543,5000,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,27.44,5,FLY-619-694-464-473-SAVER
956,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,291.51,7,FLY-665-602-564-603-SAVER
5300,5000,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,351.52,5,FLY-464-561-425-544-SAVER
3370,5000,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,235.78,5,FLY-460-464-476-563-SAVER
1296,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,153.42,5,FLY-527-519-549-523-SAVER
5275,5000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,902.5,7,FLY-603-560-552-471-SAVER
3406,5000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,140.79,5,FLY-507-564-557-478-SAVER
2740,5000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,90.25,5,FLY-509-515-644-514-SAVER
253,5000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,28.88,5,FLY-463-599-607-559-SAVER
924,5000,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,166.96,5,FLY-658-565-525-469-SAVER
5248,5000,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,58.3,6,FLY-498-661-556-469-SAVER
6763,5000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,55.95,5,FLY-604-645-568-602-SAVER
2774,5000,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,25.73,6,FLY-546-601-601-555-SAVER
3312,5000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,306.85,7,FLY-552-657-560-510-SAVER
1168,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,76.71,5,FLY-405-508-523-603-SAVER
1003,5000,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,317.68,7,FLY-600-579-559-556-SAVER
2798,5000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,843.84,7,FLY-468-608-562-557-SAVER
3223,5000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,145.75,5,FLY-601-697-615-463-SAVER
6570,5000,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,76.71,5,FLY-522-557-558-563-SAVER
6729,5000,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,40.61,6,FLY-556-604-569-542-SAVER
3246,5000,0.0,A5,450gsm Art Board Silk Finish,None,Double Sided,,288.8,5,FLY-456-604-652-609-SAVER
6228,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,1286.06,7,FLY-656-509-659-646-SAVER
1272,7500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,840.23,5,FLY-699-516-565-577-SAVER
509,7500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,180.04,5,FLY-610-608-616-563-SAVER
13,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,81.22,5,FLY-570-470-600-606-SAVER
7060,7500,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,148.91,5,FLY-562-706-529-476-SAVER
6520,7500,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1588.4,7,FLY-566-614-550-599-SAVER
1297,7500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,207.58,5,FLY-527-519-549-523-SAVER
417,7500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,94.76,5,FLY-558-606-515-560-SAVER
7002,7500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,274.36,7,FLY-746-575-564-657-SAVER
383,7500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,77.16,5,FLY-647-603-648-602-SAVER
1332,7500,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,90.25,5,FLY-606-700-564-563-SAVER
6571,7500,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,130.86,5,FLY-522-557-558-563-SAVER
1169,7500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,90.25,5,FLY-405-508-523-603-SAVER
1203,7500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,297.82,5,FLY-608-511-549-465-SAVER
475,7500,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,1128.12,5,FLY-558-557-507-607-SAVER
359,7500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,814.51,7,FLY-567-499-646-651-SAVER
6274,7500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,884.45,5,FLY-612-568-659-556-SAVER
1807,7500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,347.46,5,FLY-506-603-615-609-SAVER
444,7500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,208.48,7,FLY-550-505-610-660-SAVER
230,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,499.85,7,FLY-517-695-518-465-SAVER
1773,7500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,189.52,5,FLY-521-560-563-701-SAVER
461,7500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,198.06,7,FLY-600-704-648-520-SAVER
7026,7500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,64.31,6,FLY-663-694-473-564-SAVER
6495,7500,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,47.16,5,FLY-561-661-558-561-SAVER
254,7500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,49.64,5,FLY-463-599-607-559-SAVER
346,7500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,268.79,7,FLY-609-600-605-648-SAVER
1729,7500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,180.04,5,FLY-572-515-518-622-SAVER
6606,7500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,90.25,5,FLY-513-607-622-594-SAVER
323,7500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,207.58,5,FLY-518-560-458-516-SAVER
1366,7500,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,956.65,5,FLY-600-652-559-418-SAVER
1238,7500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,49.64,5,FLY-500-562-558-563-SAVER
6544,7500,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,47.16,5,FLY-619-694-464-473-SAVER
6250,7500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,406.12,7,FLY-652-610-569-605-SAVER
623,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,312.94,7,FLY-568-606-556-606-SAVER
1383,7500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,499.85,7,FLY-596-472-655-563-SAVER
6870,7500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,148.91,5,FLY-519-505-603-518-SAVER
1442,7500,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,342.95,5,FLY-659-662-515-599-SAVER
6355,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,526.16,7,FLY-664-405-614-565-SAVER
6421,7500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,94.66,6,FLY-520-556-554-566-SAVER
1004,7500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,526.16,7,FLY-600-579-559-556-SAVER
748,7500,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,99.64,6,FLY-605-653-555-522-SAVER
1560,7500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,415.15,5,FLY-515-606-707-604-SAVER
782,7500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,54.15,6,FLY-696-612-513-616-SAVER
6730,7500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,67.69,6,FLY-556-604-569-542-SAVER
6363,7500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,1240.94,7,FLY-510-513-660-509-SAVER
6855,7500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,2436.75,7,FLY-572-505-568-610-SAVER
981,7500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,522.99,5,FLY-466-600-516-467-SAVER
714,7500,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,189.52,5,FLY-513-464-462-503-SAVER
1476,7500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,207.58,5,FLY-609-508-560-505-SAVER
957,7500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,385.81,7,FLY-665-602-564-603-SAVER
1545,7500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,329.41,7,FLY-610-705-653-613-SAVER
