,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceSaver,Production Days Saver,Saver Sku
6688,250,0.0,A4,300gsm Art Board Coated,None,Single Sided,,47.16,5,FLY-550-608-599-516-SAVER
1083,250,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,23.58,7,FLY-471-511-477-611-SAVER
3769,250,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,53.25,7,FLY-510-655-621-572-SAVER
4091,250,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,34.3,5,FLY-506-554-607-507-SAVER
774,250,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,16.24,6,FLY-696-612-513-616-SAVER
6862,250,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,21.66,5,FLY-519-505-603-518-SAVER
4354,250,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,24.81,7,FLY-498-608-613-451-SAVER
533,250,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,40.61,7,FLY-481-654-556-607-SAVER
7018,250,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,19.29,6,FLY-663-694-473-564-SAVER
501,250,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-610-608-616-563-SAVER
4374,250,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,38.58,7,FLY-517-707-616-503-SAVER
4656,250,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,41.7,7,FLY-460-557-473-615-SAVER
4397,250,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,55.73,5,FLY-468-460-461-614-SAVER
455,250,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,23.58,7,FLY-600-704-648-520-SAVER
7052,250,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,18.95,5,FLY-562-706-529-476-SAVER
4407,250,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,27.44,6,FLY-464-616-515-520-SAVER
438,250,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,24.81,7,FLY-550-505-610-660-SAVER
4676,250,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,56.59,7,FLY-565-521-471-653-SAVER
4626,250,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-693-514-565-564-SAVER
7085,250,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,27.08,5,FLY-610-557-699-506-SAVER
4441,250,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,14.44,6,FLY-519-612-554-521-SAVER
375,250,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,16.29,5,FLY-647-603-648-602-SAVER
4470,250,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,64.52,7,FLY-653-566-500-569-SAVER
4604,250,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,24.81,7,FLY-506-602-563-460-SAVER
4575,250,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,18.0,5,FLY-605-600-601-606-SAVER
351,250,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,56.59,7,FLY-567-499-646-651-SAVER
7095,250,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,31.59,5,FLY-620-571-561-469-SAVER
115,250,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,23.46,5,FLY-520-756-701-608-SAVER
7101,250,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,17.93,7,FLY-516-508-603-465-SAVER
4541,250,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-528-569-603-472-SAVER
409,250,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,18.05,5,FLY-558-606-515-560-SAVER
3654,250,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-559-699-613-611-SAVER
4325,250,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,16.29,5,FLY-453-522-524-458-SAVER
6994,250,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,27.44,7,FLY-746-575-564-657-SAVER
4123,250,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.95,7,FLY-425-714-469-606-SAVER
4772,250,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,26.07,6,FLY-520-565-521-515-SAVER
740,250,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,19.49,6,FLY-605-653-555-522-SAVER
6894,250,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,56.59,7,FLY-471-559-655-559-SAVER
4142,250,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,55.73,5,FLY-451-609-656-609-SAVER
708,250,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,22.56,5,FLY-513-464-462-503-SAVER
4174,250,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,68.59,5,FLY-463-599-525-650-SAVER
702,250,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,30.01,5,FLY-645-614-556-656-SAVER
4748,250,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,38.58,7,FLY-564-516-559-519-SAVER
669,250,0.0,A6,300gsm Art Board Coated,None,Double Sided,,21.66,5,FLY-616-510-520-657-SAVER
6931,250,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,38.58,5,FLY-702-614-473-603-SAVER
557,250,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,49.64,5,FLY-555-609-514-509-SAVER
4208,250,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.01,5,FLY-563-655-515-563-SAVER
645,250,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,28.88,7,FLY-514-518-652-564-SAVER
5,250,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.15,5,FLY-570-470-600-606-SAVER
4242,250,0.0,A5,300gsm Art Board Coated,None,Double Sided,,33.39,5,FLY-565-564-512-569-SAVER
634,250,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,39.62,7,FLY-609-467-615-460-SAVER
629,250,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,58.66,5,FLY-652-540-557-656-SAVER
6965,250,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,116.43,5,FLY-513-549-508-562-SAVER
4699,250,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,37.9,5,FLY-558-611-509-468-SAVER
617,250,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,30.01,7,FLY-568-606-556-606-SAVER
6972,250,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,24.37,7,FLY-568-506-602-564-SAVER
609,250,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,35.15,7,FLY-600-564-516-529-SAVER
4291,250,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,33.39,5,FLY-615-560-513-413-SAVER
4710,250,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,13.5,5,FLY-662-658-660-553-SAVER
6565,250,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,17.15,5,FLY-522-557-558-563-SAVER
1161,250,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,22.56,5,FLY-405-508-523-603-SAVER
5080,250,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-466-563-520-505-SAVER
1754,250,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,37.9,5,FLY-562-514-461-463-SAVER
6266,250,0.2,A3,300gsm Art Board Coated,None,Double Sided,,72.2,5,FLY-612-568-659-556-SAVER
3329,250,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,23.15,6,FLY-611-506-603-654-SAVER
1721,250,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-572-515-518-622-SAVER
1710,250,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,25.73,5,FLY-508-566-562-601-SAVER
3363,250,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,34.3,5,FLY-460-464-476-563-SAVER
1689,250,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.86,7,FLY-517-506-509-602-SAVER
6290,250,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-564-574-602-511-SAVER
5282,250,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,27.08,5,FLY-563-657-517-649-SAVER
1660,250,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,54.15,5,FLY-419-553-522-705-SAVER
5293,250,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,51.44,5,FLY-464-561-425-544-SAVER
1323,250,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,22.56,5,FLY-606-700-564-563-SAVER
6324,250,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,16.12,6,FLY-569-513-607-564-SAVER
3401,250,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,22.56,5,FLY-507-564-557-478-SAVER
5270,250,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,85.74,7,FLY-603-560-552-471-SAVER
1599,250,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.49,6,FLY-512-552-606-524-SAVER
246,250,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-463-599-607-559-SAVER
3433,250,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,13.72,6,FLY-665-709-560-606-SAVER
6357,250,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,64.52,7,FLY-510-513-660-509-SAVER
5241,250,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,18.52,6,FLY-498-661-556-469-SAVER
3462,250,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,150.04,7,FLY-571-517-608-524-SAVER
1552,250,0.0,A4,300gsm Art Board Coated,None,Double Sided,,49.64,5,FLY-515-606-707-604-SAVER
1628,250,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,37.9,5,FLY-655-551-658-522-SAVER
6379,250,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,36.1,5,FLY-507-621-528-659-SAVER
1765,250,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-521-560-563-701-SAVER
1799,250,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,36.1,5,FLY-506-603-615-609-SAVER
3084,250,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-511-520-552-520-SAVER
5403,250,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,15.43,6,FLY-512-546-656-611-SAVER
2007,250,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-468-610-464-468-SAVER
6153,250,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,21.43,5,FLY-476-519-554-612-SAVER
1975,250,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,21.43,5,FLY-554-524-511-559-SAVER
3118,250,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,48.01,6,FLY-554-663-652-568-SAVER
1956,250,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,18.95,7,FLY-465-523-655-555-SAVER
39,250,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,22.56,5,FLY-548-601-610-618-SAVER
3150,250,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,99.28,7,FLY-558-613-513-427-SAVER
5369,250,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.5,5,FLY-659-703-572-557-SAVER
3305,250,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,40.61,7,FLY-552-657-560-510-SAVER
1924,250,0.0,A6,300gsm Art Board Coated,None,Single Sided,,20.58,5,FLY-525-602-433-476-SAVER
3169,250,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,58.66,5,FLY-503-564-517-557-SAVER
5356,250,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,64.52,7,FLY-600-558-500-512-SAVER
183,250,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-548-462-573-566-SAVER
1890,250,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,19.29,6,FLY-520-699-614-508-SAVER
6220,250,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,94.32,7,FLY-656-509-659-646-SAVER
3215,250,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-601-697-615-463-SAVER
5327,250,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,27.08,5,FLY-505-666-521-419-SAVER
1833,250,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,32.58,5,FLY-567-509-615-698-SAVER
6242,250,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,40.61,7,FLY-652-610-569-605-SAVER
3273,250,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,21.2,6,FLY-658-517-526-603-SAVER
6187,250,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,14.21,5,FLY-661-510-586-608-SAVER
1539,250,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,31.59,7,FLY-610-705-653-613-SAVER
3396,250,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,58.66,5,FLY-651-559-558-560-SAVER
6445,250,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.0,7,FLY-416-661-469-605-SAVER
102,250,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,18.86,7,FLY-567-659-505-605-SAVER
1358,250,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,74.01,5,FLY-600-652-559-418-SAVER
5173,250,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-551-516-514-652-SAVER
6464,250,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,24.81,7,FLY-506-589-464-652-SAVER
3614,250,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-510-660-562-561-SAVER
1377,250,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,39.62,7,FLY-596-472-655-563-SAVER
3501,250,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-512-620-573-470-SAVER
5114,250,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,20.58,5,FLY-698-715-508-600-SAVER
3535,250,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,25.73,5,FLY-649-568-645-610-SAVER
1433,250,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,40.61,5,FLY-659-662-515-599-SAVER
3546,250,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-515-526-479-512-SAVER
3477,250,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,59.56,7,FLY-508-607-462-512-SAVER
1399,250,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-479-705-617-562-SAVER
3580,250,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,40.61,5,FLY-697-609-600-557-SAVER
6486,250,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-561-661-558-561-SAVER
1497,250,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,30.01,7,FLY-579-557-512-473-SAVER
1468,250,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-609-508-560-505-SAVER
6413,250,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.52,6,FLY-520-556-554-566-SAVER
6536,250,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-619-694-464-473-SAVER
1510,250,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,34.3,6,FLY-535-606-521-515-SAVER
5207,250,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,34.3,5,FLY-470-519-612-518-SAVER
3741,300,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,24.86,6,FLY-559-465-507-463-SAVER
2637,300,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,26.17,6,FLY-563-563-578-564-SAVER
3655,300,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,30.01,5,FLY-559-699-613-611-SAVER
4677,300,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,68.59,7,FLY-565-521-471-653-SAVER
4326,300,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,16.72,5,FLY-453-522-524-458-SAVER
5012,300,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,16.72,5,FLY-657-602-552-650-SAVER
3216,300,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,30.01,5,FLY-601-697-615-463-SAVER
3119,300,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,51.44,6,FLY-554-663-652-568-SAVER
5115,300,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,22.29,5,FLY-698-715-508-600-SAVER
5466,300,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,24.86,7,FLY-552-604-479-515-SAVER
3004,300,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,25.73,5,FLY-430-572-561-610-SAVER
5706,300,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,60.02,5,FLY-569-562-466-614-SAVER
5404,300,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,15.78,6,FLY-512-546-656-611-SAVER
3085,300,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,18.28,6,FLY-511-520-552-520-SAVER
116,300,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,25.73,5,FLY-520-756-701-608-SAVER
3581,300,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,45.12,5,FLY-697-609-600-557-SAVER
5328,300,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,28.88,5,FLY-505-666-521-419-SAVER
4292,300,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,37.9,5,FLY-615-560-513-413-SAVER
5759,300,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,28.88,6,FLY-561-511-476-552-SAVER
5534,300,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,76.71,5,FLY-559-497-514-462-SAVER
4442,300,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,14.62,6,FLY-519-612-554-521-SAVER
5081,300,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,18.05,5,FLY-466-563-520-505-SAVER
3690,300,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,54.15,6,FLY-653-525-608-523-SAVER
5436,300,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,24.86,7,FLY-515-555-525-572-SAVER
4627,300,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,17.59,5,FLY-693-514-565-564-SAVER
4408,300,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,28.88,6,FLY-464-616-515-520-SAVER
2628,300,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,119.7,5,FLY-560-656-562-519-SAVER
3044,300,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,72.2,7,FLY-575-699-596-526-SAVER
4398,300,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,60.02,5,FLY-468-460-461-614-SAVER
5047,300,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,30.01,5,FLY-699-606-565-557-SAVER
2853,300,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,22.56,5,FLY-520-614-516-651-SAVER
3151,300,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,121.84,7,FLY-558-613-513-427-SAVER
5370,300,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.72,5,FLY-659-703-572-557-SAVER
3615,300,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,15.57,5,FLY-510-660-562-561-SAVER
4576,300,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,19.72,5,FLY-605-600-601-606-SAVER
4375,300,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,44.58,7,FLY-517-707-616-503-SAVER
74,300,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,36.1,6,FLY-516-600-653-599-SAVER
184,300,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,30.01,5,FLY-548-462-573-566-SAVER
4700,300,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,38.81,5,FLY-558-611-509-468-SAVER
3478,300,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,72.2,7,FLY-508-607-462-512-SAVER
4243,300,0.0,A5,300gsm Art Board Coated,None,Double Sided,,37.9,5,FLY-565-564-512-569-SAVER
4058,300,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-515-565-509-421-SAVER
2734,300,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,20.76,5,FLY-509-515-644-514-SAVER
5639,300,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,14.79,5,FLY-553-613-506-657-SAVER
3397,300,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,63.18,5,FLY-651-559-558-560-SAVER
3502,300,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.43,5,FLY-512-620-573-470-SAVER
4807,300,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,76.71,5,FLY-475-700-701-515-SAVER
3853,300,0.0,A5,300gsm Art Board Coated,None,Single Sided,,36.0,5,FLY-466-701-515-519-SAVER
4024,300,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,34.3,6,FLY-601-607-609-608-SAVER
5488,300,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,44.58,7,FLY-574-606-466-606-SAVER
3990,300,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,42.86,5,FLY-458-559-606-423-SAVER
3434,300,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,13.89,6,FLY-665-709-560-606-SAVER
5242,300,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,19.89,6,FLY-498-661-556-469-SAVER
3956,300,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,17.15,5,FLY-473-615-513-661-SAVER
3887,300,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,5,FLY-513-562-602-563-SAVER
5605,300,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,20.58,6,FLY-554-615-567-604-SAVER
2768,300,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,17.37,6,FLY-546-601-601-555-SAVER
4934,300,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,60.02,5,FLY-508-612-611-702-SAVER
4900,300,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,28.88,5,FLY-481-569-514-568-SAVER
2931,300,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-427-575-563-517-SAVER
3919,300,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,30.68,7,FLY-616-665-564-598-SAVER
5208,300,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,42.86,5,FLY-470-519-612-518-SAVER
5174,300,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-551-516-514-652-SAVER
5567,300,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,36.87,5,FLY-608-603-467-564-SAVER
150,300,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,31.59,5,FLY-611-505-479-573-SAVER
5510,300,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,121.84,7,FLY-472-703-500-618-SAVER
3274,300,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,21.66,6,FLY-658-517-526-603-SAVER
5294,300,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,60.02,5,FLY-464-561-425-544-SAVER
3306,300,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,46.93,7,FLY-552-657-560-510-SAVER
4711,300,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,13.72,5,FLY-662-658-660-553-SAVER
4209,300,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-563-655-515-563-SAVER
3783,300,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,23.15,5,FLY-614-656-453-557-SAVER
5001,300,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,36.87,5,FLY-565-606-600-651-SAVER
5673,300,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,64.31,6,FLY-689-461-464-565-SAVER
3536,300,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,27.44,5,FLY-649-568-645-610-SAVER
4749,300,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,44.58,7,FLY-564-516-559-519-SAVER
4175,300,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,72.87,5,FLY-463-599-525-650-SAVER
