,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Price,Turnaround,SKU
2934,100,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,16.24,3,FLY-605-600-601-606-STANDARD
2935,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,19.0,3,FLY-565-515-598-512-STANDARD
2936,100,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,69.5,3,FLY-513-549-508-562-STANDARD
2937,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,23.46,3,FLY-508-612-611-702-STANDARD
2938,100,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,28.5,3,FLY-558-611-509-468-STANDARD
2939,100,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,27.08,3,FLY-466-600-516-467-STANDARD
2940,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,24.7,3,FLY-555-609-514-509-STANDARD
2941,100,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,24.32,4,FLY-561-511-476-552-STANDARD
2942,100,0.0,A5,300gsm Art Board Coated,None,Double Sided,18.05,3,FLY-565-564-512-569-STANDARD
2943,100,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,37.9,3,FLY-569-562-466-614-STANDARD
2944,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,16.24,3,FLY-651-559-556-596-STANDARD
2945,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,15.8,3,FLY-453-522-524-458-STANDARD
2946,100,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,15.34,3,FLY-474-708-604-652-STANDARD
2947,100,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,13.54,3,FLY-662-658-660-553-STANDARD
2948,100,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,17.1,3,FLY-481-569-514-568-STANDARD
2949,100,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,16.92,4,FLY-546-601-601-555-STANDARD
2950,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,16.24,3,FLY-528-569-603-472-STANDARD
2951,100,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,15.34,3,FLY-473-615-513-661-STANDARD
2952,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,19.0,3,FLY-520-756-701-608-STANDARD
2953,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,18.05,3,FLY-615-560-513-413-STANDARD
2954,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,20.42,4,FLY-611-551-613-514-STANDARD
2955,150,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,18.24,4,FLY-605-653-555-522-STANDARD
2956,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,18.05,3,FLY-698-715-508-600-STANDARD
2957,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,18.05,3,FLY-561-556-555-699-STANDARD
2958,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,20.9,3,FLY-521-560-563-701-STANDARD
2959,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,15.34,3,FLY-561-661-558-561-STANDARD
2960,150,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,25.27,4,FLY-520-565-521-515-STANDARD
2961,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,15.2,3,FLY-510-660-562-561-STANDARD
2962,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,19.95,3,FLY-520-756-701-608-STANDARD
2963,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,20.9,3,FLY-565-515-598-512-STANDARD
2964,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,47.5,3,FLY-559-497-514-462-STANDARD
2965,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,15.52,4,FLY-704-461-567-565-STANDARD
2966,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,16.7,3,FLY-645-577-696-648-STANDARD
2967,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,19.0,3,FLY-606-700-564-563-STANDARD
2968,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,24.7,3,FLY-506-603-615-609-STANDARD
2969,150,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,16.34,4,FLY-696-612-513-616-STANDARD
2970,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,24.7,3,FLY-615-560-513-413-STANDARD
2971,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,16.62,3,FLY-466-563-520-505-STANDARD
2972,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,16.62,3,FLY-570-470-600-606-STANDARD
2973,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,15.88,4,FLY-569-513-607-564-STANDARD
2974,150,0.2,A7,300gsm Art Board Coated,None,Single Sided,15.8,3,FLY-655-517-515-527-STANDARD
2975,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,17.15,3,FLY-543-472-525-562-STANDARD
2976,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,14.44,3,FLY-619-694-464-473-STANDARD
2977,150,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,18.05,3,FLY-562-706-529-476-STANDARD
2978,150,0.2,A3,300gsm Art Board Coated,None,Double Sided,52.25,3,FLY-612-568-659-556-STANDARD
2979,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,38.0,3,FLY-419-553-522-705-STANDARD
2980,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,18.24,4,FLY-512-552-606-524-STANDARD
2981,150,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,13.72,4,FLY-665-709-560-606-STANDARD
2982,150,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,54.15,3,FLY-600-652-559-418-STANDARD
2983,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,45.12,3,FLY-463-599-525-650-STANDARD
2984,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,16.24,3,FLY-453-522-524-458-STANDARD
2985,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,19.0,3,FLY-519-505-603-518-STANDARD
2986,150,0.0,A5,300gsm Art Board Coated,None,Double Sided,24.7,3,FLY-565-564-512-569-STANDARD
2987,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,22.8,3,FLY-609-508-560-505-STANDARD
2988,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,19.41,4,FLY-663-694-473-564-STANDARD
2989,150,0.0,A6,300gsm Art Board Coated,None,Double Sided,19.0,3,FLY-616-510-520-657-STANDARD
2990,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,23.46,3,FLY-470-519-612-518-STANDARD
2991,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,16.15,3,FLY-551-516-514-652-STANDARD
2992,150,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,19.85,3,FLY-572-515-518-622-STANDARD
2993,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,31.59,3,FLY-702-614-473-603-STANDARD
2994,150,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,19.0,3,FLY-548-601-610-618-STANDARD
2995,150,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,15.2,3,FLY-463-599-607-559-STANDARD
2996,150,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,14.49,3,FLY-609-553-609-462-STANDARD
2997,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,15.34,3,FLY-563-655-515-563-STANDARD
2998,150,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,33.25,4,FLY-535-606-521-515-STANDARD
2999,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,15.34,3,FLY-512-620-573-470-STANDARD
3000,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,23.46,3,FLY-460-464-476-563-STANDARD
3001,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,17.33,4,FLY-520-556-554-566-STANDARD
3002,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,15.8,3,FLY-474-708-604-652-STANDARD
3003,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,22.8,4,FLY-567-666-644-514-STANDARD
3004,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,16.15,3,FLY-427-575-563-517-STANDARD
3005,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,25.27,4,FLY-506-518-610-467-STANDARD
3006,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,16.62,3,FLY-479-705-617-562-STANDARD
3007,150,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,17.33,4,FLY-498-661-556-469-STANDARD
3008,150,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,22.8,4,FLY-563-563-578-564-STANDARD
3009,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,30.4,3,FLY-555-609-514-509-STANDARD
3010,150,0.0,A4,300gsm Art Board Coated,None,Double Sided,30.4,3,FLY-515-606-707-604-STANDARD
3011,150,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,33.25,3,FLY-697-609-600-557-STANDARD
3012,150,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,49.64,4,FLY-689-461-464-565-STANDARD
3013,150,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,31.59,4,FLY-606-563-558-465-STANDARD
3014,150,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,36.1,3,FLY-464-561-425-544-STANDARD
3015,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,19.85,3,FLY-430-572-561-610-STANDARD
3016,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,13.77,3,FLY-662-658-660-553-STANDARD
3017,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,33.25,3,FLY-659-662-515-599-STANDARD
3018,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,24.7,3,FLY-507-621-528-659-STANDARD
3019,150,0.2,A7,300gsm Art Board Coated,None,Double Sided,16.62,3,FLY-461-565-472-656-STANDARD
3020,150,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,20.9,3,FLY-564-574-602-511-STANDARD
3021,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,19.85,3,FLY-610-608-616-563-STANDARD
3022,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,19.85,3,FLY-515-526-479-512-STANDARD
3023,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,21.66,3,FLY-548-462-573-566-STANDARD
3024,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,21.66,4,FLY-611-506-603-654-STANDARD
3025,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,33.25,4,FLY-516-600-653-599-STANDARD
3026,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,20.9,4,FLY-658-517-526-603-STANDARD
3027,150,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,15.8,3,FLY-473-615-513-661-STANDARD
3028,150,0.0,A6,300gsm Art Board Coated,None,Single Sided,18.05,3,FLY-525-602-433-476-STANDARD
3029,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,18.05,3,FLY-614-656-453-557-STANDARD
3030,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,31.59,4,FLY-601-607-609-608-STANDARD
3031,150,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,17.15,3,FLY-605-600-601-606-STANDARD
3032,150,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,16.15,3,FLY-468-610-464-468-STANDARD
3033,150,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,52.25,4,FLY-462-603-607-656-STANDARD
3034,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,28.88,3,FLY-610-562-605-516-STANDARD
3035,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,18.95,3,FLY-646-566-513-514-STANDARD
3036,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,30.4,3,FLY-608-511-549-465-STANDARD
3037,150,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,13.77,3,FLY-659-703-572-557-STANDARD
3038,150,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,14.44,4,FLY-519-612-554-521-STANDARD
3039,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,16.24,3,FLY-657-602-552-650-STANDARD
3040,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,20.9,3,FLY-481-569-514-568-STANDARD
3041,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,22.8,3,FLY-518-560-458-516-STANDARD
3042,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,19.85,4,FLY-554-615-567-604-STANDARD
3043,150,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,15.8,3,FLY-515-565-509-421-STANDARD
3044,150,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,18.05,3,FLY-476-519-554-612-STANDARD
3045,150,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,19.41,4,FLY-520-699-614-508-STANDARD
3046,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,19.0,3,FLY-405-508-523-603-STANDARD
3047,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,15.8,3,FLY-647-603-648-602-STANDARD
3048,150,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,17.15,4,FLY-546-601-601-555-STANDARD
3049,150,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,30.4,3,FLY-658-565-525-469-STANDARD
3050,150,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,15.52,4,FLY-512-546-656-611-STANDARD
3051,150,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,24.7,3,FLY-529-515-554-610-STANDARD
3052,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,16.34,4,FLY-462-558-560-613-STANDARD
3053,150,0.0,A4,300gsm Art Board Coated,None,Single Sided,28.88,3,FLY-550-608-599-516-STANDARD
3054,150,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,22.8,3,FLY-611-505-479-573-STANDARD
3055,150,0.0,A5,300gsm Art Board Coated,None,Single Sided,23.46,3,FLY-466-701-515-519-STANDARD
3056,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,23.46,3,FLY-510-623-603-607-STANDARD
3057,150,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,31.59,3,FLY-458-559-606-423-STANDARD
3058,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,24.7,3,FLY-572-609-553-554-STANDARD
3059,150,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,39.71,4,FLY-554-663-652-568-STANDARD
3060,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,14.49,3,FLY-661-510-586-608-STANDARD
3061,150,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,20.42,4,FLY-556-604-569-542-STANDARD
3062,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,21.66,3,FLY-559-699-613-611-STANDARD
3063,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,17.1,3,FLY-519-612-566-654-STANDARD
3064,150,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,14.44,3,FLY-553-613-506-657-STANDARD
3065,150,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,45.12,3,FLY-601-547-654-469-STANDARD
3066,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,17.58,3,FLY-558-606-515-560-STANDARD
3067,150,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,26.6,4,FLY-561-511-476-552-STANDARD
3068,150,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,15.34,3,FLY-649-529-558-466-STANDARD
3069,150,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,47.5,3,FLY-475-700-701-515-STANDARD
3070,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,22.8,3,FLY-527-519-549-523-STANDARD
3071,150,0.2,A3,300gsm Art Board Coated,None,Single Sided,49.64,3,FLY-699-516-565-577-STANDARD
3072,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,28.88,3,FLY-508-612-611-702-STANDARD
3073,150,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,41.8,4,FLY-653-525-608-523-STANDARD
3074,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,20.9,3,FLY-505-666-521-419-STANDARD
3075,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,19.0,3,FLY-513-607-622-594-STANDARD
3076,150,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,18.05,4,FLY-511-520-552-520-STANDARD
3077,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,16.15,3,FLY-500-562-558-563-STANDARD
3078,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,19.85,3,FLY-528-569-603-472-STANDARD
3079,150,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,23.46,3,FLY-559-569-613-566-STANDARD
3080,150,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,51.44,3,FLY-514-561-525-612-STANDARD
3081,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,16.7,3,FLY-651-559-556-596-STANDARD
3082,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,18.05,3,FLY-515-610-523-493-STANDARD
3083,150,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,38.0,3,FLY-459-460-602-517-STANDARD
3084,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,18.05,3,FLY-509-515-644-514-STANDARD
3085,150,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,28.88,3,FLY-567-509-615-698-STANDARD
3086,150,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,21.66,3,FLY-699-606-565-557-STANDARD
3087,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,17.1,3,FLY-693-514-565-564-STANDARD
3088,150,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,21.66,4,FLY-559-465-507-463-STANDARD
3089,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,26.6,4,FLY-464-616-515-520-STANDARD
3090,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,23.46,3,FLY-506-554-607-507-STANDARD
3091,150,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,16.62,3,FLY-555-651-469-510-STANDARD
3092,150,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,17.58,3,FLY-604-645-568-602-STANDARD
3093,150,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,16.62,3,FLY-510-649-513-464-STANDARD
3094,150,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,21.66,3,FLY-601-697-615-463-STANDARD
3095,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,16.72,4,FLY-596-707-472-648-STANDARD
3096,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,36.1,3,FLY-466-600-516-467-STANDARD
3097,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,15.8,3,FLY-513-562-602-563-STANDARD
3098,200,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,50.35,3,FLY-651-559-558-560-STANDARD
3099,200,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,46.93,4,FLY-554-663-652-568-STANDARD
3100,200,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,17.1,3,FLY-570-470-600-606-STANDARD
3101,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,22.56,3,FLY-528-569-603-472-STANDARD
3102,200,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,17.48,4,FLY-596-707-472-648-STANDARD
3103,200,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,19.85,3,FLY-476-519-554-612-STANDARD
3104,200,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,16.7,3,FLY-453-522-524-458-STANDARD
3105,200,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,27.08,3,FLY-460-464-476-563-STANDARD
3106,200,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,47.5,3,FLY-419-553-522-705-STANDARD
3107,200,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,38.0,3,FLY-555-609-514-509-STANDARD
3108,200,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,15.88,4,FLY-512-546-656-611-STANDARD
3109,200,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,16.39,3,FLY-468-610-464-468-STANDARD
3110,200,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,17.1,3,FLY-510-649-513-464-STANDARD
3111,200,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,26.6,3,FLY-563-657-517-649-STANDARD
3112,200,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,23.75,3,FLY-564-574-602-511-STANDARD
3113,200,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,15.68,3,FLY-463-599-607-559-STANDARD
3114,200,0.2,A7,300gsm Art Board Coated,None,Double Sided,17.1,3,FLY-461-565-472-656-STANDARD
3115,200,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,18.05,3,FLY-605-600-601-606-STANDARD
3116,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,17.15,3,FLY-645-577-696-648-STANDARD
3117,200,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,18.52,4,FLY-511-520-552-520-STANDARD
3118,200,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,15.57,3,FLY-649-529-558-466-STANDARD
3119,200,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,30.4,3,FLY-620-571-561-469-STANDARD
3120,200,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,19.85,4,FLY-520-699-614-508-STANDARD
3121,200,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,18.05,3,FLY-558-606-515-560-STANDARD
3122,200,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,82.14,3,FLY-560-656-562-519-STANDARD
3123,200,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,23.75,3,FLY-521-560-563-701-STANDARD
3124,200,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,20.9,4,FLY-611-551-613-514-STANDARD
3125,200,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,24.37,3,FLY-601-697-615-463-STANDARD
3126,200,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,17.58,3,FLY-693-514-565-564-STANDARD
3127,200,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,23.75,3,FLY-505-666-521-419-STANDARD
3128,200,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,26.6,3,FLY-610-557-699-506-STANDARD
3129,200,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,31.59,3,FLY-567-509-615-698-STANDARD
3130,200,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,19.0,3,FLY-562-706-529-476-STANDARD
3131,200,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,20.9,3,FLY-548-601-610-618-STANDARD
3132,200,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,47.83,3,FLY-468-460-461-614-STANDARD
3133,200,0.2,A7,300gsm Art Board Coated,None,Single Sided,16.24,3,FLY-655-517-515-527-STANDARD
3134,200,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,28.5,3,FLY-506-603-615-609-STANDARD
3135,200,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,28.12,4,FLY-464-616-515-520-STANDARD
3136,200,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,24.37,3,FLY-548-462-573-566-STANDARD
3137,200,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,21.85,4,FLY-658-517-526-603-STANDARD
3138,200,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,28.12,4,FLY-561-511-476-552-STANDARD
3139,200,0.2,A3,300gsm Art Board Coated,None,Double Sided,66.5,3,FLY-612-568-659-556-STANDARD
3140,200,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,45.12,3,FLY-464-561-425-544-STANDARD
3141,200,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,25.27,3,FLY-508-566-562-601-STANDARD
3142,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,15.88,4,FLY-704-461-567-565-STANDARD
3143,200,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,23.75,4,FLY-563-563-578-564-STANDARD
3144,200,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,16.72,4,FLY-462-558-560-613-STANDARD
3145,200,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,20.9,3,FLY-520-756-701-608-STANDARD
3146,200,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,25.65,3,FLY-518-560-458-516-STANDARD
3147,200,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,14.72,3,FLY-661-510-586-608-STANDARD
3148,200,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,22.56,3,FLY-572-515-518-622-STANDARD
3149,200,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,19.85,4,FLY-663-694-473-564-STANDARD
3150,200,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,22.56,4,FLY-611-506-603-654-STANDARD
3151,200,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,26.71,4,FLY-506-518-610-467-STANDARD
3152,200,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,16.24,3,FLY-647-603-648-602-STANDARD
3153,200,0.0,A6,300gsm Art Board Coated,None,Single Sided,19.85,3,FLY-525-602-433-476-STANDARD
