,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
2379,2500,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,38.27,4,FLY-498-661-556-469-STANDARD
2380,2500,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,199.5,4,FLY-462-603-607-656-STANDARD
2381,2500,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,142.5,3,FLY-658-565-525-469-STANDARD
2383,2500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,96.9,3,FLY-507-564-557-478-STANDARD
2388,2500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,76.71,3,FLY-430-572-561-610-STANDARD
2389,2500,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,23.1,4,FLY-512-546-656-611-STANDARD
2391,2500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,95.0,3,FLY-518-560-458-516-STANDARD
2392,2500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,22.32,4,FLY-511-520-552-520-STANDARD
2393,2500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-649-529-558-466-STANDARD
2395,2500,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,135.38,3,FLY-567-509-615-698-STANDARD
2396,2500,0.0,A4,450gsm Art Board Silk Finish,None,Single Sided,,406.12,3,FLY-571-460-563-556-STANDARD
2397,2500,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,151.62,4,FLY-554-663-652-568-STANDARD
2399,2500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,203.06,3,FLY-550-608-599-516-STANDARD
2400,2500,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,128.25,3,FLY-659-662-515-599-STANDARD
2401,2500,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,18.95,3,FLY-659-703-572-557-STANDARD
2402,2500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,25.27,3,FLY-553-613-506-657-STANDARD
2403,2500,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,72.2,4,FLY-561-511-476-552-STANDARD
2405,2500,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,541.5,3,FLY-657-470-506-653-STANDARD
2407,2500,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Single Sided,,103.79,3,FLY-572-532-665-670-STANDARD
2410,2500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,166.25,3,FLY-572-609-553-554-STANDARD
2411,2500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-528-569-603-472-STANDARD
2420,2500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,38.0,3,FLY-570-470-600-606-STANDARD
2421,2500,0.2,A7,300gsm Art Board Coated,None,Single Sided,,38.81,3,FLY-655-517-515-527-STANDARD
2426,2500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,30.4,4,FLY-556-604-569-542-STANDARD
2427,2500,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,36.1,3,FLY-474-708-604-652-STANDARD
2428,2500,0.0,A5,450gsm Art Board Silk Finish,None,Double Sided,,209.0,3,FLY-456-604-652-609-STANDARD
2429,2500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,38.27,4,FLY-520-556-554-566-STANDARD
2430,2500,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,39.9,3,FLY-555-651-469-510-STANDARD
2432,2500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,95.0,3,FLY-609-508-560-505-STANDARD
2433,2500,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,198.55,3,FLY-464-561-425-544-STANDARD
2435,2500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,38.0,4,FLY-658-517-526-603-STANDARD
2437,2500,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,17.86,4,FLY-519-612-554-521-STANDARD
2438,2500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,198.55,3,FLY-466-600-516-467-STANDARD
2440,2500,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,90.25,3,FLY-601-697-615-463-STANDARD
2441,2500,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-520-699-614-508-STANDARD
2442,2500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-505-666-521-419-STANDARD
2444,2500,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,58.66,3,FLY-605-600-601-606-STANDARD
2445,2500,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,427.5,3,FLY-503-564-517-557-STANDARD
2446,2500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,23.1,4,FLY-704-461-567-565-STANDARD
2448,2500,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,72.2,3,FLY-646-566-513-514-STANDARD
2449,2500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,61.75,3,FLY-509-515-644-514-STANDARD
2454,2500,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,68.59,4,FLY-506-518-610-467-STANDARD
2455,2500,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,157.94,3,FLY-559-569-613-566-STANDARD
2456,2500,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,19.95,3,FLY-661-510-586-608-STANDARD
2457,2500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,52.25,3,FLY-405-508-523-603-STANDARD
2460,2500,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,49.64,3,FLY-515-610-523-493-STANDARD
2462,2500,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,427.5,3,FLY-558-557-507-607-STANDARD
2463,2500,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,121.84,3,FLY-702-614-473-603-STANDARD
2464,2500,0.0,A5,450gsm Art Board Silk Finish,None,Single Sided,,198.55,3,FLY-562-523-511-564-STANDARD
2465,2500,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-481-569-514-568-STANDARD
2468,2500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-572-515-518-622-STANDARD
2471,2500,0.2,A7,300gsm Art Board Coated,None,Double Sided,,40.85,3,FLY-461-565-472-656-STANDARD
2472,2500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,30.4,4,FLY-596-707-472-648-STANDARD
2473,2500,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,37.9,3,FLY-473-615-513-661-STANDARD
2476,2500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,324.9,3,FLY-699-516-565-577-STANDARD
2477,2500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,288.8,3,FLY-463-599-525-650-STANDARD
2483,2500,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,18.95,3,FLY-662-658-660-553-STANDARD
2484,2500,0.0,A5,300gsm Art Board Coated,None,Single Sided,,108.3,3,FLY-466-701-515-519-STANDARD
2485,2500,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-561-661-558-561-STANDARD
2487,2500,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,19.95,3,FLY-609-553-609-462-STANDARD
2488,2500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,203.06,3,FLY-508-612-611-702-STANDARD
2490,2500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,209.0,3,FLY-655-551-658-522-STANDARD
2491,2500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-663-694-473-564-STANDARD
2492,2500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,36.1,3,FLY-513-562-602-563-STANDARD
2493,2500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,49.64,3,FLY-561-556-555-699-STANDARD
2494,2500,0.0,A6,300gsm Art Board Coated,None,Double Sided,,64.6,3,FLY-616-510-520-657-STANDARD
2495,2500,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-564-574-602-511-STANDARD
2498,2500,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,406.12,3,FLY-451-609-656-609-STANDARD
2500,2500,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-515-565-509-421-STANDARD
2501,2500,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,55.96,3,FLY-608-704-510-564-STANDARD
2503,2500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,213.75,3,FLY-555-609-514-509-STANDARD
2506,2500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,24.32,4,FLY-462-558-560-613-STANDARD
2508,2500,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,68.59,4,FLY-520-565-521-515-STANDARD
2509,2500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,157.94,3,FLY-506-554-607-507-STANDARD
2510,2500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,26.6,3,FLY-463-599-607-559-STANDARD
2513,2500,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,85.74,4,FLY-601-607-609-608-STANDARD
2514,2500,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,304.0,3,FLY-475-700-701-515-STANDARD
2515,2500,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,58.9,3,FLY-522-557-558-563-STANDARD
2518,2500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-610-608-616-563-STANDARD
2519,2500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,30.4,4,FLY-611-551-613-514-STANDARD
2520,2500,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,121.84,3,FLY-458-559-606-423-STANDARD
2524,2500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,41.52,3,FLY-645-577-696-648-STANDARD
2525,2500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,342.0,3,FLY-612-568-659-556-STANDARD
2527,2500,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,209.0,3,FLY-419-553-522-705-STANDARD
2529,2500,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Double Sided,,109.25,3,FLY-523-616-570-604-STANDARD
2531,2500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,40.28,4,FLY-512-552-606-524-STANDARD
2533,2500,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-563-655-515-563-STANDARD
2534,2500,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,166.25,3,FLY-529-515-554-610-STANDARD
2535,2500,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,38.0,3,FLY-466-563-520-505-STANDARD
2536,2500,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,26.6,3,FLY-510-660-562-561-STANDARD
2539,2500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,92.06,3,FLY-554-524-511-559-STANDARD
2543,2500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,36.1,4,FLY-554-615-567-604-STANDARD
2544,2500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,114.0,3,FLY-615-560-513-413-STANDARD
2545,2500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,108.3,3,FLY-510-623-603-607-STANDARD
2546,2500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,198.55,3,FLY-564-657-573-525-STANDARD
2547,2500,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,76.0,3,FLY-520-756-701-608-STANDARD
2548,2500,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,90.25,3,FLY-699-606-565-557-STANDARD
2549,2500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,24.32,4,FLY-696-612-513-616-STANDARD
2550,2500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,213.75,3,FLY-515-606-707-604-STANDARD
2551,2500,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,95.0,3,FLY-611-505-479-573-STANDARD
2553,2500,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,85.74,4,FLY-606-563-558-465-STANDARD
2554,2500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,135.38,3,FLY-610-562-605-516-STANDARD
2555,2500,0.2,A3,450gsm Art Board Silk Finish,None,Double Sided,,570.0,3,FLY-564-562-463-610-STANDARD
2556,2500,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,189.52,4,FLY-689-461-464-565-STANDARD
2557,2500,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-515-526-479-512-STANDARD
2558,2500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-519-612-566-654-STANDARD
2559,2500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,31.59,3,FLY-453-522-524-458-STANDARD
2561,2500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,61.37,3,FLY-698-715-508-600-STANDARD
2562,2500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,90.25,3,FLY-548-462-573-566-STANDARD
2563,2500,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,332.12,3,FLY-514-561-525-612-STANDARD
2565,2500,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,52.25,3,FLY-606-700-564-563-STANDARD
2566,2500,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,61.75,3,FLY-562-706-529-476-STANDARD
2569,2500,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,92.06,3,FLY-569-565-651-515-STANDARD
2570,2500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,90.25,3,FLY-559-699-613-611-STANDARD
2571,2500,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,21.21,4,FLY-546-601-601-555-STANDARD
2573,2500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,58.66,3,FLY-543-472-525-562-STANDARD
2574,2500,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,96.9,3,FLY-513-464-462-503-STANDARD
2576,2500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,38.0,3,FLY-479-705-617-562-STANDARD
2577,2500,0.0,A5,300gsm Art Board Coated,None,Double Sided,,114.0,3,FLY-565-564-512-569-STANDARD
2578,2500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,49.64,3,FLY-614-656-453-557-STANDARD
2579,2500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,95.0,3,FLY-527-519-549-523-STANDARD
2580,2500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,304.0,3,FLY-559-497-514-462-STANDARD
2581,2500,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,38.0,3,FLY-510-649-513-464-STANDARD
2582,2500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-569-513-607-564-STANDARD
2585,2500,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,209.0,3,FLY-459-460-602-517-STANDARD
2586,2500,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-468-610-464-468-STANDARD
2587,2500,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,47.83,4,FLY-559-465-507-463-STANDARD
2591,2500,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,40.28,4,FLY-605-653-555-522-STANDARD
2592,2500,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,159.6,4,FLY-653-525-608-523-STANDARD
2594,2500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,52.25,3,FLY-513-607-622-594-STANDARD
2597,2500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-521-560-563-701-STANDARD
2598,2500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-500-562-558-563-STANDARD
2599,2500,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,349.6,3,FLY-600-652-559-418-STANDARD
2601,2500,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,31.59,3,FLY-657-602-552-650-STANDARD
2602,2500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,64.6,3,FLY-519-505-603-518-STANDARD
2603,2500,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,128.25,3,FLY-697-609-600-557-STANDARD
2604,4000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,142.5,3,FLY-527-519-549-523-STANDARD
2605,4000,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-500-562-558-563-STANDARD
2606,4000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,71.25,3,FLY-513-607-622-594-STANDARD
2607,4000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-427-575-563-517-STANDARD
2608,4000,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,31.59,3,FLY-561-661-558-561-STANDARD
2609,4000,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,71.25,3,FLY-606-700-564-563-STANDARD
2610,4000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,39.9,3,FLY-693-514-565-564-STANDARD
2611,4000,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,67.69,3,FLY-515-610-523-493-STANDARD
2612,4000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-662-658-660-553-STANDARD
2613,4000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,135.38,3,FLY-559-699-613-611-STANDARD
2614,4000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,135.38,3,FLY-601-697-615-463-STANDARD
2615,4000,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-661-510-586-608-STANDARD
2616,4000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,37.9,3,FLY-657-602-552-650-STANDARD
2617,4000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,31.59,3,FLY-512-620-573-470-STANDARD
2618,4000,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,207.58,3,FLY-702-614-473-603-STANDARD
2619,4000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,142.5,3,FLY-518-560-458-516-STANDARD
2620,4000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,67.69,3,FLY-614-656-453-557-STANDARD
2621,4000,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,218.5,3,FLY-659-662-515-599-STANDARD
2626,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-561-556-555-699-STANDARD
2627,5000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,304.0,3,FLY-655-551-658-522-STANDARD
2628,5000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,34.2,4,FLY-462-558-560-613-STANDARD
2630,5000,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,389.5,3,FLY-419-553-522-705-STANDARD
2631,5000,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,32.49,3,FLY-561-661-558-561-STANDARD
2632,5000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,55.96,3,FLY-645-577-696-648-STANDARD
2633,5000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,42.75,4,FLY-611-551-613-514-STANDARD
2636,5000,0.2,A7,300gsm Art Board Coated,None,Double Sided,,46.55,3,FLY-461-565-472-656-STANDARD
2637,5000,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,133.0,3,FLY-564-574-602-511-STANDARD
2639,5000,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,129.2,4,FLY-561-511-476-552-STANDARD
2641,5000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,45.6,4,FLY-596-707-472-648-STANDARD
2642,5000,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Single Sided,,153.42,3,FLY-572-532-665-670-STANDARD
2644,5000,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-606-700-564-563-STANDARD
2647,5000,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,21.85,3,FLY-661-510-586-608-STANDARD
2648,5000,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,40.61,4,FLY-520-699-614-508-STANDARD
2650,5000,0.0,A6,300gsm Art Board Coated,None,Single Sided,,90.25,3,FLY-525-602-433-476-STANDARD
2651,5000,0.2,A3,300gsm Art Board Coated,None,Double Sided,,627.0,3,FLY-612-568-659-556-STANDARD
2652,5000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,261.25,3,FLY-506-603-615-609-STANDARD
2655,5000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,140.79,3,FLY-554-524-511-559-STANDARD
2656,5000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,133.0,3,FLY-521-560-563-701-STANDARD
2657,5000,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,315.88,4,FLY-689-461-464-565-STANDARD
2658,5000,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-510-649-513-464-STANDARD
2659,5000,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,34.2,3,FLY-468-610-464-468-STANDARD
2660,5000,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,126.35,3,FLY-572-515-518-622-STANDARD
2661,5000,0.0,A5,450gsm Art Board Silk Finish,None,Single Sided,,288.8,3,FLY-562-523-511-564-STANDARD
2662,5000,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-476-519-554-612-STANDARD
2663,5000,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,21.85,3,FLY-609-553-609-462-STANDARD
2664,5000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,43.32,4,FLY-569-513-607-564-STANDARD
2666,5000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,80.75,4,FLY-567-666-644-514-STANDARD
2667,5000,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,332.5,4,FLY-462-603-607-656-STANDARD
2668,5000,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,80.75,4,FLY-563-563-578-564-STANDARD
2671,5000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,118.75,3,FLY-565-515-598-512-STANDARD
2673,5000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,161.5,3,FLY-609-508-560-505-STANDARD
2674,5000,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-548-601-610-618-STANDARD
2676,5000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,61.37,4,FLY-520-556-554-566-STANDARD
2678,5000,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-474-708-604-652-STANDARD
2680,5000,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,242.25,3,FLY-659-662-515-599-STANDARD
2682,5000,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,32.49,3,FLY-649-529-558-466-STANDARD
2683,5000,0.2,A7,300gsm Art Board Coated,None,Single Sided,,44.22,3,FLY-655-517-515-527-STANDARD
2686,5000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,122.74,4,FLY-506-518-610-467-STANDARD
2687,5000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,64.6,4,FLY-512-552-606-524-STANDARD
2688,5000,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,261.25,3,FLY-507-621-528-659-STANDARD
2690,5000,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,389.5,3,FLY-459-460-602-517-STANDARD
2691,5000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-479-705-617-562-STANDARD
2692,5000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,90.25,3,FLY-543-472-525-562-STANDARD
2698,5000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,288.8,3,FLY-564-657-573-525-STANDARD
2699,5000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,55.96,3,FLY-651-559-556-596-STANDARD
2702,5000,0.0,A4,300gsm Art Board Coated,None,Double Sided,,361.0,3,FLY-515-606-707-604-STANDARD
2703,5000,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-515-610-523-493-STANDARD
2704,5000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,42.75,3,FLY-519-612-566-654-STANDARD
2709,5000,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,161.5,4,FLY-535-606-521-515-STANDARD
2710,5000,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,665.0,3,FLY-600-652-559-418-STANDARD
2712,5000,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,166.96,3,FLY-567-509-615-698-STANDARD
2714,5000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,95.0,3,FLY-519-505-603-518-STANDARD
2715,5000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,40.61,3,FLY-657-602-552-650-STANDARD
2717,5000,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,76.71,4,FLY-559-465-507-463-STANDARD
2718,5000,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,148.2,3,FLY-513-464-462-503-STANDARD
2720,5000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-614-656-453-557-STANDARD
2722,5000,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,261.25,3,FLY-529-515-554-610-STANDARD
