,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
783,200,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,25.65,3,FLY-527-519-549-523-STANDARD
784,200,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-506-554-607-507-STANDARD
785,200,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,16.61,4,FLY-569-513-607-564-STANDARD
786,200,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,17.6,4,FLY-546-601-601-555-STANDARD
787,200,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,16.24,3,FLY-473-615-513-661-STANDARD
788,200,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,66.5,3,FLY-559-497-514-462-STANDARD
789,200,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,24.37,3,FLY-559-699-613-611-STANDARD
790,200,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,23.75,4,FLY-567-666-644-514-STANDARD
791,200,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,16.72,4,FLY-696-612-513-616-STANDARD
792,200,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-606-700-564-563-STANDARD
793,200,0.0,A5,300gsm Art Board Coated,None,Single Sided,,29.78,3,FLY-466-701-515-519-STANDARD
794,200,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-466-563-520-505-STANDARD
795,200,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,18.05,3,FLY-543-472-525-562-STANDARD
796,200,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-619-694-464-473-STANDARD
797,200,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,20.9,3,FLY-519-505-603-518-STANDARD
801,200,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,66.5,3,FLY-600-652-559-418-STANDARD
802,200,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,26.71,4,FLY-520-565-521-515-STANDARD
803,200,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-510-660-562-561-STANDARD
804,200,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-605-653-555-522-STANDARD
805,200,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,19.85,3,FLY-698-715-508-600-STANDARD
807,200,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-405-508-523-603-STANDARD
809,200,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,20.76,3,FLY-460-510-563-650-STANDARD
810,200,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,49.4,4,FLY-653-525-608-523-STANDARD
811,200,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,63.18,3,FLY-514-561-525-612-STANDARD
812,200,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-513-607-622-594-STANDARD
813,200,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-459-460-602-517-STANDARD
814,200,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,17.58,3,FLY-519-612-566-654-STANDARD
815,200,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,32.49,3,FLY-565-606-600-651-STANDARD
816,200,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,33.39,4,FLY-601-607-609-608-STANDARD
817,200,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-458-559-606-423-STANDARD
819,200,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,31.59,3,FLY-610-562-605-516-STANDARD
820,200,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,33.25,3,FLY-608-511-549-465-STANDARD
821,200,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,16.7,3,FLY-657-602-552-650-STANDARD
822,200,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,32.49,3,FLY-608-603-467-564-STANDARD
823,200,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,61.75,4,FLY-462-603-607-656-STANDARD
824,200,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-572-609-553-554-STANDARD
826,200,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-515-565-509-421-STANDARD
827,200,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-479-705-617-562-STANDARD
828,200,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-553-613-506-657-STANDARD
829,200,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,17.1,3,FLY-555-651-469-510-STANDARD
830,200,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,22.56,4,FLY-559-465-507-463-STANDARD
831,200,0.0,A4,300gsm Art Board Coated,None,Single Sided,,36.1,3,FLY-550-608-599-516-STANDARD
833,200,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,33.25,3,FLY-658-565-525-469-STANDARD
834,200,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,19.0,3,FLY-509-515-644-514-STANDARD
835,200,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,66.5,3,FLY-475-700-701-515-STANDARD
836,200,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,24.37,3,FLY-699-606-565-557-STANDARD
837,200,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,35.15,4,FLY-516-600-653-599-STANDARD
839,200,0.2,A3,300gsm Art Board Coated,None,Single Sided,,63.18,3,FLY-699-516-565-577-STANDARD
840,200,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,21.85,3,FLY-520-614-516-651-STANDARD
841,200,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-529-515-554-610-STANDARD
842,200,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,16.39,3,FLY-500-562-558-563-STANDARD
843,200,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,38.0,3,FLY-697-609-600-557-STANDARD
844,200,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,63.18,3,FLY-601-547-654-469-STANDARD
845,200,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,35.15,4,FLY-535-606-521-515-STANDARD
847,200,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-520-556-554-566-STANDARD
848,200,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.08,4,FLY-665-709-560-606-STANDARD
850,200,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,23.75,3,FLY-565-515-598-512-STANDARD
851,200,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-651-559-556-596-STANDARD
852,200,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,63.18,3,FLY-463-599-525-650-STANDARD
853,200,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-513-562-602-563-STANDARD
855,200,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-470-519-612-518-STANDARD
856,200,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.39,3,FLY-427-575-563-517-STANDARD
858,200,0.0,A5,300gsm Art Board Coated,None,Double Sided,,31.35,3,FLY-565-564-512-569-STANDARD
859,200,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-466-600-516-467-STANDARD
860,200,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-554-615-567-604-STANDARD
861,200,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-474-708-604-652-STANDARD
862,200,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-507-621-528-659-STANDARD
863,200,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,13.99,3,FLY-662-658-660-553-STANDARD
864,200,0.0,A4,300gsm Art Board Coated,None,Double Sided,,38.0,3,FLY-515-606-707-604-STANDARD
865,200,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,50.35,3,FLY-652-540-557-656-STANDARD
866,200,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-498-661-556-469-STANDARD
867,200,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-515-610-523-493-STANDARD
868,200,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-559-569-613-566-STANDARD
869,200,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,36.1,3,FLY-508-612-611-702-STANDARD
870,200,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,19.85,3,FLY-561-556-555-699-STANDARD
871,200,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,96.04,3,FLY-513-549-508-562-STANDARD
872,200,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.57,3,FLY-563-655-515-563-STANDARD
874,200,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,23.75,3,FLY-481-569-514-568-STANDARD
875,200,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,31.35,3,FLY-615-560-513-413-STANDARD
876,200,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,33.39,4,FLY-606-563-558-465-STANDARD
877,200,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,58.66,4,FLY-689-461-464-565-STANDARD
878,200,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,22.56,3,FLY-515-526-479-512-STANDARD
879,200,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,28.88,3,FLY-645-614-556-656-STANDARD
880,200,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,38.0,3,FLY-659-662-515-599-STANDARD
882,200,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-604-645-568-602-STANDARD
885,200,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.57,3,FLY-512-620-573-470-STANDARD
887,200,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,19.85,3,FLY-646-566-513-514-STANDARD
888,200,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,25.65,3,FLY-611-505-479-573-STANDARD
889,200,0.0,A6,300gsm Art Board Coated,None,Double Sided,,20.9,3,FLY-616-510-520-657-STANDARD
890,200,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,25.65,3,FLY-609-508-560-505-STANDARD
892,200,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.39,3,FLY-551-516-514-652-STANDARD
893,200,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,29.78,3,FLY-510-623-603-607-STANDARD
894,200,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-512-552-606-524-STANDARD
895,200,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,14.72,3,FLY-609-553-609-462-STANDARD
896,200,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,36.1,3,FLY-702-614-473-603-STANDARD
897,200,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,20.9,4,FLY-556-604-569-542-STANDARD
898,200,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,25.27,3,FLY-649-568-645-610-STANDARD
899,200,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,47.83,3,FLY-569-562-466-614-STANDARD
900,250,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.1,4,FLY-462-558-560-613-STANDARD
904,250,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-651-559-556-596-STANDARD
906,250,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,22.56,3,FLY-515-610-523-493-STANDARD
907,250,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,21.21,4,FLY-554-615-567-604-STANDARD
910,250,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,28.88,4,FLY-561-511-476-552-STANDARD
911,250,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-546-601-601-555-STANDARD
914,250,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,15.8,3,FLY-649-529-558-466-STANDARD
917,250,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-519-612-566-654-STANDARD
921,250,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,21.38,4,FLY-611-551-613-514-STANDARD
923,250,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,63.18,4,FLY-689-461-464-565-STANDARD
925,250,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,34.3,4,FLY-606-563-558-465-STANDARD
928,250,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,14.96,3,FLY-609-553-609-462-STANDARD
929,250,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.24,4,FLY-704-461-567-565-STANDARD
930,250,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,27.44,4,FLY-506-518-610-467-STANDARD
931,250,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,25.65,4,FLY-563-563-578-564-STANDARD
933,250,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-645-577-696-648-STANDARD
934,250,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.62,3,FLY-427-575-563-517-STANDARD
935,250,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-474-708-604-652-STANDARD
937,250,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,22.56,3,FLY-561-556-555-699-STANDARD
938,250,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-461-565-472-656-STANDARD
939,250,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,58.66,3,FLY-569-562-466-614-STANDARD
944,250,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,21.66,3,FLY-460-510-563-650-STANDARD
945,250,0.2,A7,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-655-517-515-527-STANDARD
946,250,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-608-704-510-564-STANDARD
950,250,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,37.9,3,FLY-608-603-467-564-STANDARD
951,250,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,37.9,3,FLY-564-657-573-525-STANDARD
952,250,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,66.5,4,FLY-462-603-607-656-STANDARD
953,250,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,36.1,4,FLY-516-600-653-599-STANDARD
954,250,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-553-613-506-657-STANDARD
956,250,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,19.95,3,FLY-509-515-644-514-STANDARD
958,250,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,104.11,3,FLY-560-656-562-519-STANDARD
961,250,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,57.0,3,FLY-459-460-602-517-STANDARD
962,250,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,22.8,3,FLY-520-614-516-651-STANDARD
963,250,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,76.0,3,FLY-559-497-514-462-STANDARD
964,250,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,22.56,3,FLY-569-565-651-515-STANDARD
965,250,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,24.37,3,FLY-430-572-561-610-STANDARD
966,250,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,18.95,3,FLY-543-472-525-562-STANDARD
968,250,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,25.65,3,FLY-565-515-598-512-STANDARD
969,250,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,25.65,4,FLY-567-666-644-514-STANDARD
970,250,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-510-649-513-464-STANDARD
971,250,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-513-562-602-563-STANDARD
972,250,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-559-569-613-566-STANDARD
973,250,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,33.39,3,FLY-510-623-603-607-STANDARD
974,250,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,49.64,3,FLY-508-612-611-702-STANDARD
975,250,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-604-645-568-602-STANDARD
977,250,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,54.15,3,FLY-466-600-516-467-STANDARD
978,250,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-481-569-514-568-STANDARD
981,250,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-473-615-513-661-STANDARD
982,250,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,36.1,3,FLY-658-565-525-469-STANDARD
984,250,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,40.61,3,FLY-458-559-606-423-STANDARD
986,250,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,72.2,3,FLY-601-547-654-469-STANDARD
987,250,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,34.3,4,FLY-601-607-609-608-STANDARD
989,250,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,34.3,3,FLY-610-562-605-516-STANDARD
990,250,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,18.05,3,FLY-555-651-469-510-STANDARD
991,250,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-515-565-509-421-STANDARD
992,250,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,76.0,3,FLY-475-700-701-515-STANDARD
994,250,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,21.38,4,FLY-556-604-569-542-STANDARD
995,250,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,23.46,3,FLY-646-566-513-514-STANDARD
996,250,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-611-505-479-573-STANDARD
997,250,0.0,A5,300gsm Art Board Coated,None,Single Sided,,33.39,3,FLY-466-701-515-519-STANDARD
998,250,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-527-519-549-523-STANDARD
999,250,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,53.2,4,FLY-653-525-608-523-STANDARD
1000,250,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-518-560-458-516-STANDARD
1001,250,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-699-606-565-557-STANDARD
1002,250,0.2,A3,300gsm Art Board Coated,None,Single Sided,,72.2,3,FLY-699-516-565-577-STANDARD
1003,250,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,23.75,3,FLY-513-607-622-594-STANDARD
1005,250,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,16.62,3,FLY-500-562-558-563-STANDARD
1007,250,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,24.37,4,FLY-559-465-507-463-STANDARD
1008,250,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-657-602-552-650-STANDARD
1009,250,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,74.01,3,FLY-514-561-525-612-STANDARD
1010,250,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,36.1,3,FLY-608-511-549-465-STANDARD
1012,250,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,22.56,3,FLY-614-656-453-557-STANDARD
1013,250,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,17.86,4,FLY-596-707-472-648-STANDARD
1015,250,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,37.9,3,FLY-565-606-600-651-STANDARD
1016,250,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,38.0,3,FLY-572-609-553-554-STANDARD
1018,250,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,38.0,3,FLY-529-515-554-610-STANDARD
1020,250,0.0,A4,300gsm Art Board Coated,None,Single Sided,,49.64,3,FLY-550-608-599-516-STANDARD
1023,250,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,36.1,3,FLY-506-554-607-507-STANDARD
1024,250,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.1,4,FLY-696-612-513-616-STANDARD
1025,250,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,22.8,3,FLY-519-505-603-518-STANDARD
1028,250,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.31,4,FLY-663-694-473-564-STANDARD
1029,250,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-610-608-616-563-STANDARD
1032,250,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,58.66,3,FLY-468-460-461-614-STANDARD
1034,250,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,19.95,3,FLY-562-706-529-476-STANDARD
1035,250,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,28.88,4,FLY-464-616-515-520-STANDARD
1038,250,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-693-514-565-564-STANDARD
1039,250,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,28.5,3,FLY-610-557-699-506-STANDARD
1040,250,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-519-612-554-521-STANDARD
1041,250,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-647-603-648-602-STANDARD
1044,250,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,18.95,3,FLY-605-600-601-606-STANDARD
1046,250,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,33.25,3,FLY-620-571-561-469-STANDARD
1047,250,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,24.7,3,FLY-520-756-701-608-STANDARD
1049,250,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-528-569-603-472-STANDARD
1050,250,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-558-606-515-560-STANDARD
1051,250,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-559-699-613-611-STANDARD
1052,250,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-453-522-524-458-STANDARD
1055,250,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,27.44,4,FLY-520-565-521-515-STANDARD
1056,250,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,20.52,4,FLY-605-653-555-522-STANDARD
1058,250,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,58.66,3,FLY-451-609-656-609-STANDARD
1059,250,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,23.75,3,FLY-513-464-462-503-STANDARD
1060,250,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,72.2,3,FLY-463-599-525-650-STANDARD
1061,250,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,31.59,3,FLY-645-614-556-656-STANDARD
1063,250,0.0,A6,300gsm Art Board Coated,None,Double Sided,,22.8,3,FLY-616-510-520-657-STANDARD
1064,250,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,40.61,3,FLY-702-614-473-603-STANDARD
1065,250,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,52.25,3,FLY-555-609-514-509-STANDARD
1066,250,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.8,3,FLY-563-655-515-563-STANDARD
1068,250,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-570-470-600-606-STANDARD
1069,250,0.0,A5,300gsm Art Board Coated,None,Double Sided,,35.15,3,FLY-565-564-512-569-STANDARD
1071,250,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,61.75,3,FLY-652-540-557-656-STANDARD
1072,250,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,122.56,3,FLY-513-549-508-562-STANDARD
1073,250,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,39.9,3,FLY-558-611-509-468-STANDARD
1077,250,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,35.15,3,FLY-615-560-513-413-STANDARD
1078,250,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.21,3,FLY-662-658-660-553-STANDARD
1079,250,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,18.05,3,FLY-522-557-558-563-STANDARD
1080,250,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,23.75,3,FLY-405-508-523-603-STANDARD
1081,250,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-466-563-520-505-STANDARD
1082,250,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,39.9,3,FLY-562-514-461-463-STANDARD
1083,250,0.2,A3,300gsm Art Board Coated,None,Double Sided,,76.0,3,FLY-612-568-659-556-STANDARD
1084,250,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,24.37,4,FLY-611-506-603-654-STANDARD
1085,250,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-572-515-518-622-STANDARD
1086,250,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-508-566-562-601-STANDARD
