SKU,Product Title,Quantity,Paper Size,Finished Size,Paper Type,Print Type,Turnaround,Print Page Number,Lamination,Cover,Fold Type,Print Orientation,Product Finishing,Cut Type,Sets,VAT Rate,Price £,SpotUV
R1-064410b8f9,Foam Signs,3,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,6 Sets,20,196.54,None
R1-0644782453,Foam Signs,10,A2,A2,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,5 Sets,20,318.98,None
R1-064539e36a,Foam Signs,45,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,11 Sets,20,1921.67,None
R1-06458418ee,Foam Signs,35,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,14 Sets,20,3475.17,None
R1-064fa5b772,Foam Signs,5,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,13 Sets,20,437.73,None
R1-065e2c407f,Foam Signs,45,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,3 Sets,20,375.34,None
R1-066121acea,Foam Signs,7,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,8 Sets,20,342.34,None
R1-06652de32b,Foam Signs,10,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,12 Sets,20,938.09,None
R1-066570a21e,Foam Signs,2,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,14 Sets,20,466.91,None
R1-0666d0fd18,Foam Signs,15,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,7 Sets,20,406.57,None
R1-0676e026bb,Foam Signs,50,A2,A2,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,6 Sets,20,1418.21,None
R1-067a0c0bbb,Foam Signs,30,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,1001.73,None
R1-068f2253b0,Foam Signs,2,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,2 Sets,20,71.79,None
R1-0694afb4e0,Foam Signs,40,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,5 Sets,20,1381.82,None
R1-0697b8d7bd,Foam Signs,30,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,1 Set,20,506.72,None
R1-06a06f01ff,Foam Signs,4,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,4 Sets,20,355.83,None
R1-06a6b446d2,Foam Signs,10,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,11 Sets,20,943.3,None
R1-06a6d27c48,Foam Signs,25,A3,A3,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,11 Sets,20,820.87,None
R1-06acc26377,Foam Signs,50,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,15 Sets,20,4179.4,None
R1-06b2872a2b,Foam Signs,25,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,15 Sets,20,3406.1,None
R1-06b45426f4,Foam Signs,6,A3,A3,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,9 Sets,20,320.3,None
R1-06b8938149,Foam Signs,7,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,15 Sets,20,1302.84,None
R1-06b8c3f774,Foam Signs,6,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,6 Sets,20,800.55,None
R1-06bcc7fc93,Foam Signs,40,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,6552.35,None
R1-06bf1195f5,Foam Signs,35,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,1697.31,None
R1-06c4f96c33,Foam Signs,3,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,14 Sets,20,586.41,None
R1-06cc292fd8,Foam Signs,45,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,5 Sets,20,1171.09,None
R1-06d1c50947,Foam Signs,2,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,7 Sets,20,374.08,None
R1-06d2d1d5b4,Foam Signs,15,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,4 Sets,20,1078.43,None
R1-06d7e09e79,Foam Signs,5,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,14 Sets,20,552.39,None
R1-06dcb9a252,Foam Signs,15,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,14 Sets,20,1587.17,None
R1-06e1413500,Foam Signs,3,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,13 Sets,20,416.73,None
R1-06e1c30921,Foam Signs,1,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,7 Sets,20,336.5,None
R1-06e30e4d11,Foam Signs,1,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,10 Sets,20,459.86,None
R1-06e36759a7,Foam Signs,40,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,4 Sets,20,1349.21,None
R1-06e48bbc5f,Foam Signs,5,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,13 Sets,20,776.19,None
R1-06e5189bc1,Foam Signs,8,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,11 Sets,20,910.7,None
R1-06e752bb7b,Foam Signs,50,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,11 Sets,20,2782.88,None
R1-06f1af5f4c,Foam Signs,6,A3,A3,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,2 Sets,20,72.63,None
R1-06f5433410,Foam Signs,7,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,6 Sets,20,1045.6,None
R1-06f593a644,Foam Signs,20,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,5 Sets,20,477.55,None
R1-06f80b7f3e,Foam Signs,20,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,11 Sets,20,3776.29,None
R1-06fb36acdf,Foam Signs,9,A2,A2,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,2 Sets,20,123.3,None
R1-06fbc6f7e5,Foam Signs,40,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,14 Sets,20,9263.63,None
R1-06fc0f11ac,Foam Signs,35,A3,A3,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,5 Sets,20,455.68,None
R1-06fd36d1d6,Foam Signs,15,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,5 Sets,20,376.16,None
R1-06fd3ab2f0,Foam Signs,6,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,10 Sets,20,595.44,None
R1-06ff7aa7d2,Foam Signs,6,A3,A3,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,1 Set,20,33.24,None
R1-070341d4eb,Foam Signs,7,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,3 Sets,20,569.29,None
R1-0704a6fcc3,Foam Signs,10,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,1 Set,20,62.58,None
R1-0712af8406,Foam Signs,5,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,7 Sets,20,236.52,None
R1-071bc1a0f4,Foam Signs,4,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,7 Sets,20,372.87,None
R1-071e3980f9,Foam Signs,40,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,11 Sets,20,3784.02,None
R1-0720fc45b3,Foam Signs,9,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,3 Sets,20,234.57,None
R1-0725810337,Foam Signs,50,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,13 Sets,20,4502.03,None
R1-072652d8e5,Foam Signs,8,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,9 Sets,20,453.68,None
R1-0727a28cfb,Foam Signs,15,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,6 Sets,20,678.1,None
R1-072efa8734,Foam Signs,9,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,12 Sets,20,535.85,None
R1-072f9ff13a,Foam Signs,40,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,8 Sets,20,1400.77,None
R1-073313ea08,Foam Signs,15,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,7 Sets,20,804.64,None
R1-073c93bbd3,Foam Signs,25,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,13 Sets,20,7817.64,None
R1-073fbf7b3a,Foam Signs,35,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,9 Sets,20,1388.65,None
R1-0744a4f7d1,Foam Signs,1,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,2 Sets,20,49.98,None
R1-0745bc5daf,Foam Signs,40,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,15 Sets,20,5682.94,None
R1-074d387127,Foam Signs,9,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,10 Sets,20,2566.2,None
R1-074ea44187,Foam Signs,45,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,13 Sets,20,2469.06,None
R1-0754b7f47f,Foam Signs,8,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,8 Sets,20,721.13,None
R1-07555ff4be,Foam Signs,25,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,3 Sets,20,608.26,None
R1-0756ccae36,Foam Signs,3,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,4 Sets,20,163.24,None
R1-075d0a833f,Foam Signs,6,A2,A2,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,11 Sets,20,540.78,None
R1-07616bf808,Foam Signs,45,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,8 Sets,20,6442.37,None
R1-07678418cd,Foam Signs,15,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,14 Sets,20,3780.74,None
R1-0768f801e4,Foam Signs,25,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,13 Sets,20,2976.34,None
R1-0769a1a267,Foam Signs,2,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,11 Sets,20,451.33,None
R1-0771f2f766,Foam Signs,25,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,2 Sets,20,397.78,None
R1-07735c1780,Foam Signs,15,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,12 Sets,20,3562.57,None
R1-07744bf181,Foam Signs,10,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,5 Sets,20,931.93,None
R1-0774cde323,Foam Signs,15,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,2 Sets,20,153.19,None
R1-07757af8ad,Foam Signs,15,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,1 Set,20,117.78,None
R1-077e4b31d1,Foam Signs,50,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,9 Sets,20,3402.9,None
R1-077e4e3d1b,Foam Signs,45,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,4 Sets,20,1217.6,None
R1-077f02d565,Foam Signs,9,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,1 Set,20,77.89,None
R1-07895bad09,Foam Signs,7,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,15 Sets,20,960.32,None
R1-078ec1e571,Foam Signs,35,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,5 Sets,20,3938.28,None
R1-0791fc1580,Foam Signs,1,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,4 Sets,20,99.93,None
R1-079399a1d9,Foam Signs,7,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,12 Sets,20,970.63,None
R1-07953a1619,Foam Signs,30,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,736.92,None
R1-0795d19751,Foam Signs,45,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,9 Sets,20,1712.41,None
R1-07964d5e69,Foam Signs,7,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,12 Sets,20,725.86,None
R1-079730cdc2,Foam Signs,35,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,1 Set,20,211.3,None
R1-0799856fae,Foam Signs,1,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,12 Sets,20,377.3,None
R1-079ead3d6f,Foam Signs,4,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,4 Sets,20,173.06,None
R1-07a16842b1,Foam Signs,4,A2,A2,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,12 Sets,20,464.77,None
R1-07a6bac623,Foam Signs,5,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,13 Sets,20,610.17,None
R1-07a7f76f85,Foam Signs,50,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,12 Sets,20,2561.15,None
R1-07b1c3fad6,Foam Signs,35,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,1 Set,20,209.1,None
R1-07b2005853,Foam Signs,10,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,8 Sets,20,1973.01,None
R1-07b2edb794,Foam Signs,10,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,3 Sets,20,148.67,None
R1-07b45116d2,Foam Signs,40,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,10 Sets,20,3033.47,None
R1-07b74f4117,Foam Signs,50,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,14 Sets,20,12540.94,None
R1-07ba3ed265,Foam Signs,30,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,3 Sets,20,562.6,None
R1-07bac72bf1,Foam Signs,2,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,9 Sets,20,306.69,None
R1-07bcaec44d,Foam Signs,35,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,8 Sets,20,6325.12,None
R1-07bfc9b2f4,Foam Signs,2,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,13 Sets,20,403.41,None
R1-07c0bac137,Foam Signs,45,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,3 Sets,20,530.75,None
R1-07c1a90594,Foam Signs,3,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,7 Sets,20,542.67,None
R1-07c368f74e,Foam Signs,8,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,7 Sets,20,1483.69,None
R1-07c7f35ab1,Foam Signs,5,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,10 Sets,20,649.05,None
R1-07c7fcc191,Foam Signs,9,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,13 Sets,20,1297.07,None
R1-07c8ad0a75,Foam Signs,6,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,14 Sets,20,1675.54,None
R1-07cb8900d2,Foam Signs,4,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,12 Sets,20,1333.68,None
R1-07cd0ebd4f,Foam Signs,10,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,1 Set,20,86.15,None
R1-07d237846a,Foam Signs,35,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,14 Sets,20,10089.81,None
R1-07d6f2e08d,Foam Signs,2,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,12 Sets,20,403.94,None
R1-07dea8d80a,Foam Signs,4,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,15 Sets,20,1668.49,None
R1-07e024962a,Foam Signs,5,A2,A2,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,8 Sets,20,298.9,None
R1-07e399f2ac,Foam Signs,9,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,4 Sets,20,918.23,None
R1-07f0ab6df3,Foam Signs,20,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,7 Sets,20,2396.82,None
R1-07f2aa8ff7,Foam Signs,8,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,7 Sets,20,1069.63,None
R1-07f6bf3489,Foam Signs,35,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,7 Sets,20,2341.32,None
R1-07f978fadf,Foam Signs,15,A3,A3,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,6 Sets,20,463.26,None
R1-07fa3bc600,Foam Signs,30,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,15 Sets,20,3632.1,None
R1-07fa9c1e85,Foam Signs,8,A0,A0,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,12 Sets,20,1863.05,None
R1-07fb87f63c,Foam Signs,15,A2,A2,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,11 Sets,20,1163.98,None
R1-07fc82840d,Foam Signs,5,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,7 Sets,20,895.91,None
R1-07feaf7c2d,Foam Signs,25,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,12 Sets,20,7187.67,None
R1-080ab1ac37,Foam Signs,25,A3,A3,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,6 Sets,20,494.48,None
R1-080c51c255,Foam Signs,3,A1,A1,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,6 Sets,20,262.46,None
R1-080d0972ba,Foam Signs,40,A0,A0,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,14 Sets,20,11469.62,None
R1-0811e4e45f,Foam Signs,5,A0,A0,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,10 Sets,20,1432.78,None
R1-081269451e,Foam Signs,45,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,7 Sets,20,1226.21,None
R1-0813c6065c,Foam Signs,9,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,1527.87,None
R1-081a71fe52,Foam Signs,3,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Radius Corners,14 Sets,20,675.74,None
R1-081b87609c,Foam Signs,35,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,4 Sets,20,1330.68,None
R1-081cb1da1e,Foam Signs,50,A3,A3,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,8 Sets,20,1541.57,None
R1-081ddb7520,Foam Signs,9,A1,A1,3mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,10 Sets,20,774.99,None
R1-081ecbb2fd,Foam Signs,35,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,4 Sets,20,2518.63,None
R1-0822e4555f,Foam Signs,7,A2,A2,5mm White Foam PVC,Single Sided,3-4 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Square,15 Sets,20,878.19,None
R1-082474a333,Foam Signs,25,A1,A1,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,1 Set,20,208.39,None
R1-082559afbf,Foam Signs,7,A1,A1,5mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,Drilled,CAD Cut Radius Corners,13 Sets,20,1185.53,None
R1-08289b6367,Foam Signs,4,A0,A0,3mm White Foam PVC,Single Sided,2 Working Days,N/A,No Lamination,,Flat,N/A,None,CAD Cut Square,12 Sets,20,1131.57,None
